MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,NM,배포처
서울특별시,11,중구,11140,200198,451256,씨제이푸드빌(주),biz-gis.com
경기도,41,안양시 동안구,41173,197002,432452,지에스파워(주),biz-gis.com
전라남도,46,해남군,46820,137375,138583,대한조선(주),biz-gis.com
경기도,41,양주시,41630,197428,487428,(주)뉴옵틱스,biz-gis.com
서울특별시,11,중구,11140,198512,451645,(주)오씨아이상사,biz-gis.com
서울특별시,11,중구,11140,197847,451012,장금상선(주),biz-gis.com
서울특별시,11,마포구,11440,195828,449552,엘지엔시스(주),biz-gis.com
부산광역시,26,부산진구,26230,387844,185209,세운철강(주),biz-gis.com
서울특별시,11,영등포구,11560,193123,446863,한화증권(주),biz-gis.com
서울특별시,11,서초구,11650,198845,440755,(주)씨제이오쇼핑,biz-gis.com
인천광역시,28,서구,28260,171256,442176,희성금속(주),biz-gis.com
서울특별시,11,종로구,11110,199977,452527,현대로지엠(주),biz-gis.com
서울특별시,11,서초구,11650,201493,442373,(주)하이트진로,biz-gis.com
경상남도,48,양산시,48330,385175,209340,코카콜라음료(주),biz-gis.com
서울특별시,11,동작구,11590,193232,443315,악사손해보험(주),biz-gis.com
서울특별시,11,중구,11140,198748,451681,한화호텔앤드리조트(주),biz-gis.com
서울특별시,11,영등포구,11560,191751,445975,롯데역사(주),biz-gis.com
서울특별시,11,중구,11140,197641,451155,울트라건설(주),biz-gis.com
서울특별시,11,강남구,11680,203598,446151,남광토건(주),biz-gis.com
경기도,41,남양주시,41360,213126,456995,(주)빙그레,biz-gis.com
전라북도,45,군산시,45130,163201,273913,타타대우상용차(주),biz-gis.com
서울특별시,11,강남구,11680,205331,445725,성우오토모티브(주),biz-gis.com
서울특별시,11,관악구,11620,193352,443216,(주)코리아세븐,biz-gis.com
서울특별시,11,양천구,11470,188753,447443,(주)에스비에스,biz-gis.com
서울특별시,11,중구,11140,198473,451578,(주)교원구몬,biz-gis.com
서울특별시,11,영등포구,11560,189957,445880,(주)지오영네트웍스,biz-gis.com
서울특별시,11,종로구,11110,198260,451950,(주)동양,biz-gis.com
경상북도,47,포항시 북구,47113,411795,288097,영남에너지서비스(주),biz-gis.com
서울특별시,11,용산구,11170,197284,448208,(주)오리온,biz-gis.com
서울특별시,11,마포구,11440,195838,449412,씨앤에스에너지(주),biz-gis.com
울산광역시,31,남구,31140,413987,220516,에스케이유화(주),biz-gis.com
충청남도,44,천안시 서북구,44133,219144,375836,해태제과식품(주),biz-gis.com
경상남도,48,진주시,48170,300353,186404,무림페이퍼(주),biz-gis.com
서울특별시,11,영등포구,11560,189957,445880,(주)지오영,biz-gis.com
서울특별시,11,성동구,11200,205144,449259,(주)신도리코,biz-gis.com
서울특별시,11,강남구,11680,205005,444928,한국제지(주),biz-gis.com
서울특별시,11,강남구,11680,202026,446224,(주)이테크건설,biz-gis.com
서울특별시,11,영등포구,11560,193523,446463,동부증권(주),biz-gis.com
서울특별시,11,중구,11140,198473,451578,에스케이텔레시스(주),biz-gis.com
경기도,41,부천시 오정구,41199,179534,447256,유진기업(주),biz-gis.com
서울특별시,11,강남구,11680,202642,443388,한일시멘트(주),biz-gis.com
서울특별시,11,동작구,11590,193996,445597,(주)유한양행,biz-gis.com
서울특별시,11,영등포구,11560,193749,446642,엔에이치투자증권(주),biz-gis.com
서울특별시,11,중구,11140,200550,451167,서울석유(주),biz-gis.com
부산광역시,26,기장군,26710,393968,202122,에스앤티대우(주),biz-gis.com
경상북도,47,구미시,47190,325235,289701,삼성탈레스(주),biz-gis.com
서울특별시,11,강남구,11680,204670,444804,도시바일렉트로닉스코리아(주),biz-gis.com
서울특별시,11,구로구,11530,190123,445203,대성산업(주),biz-gis.com
서울특별시,11,관악구,11620,193352,443216,(주)바이더웨이,biz-gis.com
부산광역시,26,사하구,26380,381441,178033,와이케이스틸(주),biz-gis.com
서울특별시,11,금천구,11545,189387,441269,국도화학(주),biz-gis.com
서울특별시,11,강남구,11680,202656,446534,하이호금속(주),biz-gis.com
경기도,41,용인시 수지구,41465,208315,424460,고려개발(주),biz-gis.com
대전광역시,30,대덕구,30230,239731,317211,아주캐피탈(주),biz-gis.com
경상남도,48,통영시,48220,330464,148759,에스엘에스조선(주),biz-gis.com
서울특별시,11,중구,11140,198128,450903,(주)신세계푸드,biz-gis.com
경기도,41,과천시,41290,199204,436361,(주)케이티엠앤에스,biz-gis.com
서울특별시,11,용산구,11170,199827,448077,(주)제일기획,biz-gis.com
서울특별시,11,영등포구,11560,193259,446869,유진투자증권(주),biz-gis.com
서울특별시,11,강남구,11680,203324,444097,지멘스(주),biz-gis.com
서울특별시,11,영등포구,11560,190463,448354,(주)롯데삼강,biz-gis.com
서울특별시,11,강남구,11680,203229,444415,엘지에릭슨(주),biz-gis.com
서울특별시,11,강남구,11680,202717,444151,(주)엔투비,biz-gis.com
부산광역시,26,연제구,26470,389396,189240,(주)화승네트웍스,biz-gis.com
부산광역시,26,사상구,26530,380273,184542,한국특수형강(주),biz-gis.com
경상남도,48,창원시 성산구,48123,350807,190966,경남에너지(주),biz-gis.com
서울특별시,11,강남구,11680,206161,443887,동일석유(주),biz-gis.com
경기도,41,안산시 단원구,41273,177593,423965,(주)한샘,biz-gis.com
경기도,41,수원시 장안구,41111,198877,424450,(주)한미석유,biz-gis.com
서울특별시,11,강남구,11680,204744,444843,(주)동부하이텍,biz-gis.com
서울특별시,11,중구,11140,198523,451578,하나에이치에스비씨생명보험(주),biz-gis.com
서울특별시,11,송파구,11710,210878,442486,흥아해운(주),biz-gis.com
서울특별시,11,영등포구,11560,193675,447291,(주)엘지,biz-gis.com
서울특별시,11,중구,11140,197515,450688,대원강업(주),biz-gis.com
서울특별시,11,강남구,11680,203168,444180,브리티쉬아메리칸토바코코리아(주),biz-gis.com
경기도,41,안양시 동안구,41173,197283,432601,한국미니스톱(주),biz-gis.com
서울특별시,11,금천구,11545,191211,437645,(주)메가마트,biz-gis.com
서울특별시,11,강남구,11680,203748,447182,(주)신세계인터내셔날,biz-gis.com
울산광역시,31,북구,31200,413935,241530,(주)힘스,biz-gis.com
인천광역시,28,연수구,28185,169020,432675,진흥기업(주),biz-gis.com
충청북도,43,청원군,43710,236571,356176,(주)에이스디지텍,biz-gis.com
울산광역시,31,북구,31200,414312,233688,덕양산업(주),biz-gis.com
서울특별시,11,강남구,11680,204377,444702,(주)솔로몬저축은행,biz-gis.com
부산광역시,26,연제구,26470,389396,189240,(주)화승,biz-gis.com
경기도,41,용인시 기흥구,41463,209674,421661,한국전력기술(주),biz-gis.com
서울특별시,11,구로구,11530,187590,444825,한일이화(주),biz-gis.com
충청북도,43,청주시 흥덕구,43113,239861,348963,(주)심텍,biz-gis.com
서울특별시,11,강동구,11740,211025,448548,(주)현대홈쇼핑,biz-gis.com
인천광역시,28,서구,28260,169308,443193,인천도시가스(주),biz-gis.com
충청남도,44,천안시 서북구,44133,209930,370273,(주)디아이디,biz-gis.com
서울특별시,11,용산구,11170,197430,448789,(주)롯데리아,biz-gis.com
전라남도,46,여수시,46130,262486,148377,엘지엠엠에이(주),biz-gis.com
충청남도,44,천안시 동남구,44131,209982,358623,제이에스전선(주),biz-gis.com
서울특별시,11,송파구,11710,210400,443510,한솔섬유(주),biz-gis.com
울산광역시,31,남구,31140,413275,226813,송원산업(주),biz-gis.com
경상남도,48,창원시 성산구,48123,352814,191344,에스앤티중공업(주),biz-gis.com
전라남도,46,화순군,46790,196895,172732,(주)호반건설,biz-gis.com
서울특별시,11,영등포구,11560,190463,448354,(주)우리홈쇼핑,biz-gis.com
서울특별시,11,강남구,11680,202724,444055,한국로디아(주),biz-gis.com
서울특별시,11,강남구,11680,204045,444530,드림리츠(주),biz-gis.com
서울특별시,11,용산구,11170,196370,447836,(주)전자랜드,biz-gis.com
서울특별시,11,중구,11140,198249,450580,에이앤피파이낸셜대부(주),biz-gis.com
서울특별시,11,강남구,11680,202543,443893,엘아이지건설(주),biz-gis.com
전라북도,45,완주군,45710,211282,274173,솔라파크코리아(주),biz-gis.com
부산광역시,26,남구,26290,389819,180551,세방(주),biz-gis.com
서울특별시,11,중구,11140,199143,451041,휴켐스(주),biz-gis.com
서울특별시,11,강남구,11680,202642,443388,한일건설(주),biz-gis.com
서울특별시,11,중구,11140,199143,451041,(주)웅진홀딩스,biz-gis.com
전라북도,45,전주시 덕진구,45113,211825,259945,(주)전북은행,biz-gis.com
경기도,41,부천시 원미구,41195,181025,445622,페어차일드코리아반도체(주),biz-gis.com
경상남도,48,창원시 의창구,48121,352988,193510,(주)포스텍,biz-gis.com
서울특별시,11,강남구,11680,205581,445256,캐논코리아비즈니스솔루션(주),biz-gis.com
경기도,41,안산시 단원구,41273,180334,423326,대덕전자(주),biz-gis.com
경기도,41,안성시,41550,222730,386321,팜스코(주),biz-gis.com
서울특별시,11,강남구,11680,205132,445580,그랜드코리아레저(주),biz-gis.com
경상북도,47,포항시 남구,47111,414010,278606,(주)세아특수강,biz-gis.com
경상북도,47,포항시 남구,47111,411048,280775,(주)포스코엠텍,biz-gis.com
경상북도,47,경주시,47130,411116,246442,(주)다스,biz-gis.com
부산광역시,26,금정구,26410,390578,196010,(주)세정,biz-gis.com
서울특별시,11,중구,11140,197623,450540,(주)켐크로스인터내셔널,biz-gis.com
전라남도,46,여수시,46130,261822,149075,엘지폴리카보네이트(주),biz-gis.com
전라남도,46,광양시,46230,269923,157868,(주)에스엔엔씨,biz-gis.com
서울특별시,11,중구,11140,198748,451681,한화에스앤씨(주),biz-gis.com
서울특별시,11,종로구,11110,198592,452191,성신양회(주),biz-gis.com
서울특별시,11,강동구,11740,212334,447734,신성통상(주),biz-gis.com
경기도,41,화성시,41590,191068,406837,신화인터텍(주),biz-gis.com
경상남도,48,김해시,48250,374347,194180,태광실업(주),biz-gis.com
서울특별시,11,강남구,11680,205170,445006,(주)휴스틸,biz-gis.com
경기도,41,과천시,41290,199110,435925,코오롱패션머티리얼(주),biz-gis.com
서울특별시,11,중구,11140,198973,451144,깨끗한나라(주),biz-gis.com
경상남도,48,양산시,48330,384359,207538,(주)화승알앤에이,biz-gis.com
서울특별시,11,강남구,11680,205026,445067,(주)엔씨소프트,biz-gis.com
서울특별시,11,강남구,11680,204091,444591,(주)넥슨코리아,biz-gis.com
서울특별시,11,강남구,11680,203773,444464,피씨에이생명보험(주),biz-gis.com
경기도,41,성남시 중원구,41133,215397,437160,(주)대웅제약,biz-gis.com
서울특별시,11,종로구,11110,198286,451901,(주)화인파트너스,biz-gis.com
경기도,41,파주시,41480,174574,469486,에이에스이코리아(주),biz-gis.com
부산광역시,26,사하구,26380,379934,178342,(주)창신아이엔씨,biz-gis.com
서울특별시,11,강남구,11680,205291,445028,한국암웨이(주),biz-gis.com
서울특별시,11,마포구,11440,195385,448930,(주)신원,biz-gis.com
서울특별시,11,종로구,11110,197993,452036,(주)교보문고,biz-gis.com
서울특별시,11,마포구,11440,190354,452919,씨제이씨지브이(주),biz-gis.com
서울특별시,11,강남구,11680,204744,444843,(주)동부메탈,biz-gis.com
대전광역시,30,중구,30140,236275,316362,(주)충남도시가스,biz-gis.com
충청남도,44,아산시,44200,208702,369897,중부도시가스(주),biz-gis.com
인천광역시,28,연수구,28185,168951,432598,(주)반도건설,biz-gis.com
서울특별시,11,영등포구,11560,193575,446626,(주)삼진조선,biz-gis.com
서울특별시,11,중구,11140,198265,451645,하나에스케이카드(주),biz-gis.com
서울특별시,11,중구,11140,197864,451850,한국필립모리스(주),biz-gis.com
서울특별시,11,강서구,11500,182125,451274,한국공항공사,biz-gis.com
서울특별시,11,동대문구,11230,202014,452529,삼미상사(주),biz-gis.com
서울특별시,11,서초구,11650,198951,441479,(주)사조해표,biz-gis.com
경상북도,47,포항시 남구,47111,414226,278740,동일산업(주),biz-gis.com
서울특별시,11,강남구,11680,202685,444955,(주)케이씨엔에이,biz-gis.com
서울특별시,11,종로구,11110,198260,451950,동양시멘트(주),biz-gis.com
서울특별시,11,강동구,11740,211368,446866,서울통신기술(주),biz-gis.com
서울특별시,11,서초구,11650,202210,443839,아디다스코리아(주),biz-gis.com
경상남도,48,함안군,48730,321680,200882,한국제강(주),biz-gis.com
부산광역시,26,해운대구,26350,395616,186406,(주)대원플러스건설,biz-gis.com
서울특별시,11,종로구,11110,198083,452408,(주)삼표,biz-gis.com
서울특별시,11,중구,11140,198512,451645,(주)유니드,biz-gis.com
인천광역시,28,남동구,28200,173746,435176,동양기전(주),biz-gis.com
부산광역시,26,부산진구,26230,386871,186003,부산도시공사,biz-gis.com
경기도,41,용인시 수지구,41465,208809,425780,우림건설(주),biz-gis.com
충청남도,44,당진군,44830,165914,383951,환영철강공업(주),biz-gis.com
경기도,41,시흥시,41390,173820,426755,에어프로덕츠코리아(주),biz-gis.com
서울특별시,11,강남구,11680,203168,444180,(주)나이키스포츠,biz-gis.com
서울특별시,11,종로구,11110,198083,452408,(주)삼선로직스,biz-gis.com
경기도,41,용인시 수지구,41465,208910,425759,(주)코레드하우징,biz-gis.com
서울특별시,11,영등포구,11560,193197,446821,키움증권(주),biz-gis.com
서울특별시,11,용산구,11170,197102,447331,(주)글락소스미스클라인,biz-gis.com
서울특별시,11,중구,11140,198473,451578,(주)교원,biz-gis.com
부산광역시,26,수영구,26500,392573,188572,고려제강(주),biz-gis.com
서울특별시,11,서초구,11650,202553,443374,코리아이플랫폼(주),biz-gis.com
경기도,41,평택시,41220,185420,387114,머크어드밴스드테크놀러지스(주),biz-gis.com
경상북도,47,영천시,47230,375412,271615,(주)화신,biz-gis.com
서울특별시,11,중구,11140,200479,450933,신세계건설(주),biz-gis.com
인천광역시,28,남구,28170,168714,437286,헤라우스오리엔탈하이텍(주),biz-gis.com
충청남도,44,천안시 동남구,44131,213326,367210,(주)동일토건,biz-gis.com
광주광역시,29,광산구,29200,180954,187947,(주)해양도시가스,biz-gis.com
충청북도,43,음성군,43770,241723,384462,(주)풀무원식품,biz-gis.com
서울특별시,11,강남구,11680,205210,445157,한무쇼핑(주),biz-gis.com
서울특별시,11,강동구,11740,210567,447404,(주)농협목우촌,biz-gis.com
서울특별시,11,강남구,11680,204463,444729,한국다우케미칼(주),biz-gis.com
충청남도,44,당진군,44830,162791,387057,현대이피(주),biz-gis.com
서울특별시,11,중구,11140,200298,450835,(주)파라다이스,biz-gis.com
서울특별시,11,강남구,11680,201757,445748,(주)넥솔론,biz-gis.com
인천광역시,28,남동구,28200,173826,438815,(주)삼호,biz-gis.com
서울특별시,11,영등포구,11560,190774,447259,현대하이카다이렉트자동차보험(주),biz-gis.com
서울특별시,11,강남구,11680,204438,446212,(주)한섬,biz-gis.com
서울특별시,11,강남구,11680,205026,445067,현대종합금속(주),biz-gis.com
서울특별시,11,관악구,11620,198060,441557,대한주정판매(주),biz-gis.com
서울특별시,11,강남구,11680,202573,444097,산와대부(주),biz-gis.com
서울특별시,11,동작구,11590,191473,442604,제이더블유중외제약(주),biz-gis.com
서울특별시,11,강남구,11680,205577,445321,(주)씨앤앰,biz-gis.com
대구광역시,27,달성군,27710,331637,248496,대동공업(주),biz-gis.com
경상북도,47,포항시 남구,47111,412768,279449,(주)포스코플랜텍,biz-gis.com
대전광역시,30,대덕구,30230,236890,318914,(주)아트라스비엑스,biz-gis.com
서울특별시,11,강남구,11680,205340,445356,한국다우코닝(주),biz-gis.com
경기도,41,안양시 만안구,41171,190317,433836,동원시스템즈(주),biz-gis.com
서울특별시,11,중구,11140,197623,450540,한국노바티스(주),biz-gis.com
서울특별시,11,종로구,11110,200246,452007,(주)글로스타,biz-gis.com
대구광역시,27,달성군,27710,332867,248867,(주)엠비성산,biz-gis.com
서울특별시,11,양천구,11470,186722,445571,(주)씨제이헬로비전,biz-gis.com
서울특별시,11,중구,11140,198298,451195,(주)동방,biz-gis.com
충청남도,44,아산시,44200,202633,374053,(주)두원공조,biz-gis.com
서울특별시,11,구로구,11530,189449,444584,지에스네오텍(주),biz-gis.com
서울특별시,11,강남구,11680,204797,445189,(주)일진글로벌,biz-gis.com
서울특별시,11,서초구,11650,201735,444608,제일약품(주),biz-gis.com
서울특별시,11,강남구,11680,205581,445256,롯데캐피탈(주),biz-gis.com
서울특별시,11,양천구,11470,189004,447617,케이티스카이라이프(주),biz-gis.com
울산광역시,31,북구,31200,414667,232505,세종공업(주),biz-gis.com
서울특별시,11,강남구,11680,205132,445580,(주)신영,biz-gis.com
서울특별시,11,중구,11140,198053,451313,맥쿼리증권(주),biz-gis.com
서울특별시,11,중구,11140,197718,450578,엔카네트워크(주),biz-gis.com
서울특별시,11,강남구,11680,204012,447042,루이비통코리아(주),biz-gis.com
서울특별시,11,중구,11140,197472,451263,한국후지제록스(주),biz-gis.com
경기도,41,성남시 분당구,41135,209729,425906,(주)네오위즈게임즈,biz-gis.com
충청북도,43,음성군,43770,243646,390648,비알코리아(주),biz-gis.com
인천광역시,28,남동구,28200,176740,438248,인천광역시도시개발공사,biz-gis.com
경기도,41,광주시,41610,216540,427427,주성엔지니어링(주),biz-gis.com
경기도,41,화성시,41590,209542,411680,(주)에스에프에이,biz-gis.com
서울특별시,11,중구,11140,198531,450910,한국화이자제약(주),biz-gis.com
충청남도,44,천안시 동남구,44131,214080,368467,(주)일레븐건설,biz-gis.com
경기도,41,양주시,41630,200793,482166,능원금속공업(주),biz-gis.com
서울특별시,11,서초구,11650,202413,442608,한전케이디엔(주),biz-gis.com
서울특별시,11,서대문구,11410,196680,450864,(주)종근당,biz-gis.com
경기도,41,안산시 단원구,41273,178053,424030,(주)인터플렉스,biz-gis.com
서울특별시,11,서초구,11650,200558,441769,휠라코리아(주),biz-gis.com
서울특별시,11,서초구,11650,202491,443538,아주모터스(주),biz-gis.com
대구광역시,27,달서구,27290,334843,261432,신라철강(주),biz-gis.com
경상북도,47,경주시,47130,400684,266456,발레오전장시스템스코리아(주),biz-gis.com
서울특별시,11,중구,11140,197622,450926,에스케이마케팅앤컴퍼니(주),biz-gis.com
서울특별시,11,영등포구,11560,190665,447467,(주)티씨씨동양,biz-gis.com
충청북도,43,청원군,43710,236684,355658,제이에스알마이크로코리아(주),biz-gis.com
충청남도,44,예산군,44810,175856,363384,대원전선(주),biz-gis.com
대전광역시,30,서구,30170,232600,317031,대전도시공사,biz-gis.com
경기도,41,용인시 처인구,41461,229041,409914,(주)푸드머스,biz-gis.com
서울특별시,11,영등포구,11560,193515,446571,에스케이증권(주),biz-gis.com
서울특별시,11,강남구,11680,203266,444376,한국토요타자동차(주),biz-gis.com
전라남도,46,광양시,46230,268720,159832,조선내화(주),biz-gis.com
경상북도,47,구미시,47190,330358,294218,한욱테크노글라스(주),biz-gis.com
경기도,41,성남시 수정구,41131,213269,437833,(주)토마토저축은행,biz-gis.com
서울특별시,11,금천구,11545,189022,442387,롯데정보통신(주),biz-gis.com
서울특별시,11,영등포구,11560,194616,446392,동아원(주),biz-gis.com
인천광역시,28,서구,28260,172066,441909,(주)동진쎄미켐,biz-gis.com
경상북도,47,경산시,47290,364863,264321,조일알미늄(주),biz-gis.com
울산광역시,31,남구,31140,411255,223917,(주)한주,biz-gis.com
서울특별시,11,강남구,11680,204440,446884,노틸러스효성(주),biz-gis.com
서울특별시,11,송파구,11710,208834,445812,(주)롯데주류비지,biz-gis.com
서울특별시,11,강남구,11680,203168,444180,캐논코리아컨슈머이미징(주),biz-gis.com
경기도,41,부천시 오정구,41199,180789,447378,대우버스(주),biz-gis.com
대구광역시,27,수성구,27260,346621,261243,화성산업(주),biz-gis.com
부산광역시,26,부산진구,26230,387271,186101,(주)부산롯데호텔,biz-gis.com
인천광역시,28,서구,28260,172251,441746,(주)케이엠앤아이,biz-gis.com
충청남도,44,서산시,44210,144692,389366,(주)씨텍,biz-gis.com
경기도,41,용인시 수지구,41465,208809,425780,(주)현대그린푸드,biz-gis.com
경기도,41,안산시 단원구,41273,180789,421868,대성전기공업(주),biz-gis.com
서울특별시,11,노원구,11350,205323,461423,(주)롯데미도파,biz-gis.com
경기도,41,성남시 중원구,41133,214896,436853,(주)샤니,biz-gis.com
경기도,41,고양시 일산서구,41287,178670,463267,(주)청원건설,biz-gis.com
서울특별시,11,서대문구,11410,197170,451123,임광토건(주),biz-gis.com
서울특별시,11,성북구,11290,203163,455890,(주)골드윈코리아,biz-gis.com
광주광역시,29,서구,29140,187631,183634,아이씨엔개발(주),biz-gis.com
충청남도,44,서산시,44210,143742,388695,대산엠엠에이(주),biz-gis.com
서울특별시,11,용산구,11170,199215,448889,(주)필립스전자,biz-gis.com
경기도,41,용인시 처인구,41461,214137,404325,(주)리바트,biz-gis.com
충청남도,44,천안시 서북구,44133,210947,372745,에드워드코리아(주),biz-gis.com
서울특별시,11,동대문구,11230,205112,452762,(주)코스틸,biz-gis.com
충청남도,44,당진군,44830,171805,377717,서해도시가스(주),biz-gis.com
서울특별시,11,강남구,11680,201882,445370,서린상사(주),biz-gis.com
서울특별시,11,강남구,11680,203587,447217,(주)현대스위스저축은행,biz-gis.com
경기도,41,안산시 단원구,41273,185130,424083,신한캐피탈(주),biz-gis.com
경상북도,47,경주시,47130,408885,242633,(주)스틸드림,biz-gis.com
서울특별시,11,중구,11140,198624,451673,미래에셋자산운용투자자문(주),biz-gis.com
경기도,41,안산시 단원구,41273,177328,423227,삼화페인트공업(주),biz-gis.com
경상남도,48,창원시 성산구,48123,354640,189976,현대위스코(주),biz-gis.com
충청북도,43,청원군,43710,232770,332992,(주)보쉬전장,biz-gis.com
경상남도,48,창원시 진해구,48129,355236,185366,에스티엑스건설(주),biz-gis.com
경상북도,47,포항시 북구,47113,409055,298950,(주)디케이씨,biz-gis.com
서울특별시,11,종로구,11110,197558,451938,금호미쓰이화학(주),biz-gis.com
경상북도,47,포항시 남구,47111,413360,280003,넥스틸(주),biz-gis.com
부산광역시,26,남구,26290,388314,183882,삼보이엔씨(주),biz-gis.com
전라북도,45,전주시 덕진구,45113,212563,259732,(주)중앙건설,biz-gis.com
경상남도,48,창원시 성산구,48123,352966,190545,덴소풍성(주),biz-gis.com
경상북도,47,구미시,47190,326393,291254,한국트로닉스(주),biz-gis.com
서울특별시,11,서대문구,11410,196934,451334,사조산업(주),biz-gis.com
대구광역시,27,달서구,27290,336138,258561,평화정공(주),biz-gis.com
서울특별시,11,영등포구,11560,190587,448165,(주)롯데햄,biz-gis.com
서울특별시,11,강남구,11680,203017,444168,한솔라이팅(주),biz-gis.com
서울특별시,11,서초구,11650,202138,444438,(주)인터파크아이엔티,biz-gis.com
서울특별시,11,영등포구,11560,192876,447303,일신방직(주),biz-gis.com
서울특별시,11,강남구,11680,203833,442221,(주)다이소아성산업,biz-gis.com
부산광역시,26,해운대구,26350,393530,188441,(주)한토알이디,biz-gis.com
전라남도,46,나주시,46170,173645,169367,남양건설(주),biz-gis.com
충청남도,44,천안시 서북구,44133,209600,369905,에스티에스반도체통신(주),biz-gis.com
서울특별시,11,강남구,11680,205439,445854,(주)에이디티캡스,biz-gis.com
서울특별시,11,중구,11140,197860,451754,(주)조선일보사,biz-gis.com
충청북도,43,청주시 흥덕구,43113,239675,349693,한국네슬레(주),biz-gis.com
강원도,42,홍천군,42720,259916,460587,(주)대명레저산업,biz-gis.com
울산광역시,31,남구,31140,413249,223140,성진지오텍(주),biz-gis.com
서울특별시,11,용산구,11170,197607,448718,(주)크라운제과,biz-gis.com
충청북도,43,청주시 흥덕구,43113,240071,350703,충청에너지서비스(주),biz-gis.com
서울특별시,11,강남구,11680,204695,446908,아이에스동서(주),biz-gis.com
서울특별시,11,강남구,11680,202852,444118,(주)사노피아벤티스코리아,biz-gis.com
서울특별시,11,종로구,11110,200028,452234,(주)삼양제넥스,biz-gis.com
인천광역시,28,계양구,28245,173948,446915,(주)금강,biz-gis.com
서울특별시,11,종로구,11110,198502,452475,대성산업가스(주),biz-gis.com
서울특별시,11,송파구,11710,209036,445898,(주)마이스터,biz-gis.com
서울특별시,11,강서구,11500,182744,452344,한국공항(주),biz-gis.com
서울특별시,11,중구,11140,197631,450219,카디프생명보험(주),biz-gis.com
서울특별시,11,종로구,11110,198204,452346,국민비투멘(주),biz-gis.com
서울특별시,11,마포구,11440,193875,449734,(주)이랜드,biz-gis.com
경기도,41,용인시 수지구,41465,208809,425780,(주)현대에프앤지,biz-gis.com
충청북도,43,진천군,43750,243586,375171,서한산업(주),biz-gis.com
경기도,41,안산시 단원구,41273,180896,422195,대덕지디에스(주),biz-gis.com
서울특별시,11,송파구,11710,211083,444473,한솔씨에스엔(주),biz-gis.com
경기도,41,이천시,41500,247677,421257,디아지오코리아(주),biz-gis.com
경기도,41,안양시 동안구,41173,194840,431917,(주)케이티렌탈,biz-gis.com
경상남도,48,김해시,48250,373998,194836,(주)엘에스네트웍스,biz-gis.com
서울특별시,11,중구,11140,197614,450801,알씨아이파이낸셜서비스코리아(주),biz-gis.com
경상남도,48,김해시,48250,362318,195526,하이에어코리아(주),biz-gis.com
서울특별시,11,영등포구,11560,193232,446951,케이비투자증권(주),biz-gis.com
인천광역시,28,연수구,28185,169407,431496,한국단자공업(주),biz-gis.com
경상북도,47,구미시,47190,327247,290667,에쓰이에이치에프코리아(주),biz-gis.com
경상남도,48,창원시 성산구,48123,352110,190073,한화테크엠(주),biz-gis.com
서울특별시,11,서초구,11650,200210,442200,(주)케이티디에스,biz-gis.com
경상북도,47,안동시,47170,352665,340025,대원석유(주),biz-gis.com
경기도,41,안산시 단원구,41273,180055,422612,(주)서원,biz-gis.com
경상남도,48,창원시 성산구,48123,352872,190672,지엠비코리아(주),biz-gis.com
대전광역시,30,서구,30170,233208,315603,(주)케이티씨에스,biz-gis.com
경기도,41,안산시 단원구,41273,179340,424492,(주)에스아이플렉스,biz-gis.com
서울특별시,11,마포구,11440,195358,448948,(주)동서,biz-gis.com
대구광역시,27,달서구,27290,336190,260890,(주)평화발레오,biz-gis.com
서울특별시,11,마포구,11440,195866,449638,한국엠에스디(주),biz-gis.com
대구광역시,27,북구,27230,341723,267178,에스엘(주),biz-gis.com
서울특별시,11,종로구,11110,198351,451919,한국유리공업(주),biz-gis.com
전라북도,45,군산시,45130,166245,274376,백광산업(주),biz-gis.com
경기도,41,용인시 수지구,41465,208566,425837,(주)국도개발,biz-gis.com
서울특별시,11,강남구,11680,202973,446342,비엠더블유파이낸셜서비스코리아(주),biz-gis.com
서울특별시,11,종로구,11110,198376,452083,한국스탠다드차타드금융지주(주),biz-gis.com
경상북도,47,경주시,47130,404624,273147,(주)성호기업,biz-gis.com
부산광역시,26,중구,26110,385825,180868,인터지스(주),biz-gis.com
서울특별시,11,양천구,11470,188573,447200,페트로코리아(주),biz-gis.com
서울특별시,11,영등포구,11560,192775,446611,(주)케이티스,biz-gis.com
서울특별시,11,강남구,11680,202026,444998,(주)유성티엔에스,biz-gis.com
경기도,41,성남시 분당구,41135,209929,430706,솔브레인(주),biz-gis.com
서울특별시,11,서초구,11650,199371,443987,이수건설(주),biz-gis.com
전라남도,46,여수시,46130,266929,150006,오리온엔지니어드카본즈(주),biz-gis.com
서울특별시,11,영등포구,11560,192820,447260,무진전자(주),biz-gis.com
경기도,41,평택시,41220,194661,390859,오뚜기라면(주),biz-gis.com
서울특별시,11,구로구,11530,189983,443571,애경산업(주),biz-gis.com
서울특별시,11,용산구,11170,200420,448320,(주)다음커뮤니케이션,biz-gis.com
강원도,42,강릉시,42150,377326,456036,라파즈한라시멘트(주),biz-gis.com
전라남도,46,순천시,46150,245847,167202,성창이엔씨(주),biz-gis.com
경상북도,47,구미시,47190,323199,291117,(주)케이이씨,biz-gis.com
경상남도,48,양산시,48330,384529,207814,쿠쿠홈시스(주),biz-gis.com
경기도,41,이천시,41500,243705,416329,(주)케이알산업,biz-gis.com
서울특별시,11,동작구,11590,193176,443378,바이엘코리아(주),biz-gis.com
