MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,SCHOOL_NM,배포처
경기도,41,광명시,41210,301254,537915,안서중학교,biz-gis.com
강원도,42,삼척시,42230,501395,537972,삼척중학교,biz-gis.com
강원도,42,삼척시,42230,503407,537309,삼일중학교,biz-gis.com
경기도,41,광주시,41610,335008,535559,경화여자중학교,biz-gis.com
강원도,42,원주시,42130,393283,535130,호저중학교,biz-gis.com
경기도,41,광주시,41610,333244,534796,탄벌중학교,biz-gis.com
강원도,42,횡성군,42730,413705,534435,안흥중학교,biz-gis.com
강원도,42,삼척시,42230,497992,534876,미로중학교,biz-gis.com
경기도,41,광주시,41610,334180,534403,광주중학교,biz-gis.com
경기도,41,광주시,41610,333575,532839,경안중학교,biz-gis.com
경기도,41,의왕시,41430,310782,532539,백운중학교,biz-gis.com
강원도,42,원주시,42130,396008,531571,북원여자중학교,biz-gis.com
강원도,42,삼척시,42230,508692,532274,근덕중학교,biz-gis.com
강원도,42,정선군,42770,458794,530929,정선중학교,biz-gis.com
경기도,41,의왕시,41430,309372,531103,갈뫼중학교,biz-gis.com
경기도,41,군포시,41410,305388,530595,곡란중학교,biz-gis.com
강원도,42,원주시,42130,394534,530015,진광중학교,biz-gis.com
경기도,41,군포시,41410,305176,530206,산본중학교,biz-gis.com
강원도,42,평창군,42760,435494,529722,평창중학교,biz-gis.com
강원도,42,원주시,42130,385893,529322,지정중학교,biz-gis.com
강원도,42,횡성군,42730,411408,529109,강림중학교,biz-gis.com
경기도,41,군포시,41410,304483,529613,궁내중학교,biz-gis.com
경기도,41,군포시,41410,304376,529309,수리중학교,biz-gis.com
강원도,42,원주시,42130,396686,528427,태장중학교,biz-gis.com
경기도,41,군포시,41410,306163,528872,금정중학교,biz-gis.com
경기도,41,군포시,41410,306707,528891,군포중학교,biz-gis.com
경기도,41,군포시,41410,305120,528668,도장중학교,biz-gis.com
강원도,42,원주시,42130,394053,527987,치악중학교,biz-gis.com
경기도,41,군포시,41410,305304,528398,흥진중학교,biz-gis.com
경기도,41,의왕시,41430,310092,528348,고천중학교,biz-gis.com
강원도,42,삼척시,42230,483065,528259,하장중학교,biz-gis.com
경기도,41,의왕시,41430,309394,528223,의왕중학교,biz-gis.com
강원도,42,원주시,42130,394835,527598,학성중학교,biz-gis.com
경기도,41,광주시,41610,341487,527533,곤지암중학교,biz-gis.com
경기도,41,군포시,41410,306669,527279,용호중학교,biz-gis.com
강원도,42,평창군,42760,444274,526706,미탄중학교,biz-gis.com
강원도,42,원주시,42130,395290,526424,원주여자중학교,biz-gis.com
강원도,42,정선군,42770,469951,526681,화동중학교,biz-gis.com
강원도,42,원주시,42130,396692,526420,상지여자중학교,biz-gis.com
강원도,42,원주시,42130,394554,526301,평원중학교,biz-gis.com
강원도,42,원주시,42130,396515,526115,원주중학교,biz-gis.com
강원도,42,원주시,42130,397814,526041,반곡중학교,biz-gis.com
강원도,42,원주시,42130,393182,524986,원주대성중학교,biz-gis.com
강원도,42,원주시,42130,393425,524927,원주삼육중학교,biz-gis.com
강원도,42,원주시,42130,395343,524504,남원주중학교,biz-gis.com
강원도,42,원주시,42130,396344,524309,단구중학교,biz-gis.com
경기도,41,의왕시,41430,307713,524117,의왕부곡중학교,biz-gis.com
강원도,42,원주시,42130,392988,522998,육민관중학교,biz-gis.com
강원도,42,원주시,42130,383809,522592,문막중학교,biz-gis.com
경기도,41,광주시,41610,340859,522587,광일중학교,biz-gis.com
강원도,42,삼척시,42230,516485,520990,장호중학교,biz-gis.com
강원도,42,삼척시,42230,494373,519997,소달중학교,biz-gis.com
강원도,42,영월군,42750,423598,519152,주천중학교,biz-gis.com
강원도,42,정선군,42770,465817,518493,문곡중학교,biz-gis.com
강원도,42,원주시,42130,416848,517822,황둔중학교,biz-gis.com
강원도,42,영월군,42750,440202,517161,마차중학교,biz-gis.com
강원도,42,삼척시,42230,518816,516281,임원중학교,biz-gis.com
강원도,42,삼척시,42230,493235,515043,도계중학교,biz-gis.com
강원도,42,삼척시,42230,493279,514892,도계여자중학교,biz-gis.com
강원도,42,영월군,42750,429883,514369,신천중학교,biz-gis.com
강원도,42,원주시,42130,407994,514228,신림중학교,biz-gis.com
강원도,42,정선군,42770,473732,514359,사북중학교,biz-gis.com
강원도,42,정선군,42770,474427,514383,사북여자중학교,biz-gis.com
강원도,42,정선군,42770,460072,512884,함백여자중학교,biz-gis.com
강원도,42,정선군,42770,459081,512252,함백중학교,biz-gis.com
강원도,42,원주시,42130,378189,511844,부론중학교,biz-gis.com
강원도,42,정선군,42770,475828,512008,고한중학교,biz-gis.com
강원도,42,영월군,42750,442145,510084,영월중학교,biz-gis.com
강원도,42,영월군,42750,436378,509703,연당중학교,biz-gis.com
강원도,42,영월군,42750,443341,508981,봉래중학교,biz-gis.com
강원도,42,영월군,42750,440943,508778,석정여자중학교,biz-gis.com
강원도,42,삼척시,42230,518566,509325,원덕중학교,biz-gis.com
강원도,42,태백시,42190,488022,508960,황지여자중학교,biz-gis.com
강원도,42,영월군,42750,428228,508523,쌍룡중학교,biz-gis.com
강원도,42,원주시,42130,389974,507815,귀래중학교,biz-gis.com
강원도,42,태백시,42190,487885,507617,황지중학교,biz-gis.com
강원도,42,태백시,42190,488370,505844,상장중학교,biz-gis.com
강원도,42,삼척시,42230,507258,505612,가곡중학교,biz-gis.com
강원도,42,태백시,42190,487827,505366,함태중학교,biz-gis.com
강원도,42,영월군,42750,460422,504937,녹전중학교,biz-gis.com
강원도,42,영월군,42750,450891,503124,옥동중학교,biz-gis.com
강원도,42,영월군,42750,473299,502925,상동중학교,biz-gis.com
강원도,42,태백시,42190,493032,502851,철암중학교,biz-gis.com
강원도,42,태백시,42190,491024,500702,장성여자중학교,biz-gis.com
강원도,42,태백시,42190,490807,499982,태백중학교,biz-gis.com
경기도,41,연천군,41800,322118,619954,대광중학교,biz-gis.com
경기도,41,포천시,41650,334508,617573,관인중학교,biz-gis.com
경기도,41,연천군,41800,319270,612037,연천중학교,biz-gis.com
경기도,41,포천시,41650,336840,610359,영북중학교,biz-gis.com
경기도,41,연천군,41800,321843,603864,청산중학교,biz-gis.com
경기도,41,연천군,41800,318674,603796,전곡중학교,biz-gis.com
경기도,41,포천시,41650,344724,603171,이동중학교,biz-gis.com
경기도,41,연천군,41800,304361,603137,백학중학교,biz-gis.com
경기도,41,포천시,41650,333906,600011,영중중학교,biz-gis.com
경기도,41,파주시,41480,311270,599477,어유중학교,biz-gis.com
경기도,41,포천시,41650,340031,595608,일동중학교,biz-gis.com
경기도,41,포천시,41650,328957,594257,삼성중학교,biz-gis.com
경기도,41,파주시,41480,302305,594171,삼광중학교,biz-gis.com
경기도,41,파주시,41480,298063,591506,파평중학교,biz-gis.com
경기도,41,포천시,41650,330015,589722,포천중학교,biz-gis.com
경기도,41,포천시,41650,329925,589507,포천여자중학교,biz-gis.com
경기도,41,동두천시,41250,316620,588633,생연중학교,biz-gis.com
경기도,41,동두천시,41250,316850,587700,송내중앙중학교,biz-gis.com
경기도,41,파주시,41480,292547,585108,문산북중학교,biz-gis.com
경기도,41,파주시,41480,292960,584718,문산동중학교,biz-gis.com
경기도,41,파주시,41480,300640,583872,법원여자중학교,biz-gis.com
경기도,41,파주시,41480,294824,583913,문산수억중학교,biz-gis.com
경기도,41,포천시,41650,328738,583321,경북중학교,biz-gis.com
경기도,41,파주시,41480,301678,583526,율곡중학교,biz-gis.com
경기도,41,포천시,41650,324896,581772,송우중학교,biz-gis.com
경기도,41,파주시,41480,297071,581730,파주중학교,biz-gis.com
경기도,41,양주시,41630,318424,581549,회천중학교,biz-gis.com
경기도,41,포천시,41650,323995,580906,동남중학교,biz-gis.com
경기도,41,포천시,41650,324488,580819,대경중학교,biz-gis.com
경기도,41,포천시,41650,325674,580567,갈월중학교,biz-gis.com
경기도,41,파주시,41480,287816,578804,탄현중학교,biz-gis.com
경기도,41,양주시,41630,319188,577916,덕현중학교,biz-gis.com
경기도,41,양주시,41630,321663,577645,삼숭중학교,biz-gis.com
경기도,41,파주시,41480,298917,576176,광탄중학교,biz-gis.com
경기도,41,포천시,41650,331888,575495,내촌중학교,biz-gis.com
경기도,41,파주시,41480,293297,575476,파주광일중학교,biz-gis.com
경기도,41,파주시,41480,291192,575062,문산중학교,biz-gis.com
경기도,41,의정부시,41150,314569,573692,녹양중학교,biz-gis.com
경기도,41,의정부시,41150,318876,572622,효자중학교,biz-gis.com
경기도,41,파주시,41480,292063,572795,금릉중학교,biz-gis.com
경기도,41,파주시,41480,292555,572803,금촌중학교,biz-gis.com
경기도,41,의정부시,41150,317802,572423,천보중학교,biz-gis.com
경기도,41,의정부시,41150,315568,572332,의정부여자중학교,biz-gis.com
경기도,41,의정부시,41150,317179,572294,금오중학교,biz-gis.com
경기도,41,파주시,41480,295605,572419,봉일천중학교,biz-gis.com
경기도,41,의정부시,41150,315532,572116,의정부중학교,biz-gis.com
경기도,41,의정부시,41150,314284,571994,경민중학교,biz-gis.com
경기도,41,의정부시,41150,314353,571981,경민여자중학교,biz-gis.com
경기도,41,의정부시,41150,317348,571574,신곡중학교,biz-gis.com
경기도,41,남양주시,41360,330894,571419,광릉중학교,biz-gis.com
경기도,41,의정부시,41150,320010,571427,충의중학교,biz-gis.com
경기도,41,의정부시,41150,315348,571369,의정부서중학교,biz-gis.com
경기도,41,의정부시,41150,320488,571284,민락중학교,biz-gis.com
경기도,41,남양주시,41360,329194,570749,진접중학교,biz-gis.com
경기도,41,의정부시,41150,320145,570698,부용중학교,biz-gis.com
경기도,41,파주시,41480,290602,570546,한가람중학교,biz-gis.com
경기도,41,의정부시,41150,319386,570197,솔뫼중학교,biz-gis.com
경기도,41,의정부시,41150,316870,569828,발곡중학교,biz-gis.com
경기도,41,남양주시,41360,330286,569521,주곡중학교,biz-gis.com
경기도,41,파주시,41480,289667,570159,해솔중학교,biz-gis.com
경기도,41,파주시,41480,290205,569877,지산중학교,biz-gis.com
경기도,41,파주시,41480,287435,569677,교하중학교,biz-gis.com
경기도,41,의정부시,41150,317175,569267,동암중학교,biz-gis.com
경기도,41,파주시,41480,286686,569373,두일중학교,biz-gis.com
경기도,41,의정부시,41150,316074,568880,호원중학교,biz-gis.com
경기도,41,남양주시,41360,328853,568791,풍양중학교,biz-gis.com
경기도,41,파주시,41480,288697,568112,동패중학교,biz-gis.com
경기도,41,의정부시,41150,315914,568487,회룡중학교,biz-gis.com
경기도,41,파주시,41480,290424,568739,한빛중학교,biz-gis.com
경기도,41,고양시 덕양구,41281,303724,568488,목암중학교,biz-gis.com
경기도,41,고양시 일산서구,41287,290260,567419,덕이중학교,biz-gis.com
경기도,41,가평군,41820,359666,565115,청심국제중학교,biz-gis.com
경기도,41,남양주시,41360,329040,566416,양오중학교,biz-gis.com
경기도,41,고양시 일산서구,41287,292023,566175,현산중학교,biz-gis.com
경기도,41,고양시 일산서구,41287,287478,565835,고양송산중학교,biz-gis.com
경기도,41,김포시,41570,276277,565830,마송중학교,biz-gis.com
경기도,41,남양주시,41360,330929,564688,어람중학교,biz-gis.com
경기도,41,고양시 일산동구,41285,293152,564983,안곡중학교,biz-gis.com
경기도,41,고양시 일산동구,41285,295698,564478,일산양일중학교,biz-gis.com
경기도,41,고양시 일산서구,41287,288241,563910,대송중학교,biz-gis.com
경기도,41,고양시 일산동구,41285,294318,563808,풍동중학교,biz-gis.com
경기도,41,고양시 일산동구,41285,294260,563122,풍산중학교,biz-gis.com
경기도,41,고양시 덕양구,41281,298082,562990,성사중학교,biz-gis.com
경기도,41,남양주시,41360,333334,562483,판곡중학교,biz-gis.com
경기도,41,김포시,41570,279815,562736,신양중학교,biz-gis.com
경기도,41,남양주시,41360,338709,561563,송라중학교,biz-gis.com
경기도,41,남양주시,41360,332951,560914,평내중학교,biz-gis.com
경기도,41,남양주시,41360,332512,560314,장내중학교,biz-gis.com
경기도,41,김포시,41570,282908,560811,고창중학교,biz-gis.com
경기도,41,김포시,41570,285476,558420,감정중학교,biz-gis.com
경기도,41,고양시 덕양구,41281,298649,557975,서정중학교,biz-gis.com
경기도,41,양평군,41830,342878,557011,서종중학교,biz-gis.com
경기도,41,김포시,41570,288143,556568,양도중학교,biz-gis.com
경기도,41,김포시,41570,291754,556303,신곡중학교,biz-gis.com
경기도,41,남양주시,41360,325708,555590,가운중학교,biz-gis.com
경기도,41,남양주시,41360,331378,555055,예봉중학교,biz-gis.com
경기도,41,하남시,41450,329418,550468,덕풍중학교,biz-gis.com
경기도,41,양평군,41830,374711,550158,청운중학교,biz-gis.com
경기도,41,양평군,41830,340597,549422,양수중학교,biz-gis.com
경기도,41,하남시,41450,330762,549366,신평중학교,biz-gis.com
경기도,41,양평군,41830,371256,548782,단월중학교,biz-gis.com
경기도,41,부천시 오정구,41199,295615,548327,수주중학교,biz-gis.com
경기도,41,부천시 오정구,41199,293508,548092,덕산중학교,biz-gis.com
경기도,41,부천시 오정구,41199,291825,546893,내동중학교,biz-gis.com
경기도,41,부천시 원미구,41195,292898,546882,부천북중학교,biz-gis.com
경기도,41,부천시 오정구,41199,293894,546802,부천여월중학교,biz-gis.com
경기도,41,부천시 오정구,41199,295481,546837,성곡중학교,biz-gis.com
경기도,41,부천시 원미구,41195,292916,546762,부천북여자중학교,biz-gis.com
경기도,41,부천시 오정구,41199,294279,546550,까치울중학교,biz-gis.com
경기도,41,부천시 원미구,41195,290778,546238,중원중학교,biz-gis.com
경기도,41,양평군,41830,347204,545488,국수중학교,biz-gis.com
경기도,41,부천시 원미구,41195,290316,546000,석천중학교,biz-gis.com
경기도,41,부천시 원미구,41195,291855,545595,중흥중학교,biz-gis.com
경기도,41,부천시 원미구,41195,292163,545455,부천부흥중학교,biz-gis.com
경기도,41,부천시 원미구,41195,289810,545094,상일중학교,biz-gis.com
경기도,41,부천시 원미구,41195,292579,544808,심원중학교,biz-gis.com
경기도,41,부천시 원미구,41195,293596,544804,원미중학교,biz-gis.com
경기도,41,양평군,41830,355730,544162,양평중학교,biz-gis.com
경기도,41,부천시 원미구,41195,289250,544710,상동중학교,biz-gis.com
경기도,41,부천시 원미구,41195,290923,544750,부명중학교,biz-gis.com
