MEGA_NM,MEGA_CD,CTY_CD,CTY_NM,X_AXIS,Y_AXIS,TOTAL,종합전문병,한방병원,치과병원,한의원,조산원,일반병원,요양병원,의원,치과의원,종합병원,소유권,배포처
경상북도,47,4772,군위군,467350,396350,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4513,군산시,269450,374350,42,0,0,0,14,0,0,0,14,0,0,GIS United INC.,biz-gis.com
전라남도,46,4683,영암군,268650,246750,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4471,금산군,361550,400850,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
부산광역시,26,2671,기장군,501650,302150,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4521,김제시,313250,346950,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4521,김제시,313650,343450,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4521,김제시,309350,346750,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4521,김제시,306950,366150,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4521,김제시,300250,363250,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4521,김제시,291450,358350,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4521,김제시,308750,362950,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4521,김제시,305850,362050,28,0,0,0,0,0,0,0,14,0,0,GIS United INC.,biz-gis.com
경상북도,47,4715,김천시,421450,397350,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4157,김포시,291650,556350,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4157,김포시,276450,566450,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4136,남양주시,332350,554250,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4519,남원시,330050,305550,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4519,남원시,342450,311050,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4519,남원시,350950,314250,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4519,남원시,346850,321750,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4519,남원시,365050,323350,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
제주특별자치도,50,5013,서귀포시,285250,81850,2,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4888,거창군,395050,340850,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4884,남해군,404750,239250,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4884,남해군,390950,249650,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4884,남해군,383650,249850,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4884,남해군,404050,252250,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4884,남해군,401250,251050,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4423,논산시,337150,396950,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4423,논산시,321750,402050,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4423,논산시,323050,410950,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4423,논산시,331150,396750,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4423,논산시,318450,387650,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4423,논산시,318850,396350,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4380,단양군,433550,483650,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
대구광역시,27,2771,달성군,434650,341150,8,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
대구광역시,27,2771,달성군,441550,362850,8,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
대구광역시,27,2771,달성군,443750,344250,8,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
대구광역시,27,2771,달성군,445450,356150,8,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4671,담양군,307250,291950,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4671,담양군,311750,286950,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4671,담양군,305250,297750,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4671,담양군,310850,293750,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4483,당진군,280350,471050,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4483,당진군,269850,491150,32,0,0,0,16,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4483,당진군,282450,482050,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4483,당진군,285650,475450,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4483,당진군,288050,473150,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4483,당진군,289850,464050,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
대구광역시,27,2720,남구,453650,361750,8,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
대구광역시,27,2723,북구,449650,370550,16,0,0,0,0,0,0,0,8,0,0,GIS United INC.,biz-gis.com
대전광역시,30,3023,대덕구,349650,423750,5,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
대전광역시,30,3017,서구,336750,402750,5,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
대전광역시,30,3020,유성구,338950,411350,5,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
대전광역시,30,3020,유성구,345850,430850,5,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
대전광역시,30,3014,중구,346250,406350,5,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
강원도,42,4211,춘천시,379150,582850,18,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4372,보은군,383750,426150,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4812,창원시,453650,276450,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
강원도,42,4217,동해시,496250,553250,18,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4683,영암군,273350,243150,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4684,무안군,260950,255850,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4684,무안군,262150,251250,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4573,무주군,381150,378750,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4728,문경시,418650,447850,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4827,밀양시,466150,312850,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4418,보령시,252750,417550,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4678,보성군,326250,257750,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4678,보성군,343350,245650,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4678,보성군,314550,230750,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4372,보은군,369850,441850,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4372,보은군,376150,439050,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4372,보은군,375650,441450,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4372,보은군,384350,436650,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4792,봉화군,480350,473150,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4792,봉화군,462350,484450,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4792,봉화군,478350,479350,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4792,봉화군,494350,481550,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4792,봉화군,481650,481850,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
부산광역시,26,2644,강서구,475950,273050,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
부산광역시,26,2626,동래구,498550,290850,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
부산광역시,26,2644,강서구,478450,281250,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
부산광역시,26,2644,강서구,474750,270350,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4580,부안군,262250,337550,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4580,부안군,285850,347750,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4580,부안군,280350,333050,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4476,부여군,293250,406250,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4476,부여군,302250,409750,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4476,부여군,310550,406350,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4476,부여군,285950,416950,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4476,부여군,311950,407350,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
제주특별자치도,50,5011,제주시,251650,95050,2,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
제주특별자치도,50,5011,제주시,275150,101150,2,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
제주특별자치도,50,5011,제주시,279850,102550,2,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
제주특별자치도,50,5011,제주시,229650,82550,2,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
제주특별자치도,50,5011,제주시,237850,83450,2,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
제주특별자치도,50,5011,제주시,235250,91550,2,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4824,사천시,394850,269450,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4824,사천시,404250,279450,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4673,구례군,350350,304150,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4886,산청군,389450,312850,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4886,산청군,389950,322150,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4886,산청군,394150,320150,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
강원도,42,4223,삼척시,503850,538850,18,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
강원도,42,4223,삼척시,496150,528050,18,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4725,상주시,396650,412950,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4725,상주시,396650,415850,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4725,상주시,413850,439650,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4725,상주시,424350,425150,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4725,상주시,391750,427450,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4725,상주시,396150,420750,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4725,상주시,393050,439850,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
제주특별자치도,50,5013,서귀포시,253050,74250,2,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4421,서산시,266950,450350,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4421,서산시,254550,449250,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
서울특별시,11,1150,강서구,300150,550350,50,0,0,0,25,0,0,0,0,0,0,GIS United INC.,biz-gis.com
서울특별시,11,1132,도봉구,315350,562150,50,0,0,0,25,0,0,0,0,0,0,GIS United INC.,biz-gis.com
서울특별시,11,1165,서초구,314650,542850,25,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
서울특별시,11,1129,성북구,315350,556050,25,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
서울특별시,11,1156,영등포구,302650,547650,25,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4477,서천군,295550,386050,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4477,서천군,286850,383250,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4113,성남시,326650,537950,62,0,0,0,0,0,0,0,0,31,0,GIS United INC.,biz-gis.com
강원도,42,4221,속초시,450750,621650,18,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4577,순창군,318550,317350,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4577,순창군,328550,316450,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4577,순창군,334150,319250,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4577,순창군,310950,325450,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4577,순창군,309650,322750,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4615,순천시,339850,256950,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4615,순천시,346650,259450,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4615,순천시,334050,257550,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4139,시흥시,293750,538850,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4139,시흥시,288550,527950,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4139,시흥시,290550,531550,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4691,신안군,221650,255850,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4691,신안군,230550,228750,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4691,신안군,219650,225250,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4420,아산시,302150,468550,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4717,안동시,462950,454050,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4717,안동시,466450,445850,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4717,안동시,482350,441250,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4127,안산시,273850,514350,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4127,안산시,292950,526250,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4155,안성시,339950,488950,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4155,안성시,335250,489050,62,0,0,0,0,0,0,31,0,0,0,GIS United INC.,biz-gis.com
강원도,42,4280,양구군,397050,617450,18,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4163,양주시,306850,568950,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4183,양평군,349750,559750,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4613,여수시,381350,222650,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4613,여수시,336350,159250,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4613,여수시,366350,244350,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4613,여수시,361350,241150,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4173,여주군,377950,527650,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4173,여주군,374650,519150,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4473,연기군,337250,445150,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4473,연기군,334550,448050,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4180,연천군,311250,613150,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4161,광주시,344150,528150,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4687,영광군,267650,296450,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4687,영광군,253950,306250,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4777,영덕군,522750,420750,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4777,영덕군,523450,410350,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4777,영덕군,522850,425050,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4777,영덕군,528050,423850,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4777,영덕군,529050,437650,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4777,영덕군,520950,439250,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4777,영덕군,526050,435150,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4374,영동군,378950,392550,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4374,영동군,384050,401950,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4374,영동군,384950,406550,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4374,영동군,383550,383150,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4683,영암군,269350,234350,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4683,영암군,284150,246050,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4776,영양군,494250,462150,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
강원도,42,4275,영월군,437850,520450,18,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
강원도,42,4275,영월군,429550,515050,18,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4721,영주시,456250,463250,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4721,영주시,449550,481150,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4723,영천시,481050,364350,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4723,영천시,480950,387350,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4723,영천시,482950,390150,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4481,예산군,290650,439250,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4481,예산군,293950,441350,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4481,예산군,299150,445550,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청남도,44,4481,예산군,295350,445150,16,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4790,예천군,433050,445250,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4790,예천군,439850,460550,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4790,예천군,432150,451650,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4790,예천군,440150,457950,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4373,옥천군,358550,414350,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4373,옥천군,356850,407850,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4373,옥천군,376250,419250,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4373,옥천군,376450,416950,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
인천광역시,28,2872,옹진군,106250,599650,10,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4571,완주군,324650,371150,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4571,완주군,334350,360550,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4571,완주군,334050,381550,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4146,용인시,321150,515050,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4146,용인시,333650,526150,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4146,용인시,326250,504750,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4146,용인시,332150,519950,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
울산광역시,31,3171,울주군,520650,306450,5,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
울산광역시,31,3171,울주군,509950,319150,5,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
울산광역시,31,3111,중구,522650,330850,5,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
강원도,42,4213,원주시,383850,523450,18,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
강원도,42,4213,원주시,378050,511850,18,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
강원도,42,4213,원주시,393150,522350,36,0,0,0,0,0,0,0,0,18,0,GIS United INC.,biz-gis.com
전라남도,46,4683,영암군,266150,241350,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4377,음성군,367950,501850,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
충청북도,43,4377,음성군,365250,478550,12,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4872,의령군,422850,316450,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상남도,48,4872,의령군,426250,313450,20,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4773,의성군,436550,420850,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4773,의성군,460650,424750,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4773,의성군,456550,409650,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4773,의성군,441650,425650,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경상북도,47,4773,의성군,474950,420250,23,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4150,이천시,359950,500650,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4150,이천시,355150,513550,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4150,이천시,355050,526650,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
경기도,41,4150,이천시,363250,508750,31,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4514,익산시,307150,387350,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4514,익산시,308250,380750,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4514,익산시,306250,393550,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4514,익산시,305050,378750,28,0,0,0,0,0,0,0,14,0,0,GIS United INC.,biz-gis.com
전라북도,45,4575,임실군,328750,337450,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4575,임실군,337450,331050,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4575,임실군,323750,340850,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4688,장성군,289250,294550,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4688,장성군,290950,314350,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4688,장성군,298650,312550,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라북도,45,4574,장수군,345450,331750,14,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4680,장흥군,304350,214550,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4680,장흥군,296550,206550,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4680,장흥군,306350,242050,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
전라남도,46,4680,장흥군,311150,226350,22,0,0,0,0,0,0,0,0,0,0,GIS United INC.,biz-gis.com
