MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,SCHOOL_NM,배포처
제주특별자치도,50,제주시,50110,258447,98981,제주한라대학,biz-gis.com
서울특별시,11,동작구,11590,307947,545201,중앙대학교,biz-gis.com
경상남도,48,창원시 의창구,48121,463179,294276,창원대학교,biz-gis.com
충청북도,43,청주시 흥덕구,43113,354061,446184,청주교육대학교,biz-gis.com
서울특별시,11,동작구,11590,308808,543424,총신대학교,biz-gis.com
대전광역시,30,유성구,30200,339848,420812,침례신학대학교,biz-gis.com
강원도,42,횡성군,42730,406952,540585,한국골프대학,biz-gis.com
경기도,41,화성시,41590,307302,512890,협성대학교,biz-gis.com
광주광역시,29,남구,29155,300977,282893,호남신학대학교,biz-gis.com
경상북도,47,고령군,47830,423076,346393,가야대학교,biz-gis.com
인천광역시,28,연수구,28185,284070,536405,가천의과학대학교,biz-gis.com
서울특별시,11,서초구,11650,312243,544641,가톨릭대학교,biz-gis.com
경상북도,47,안동시,47170,466004,441250,가톨릭상지대학,biz-gis.com
경기도,41,용인시 기흥구,41463,323178,519644,강남대학교,biz-gis.com
강원도,42,강릉시,42150,476751,574544,강릉원주대학교,biz-gis.com
강원도,42,태백시,42190,486794,507060,강원관광대학,biz-gis.com
강원도,42,춘천시,42110,377707,585225,강원대학교,biz-gis.com
경상남도,48,거제시,48310,466554,250475,거제대학,biz-gis.com
경상북도,47,안동시,47170,473627,436509,건동대학교,biz-gis.com
경기도,41,시흥시,41390,288200,527041,경기과학기술대학,biz-gis.com
경기도,41,수원시 영통구,41117,314748,522514,경기대학교,biz-gis.com
경상남도,48,창원시 마산합포구,48125,450626,286987,경남대학교,biz-gis.com
부산광역시,26,사상구,26530,492420,283638,경남정보대학,biz-gis.com
경기도,41,포천시,41650,331905,594167,경복대학,biz-gis.com
경상북도,47,예천군,47900,440916,449080,경북도립대학,biz-gis.com
경상북도,47,경산시,47290,472429,367088,경산1대학,biz-gis.com
부산광역시,26,남구,26290,500298,282880,경성대학교,biz-gis.com
인천광역시,28,계양구,28245,286744,549224,경인교육대학교,biz-gis.com
경상북도,47,경산시,47290,472485,367807,경일대학교,biz-gis.com
서울특별시,11,동대문구,11230,316592,555316,경희사이버대학교,biz-gis.com
경기도,41,의왕시,41430,309922,531257,계원디자인예술대학,biz-gis.com
서울특별시,11,성북구,11290,314755,554488,고려대학교,biz-gis.com
충청남도,44,공주시,44150,321200,427367,공주교육대학교,biz-gis.com
충청남도,44,공주시,44150,329448,429332,공주영상대학,biz-gis.com
서울특별시,11,노원구,11350,317191,557906,광운대학교,biz-gis.com
광주광역시,29,북구,29170,302409,285639,광주교육대학교,biz-gis.com
광주광역시,29,광산구,29200,290647,285641,광주여자대학교,biz-gis.com
서울특별시,11,성북구,11290,311573,556990,국민대학교,biz-gis.com
전라북도,45,군산시,45130,281174,372788,군산대학교,biz-gis.com
전라북도,45,군산시,45130,290578,378457,군장대학,biz-gis.com
충청남도,44,천안시 동남구,44131,328750,466132,글로벌사이버대학교,biz-gis.com
경상북도,47,김천시,47150,407798,393096,김천과학대학,biz-gis.com
경기도,41,김포시,41570,272068,570752,김포대학,biz-gis.com
충청북도,43,청원군,43710,346514,435872,꽃동네대학교,biz-gis.com
광주광역시,29,광산구,29200,294712,290443,남부대학교,biz-gis.com
경기도,41,고양시 덕양구,41281,300852,562515,농협대학,biz-gis.com
경상북도,47,경산시,47290,474588,359805,대경대학,biz-gis.com
대구광역시,27,달서구,27290,449263,359628,대구공업대학,biz-gis.com
경상북도,47,경산시,47290,476681,367283,대구대학교,biz-gis.com
경상북도,47,경산시,47290,476681,367283,대구사이버대학교,biz-gis.com
경상북도,47,경산시,47290,465919,354122,대구외국어대학교,biz-gis.com
경기도,41,안양시 동안구,41173,305508,534059,대림대학,biz-gis.com
충청북도,43,제천시,43150,417292,508240,대원대학,biz-gis.com
대전광역시,30,동구,30110,351249,416695,대전보건대학,biz-gis.com
서울특별시,11,도봉구,11320,313452,561488,덕성여자대학교,biz-gis.com
서울특별시,11,중구,11140,311855,551129,동국대학교,biz-gis.com
부산광역시,26,남구,26290,500599,280989,동명대학교,biz-gis.com
경기도,41,성남시 수정구,41131,323045,540032,동서울대학,biz-gis.com
전라남도,46,영암군,46830,269147,237869,동아인재대학,biz-gis.com
강원도,42,속초시,42210,448562,621264,동우대학,biz-gis.com
부산광역시,26,부산진구,26230,497900,285738,동의과학대학,biz-gis.com
부산광역시,26,부산진구,26230,494477,282844,동의대학교,biz-gis.com
경상남도,48,창원시 마산회원구,48127,446055,295738,마산대학,biz-gis.com
서울특별시,11,서대문구,11410,305086,553651,명지대학교,biz-gis.com
전라남도,46,목포시,46110,255642,248740,목포가톨릭대학교,biz-gis.com
경상북도,47,문경시,47280,415549,450713,문경대학,biz-gis.com
서울특별시,11,종로구,11110,308979,553448,배화여자대학,biz-gis.com
전라북도,45,김제시,45210,302099,364233,벽성대학,biz-gis.com
부산광역시,26,연제구,26470,500307,287823,부산경상대학,biz-gis.com
부산광역시,26,연제구,26470,498128,289065,부산교육대학교,biz-gis.com
부산광역시,26,남구,26290,499051,283140,부산예술대학,biz-gis.com
경기도,41,부천시 원미구,41195,292204,543755,부천대학,biz-gis.com
서울특별시,11,동대문구,11230,317677,554483,삼육보건대학,biz-gis.com
강원도,42,원주시,42130,393880,529792,상지대학교,biz-gis.com
서울특별시,11,성북구,11290,313013,557410,서경대학교,biz-gis.com
경상북도,47,경주시,47130,507218,360602,서라벌대학,biz-gis.com
서울특별시,11,노원구,11350,318854,559425,서울과학기술대학교,biz-gis.com
서울특별시,11,마포구,11440,307218,549490,서울디지털대학교,biz-gis.com
서울특별시,11,서대문구,11410,307243,555546,서울여자간호대학,biz-gis.com
경기도,41,안산시 단원구,41273,297196,526379,서울예술대학,biz-gis.com
서울특별시,11,중랑구,11260,320528,554180,서일대학,biz-gis.com
전라북도,45,군산시,45130,283749,376196,서해대학,biz-gis.com
충청남도,44,천안시 동남구,44131,336614,466239,선교청대학교,biz-gis.com
경기도,41,안양시 만안구,41171,305320,531320,성결대학교,biz-gis.com
서울특별시,11,성북구,11290,313759,554898,성신여자대학교,biz-gis.com
충청북도,43,제천시,43150,417764,508786,세명대학교,biz-gis.com
광주광역시,29,남구,29155,297720,279686,송원대학,biz-gis.com
경기도,41,화성시,41590,309869,510505,수원과학대학,biz-gis.com
서울특별시,11,용산구,11170,308729,549812,숙명여자대학교,biz-gis.com
전라남도,46,순천시,46150,352716,263506,순천대학교,biz-gis.com
전라남도,46,순천시,46150,353165,259597,순천제일대학,biz-gis.com
서울특별시,11,중구,11140,310725,551021,숭의여자대학,biz-gis.com
경기도,41,성남시 중원구,41133,326592,538835,신구대학,biz-gis.com
충청남도,44,당진군,44830,274908,473278,신성대학,biz-gis.com
경기도,41,의정부시,41150,316089,567911,신흥대학,biz-gis.com
경기도,41,수원시 영통구,41117,315396,520602,아주대학교,biz-gis.com
경상북도,47,안동시,47170,458700,443398,안동과학대학,biz-gis.com
경기도,41,안양시 만안구,41171,303446,533299,안양과학대학,biz-gis.com
경상남도,48,양산시,48330,497160,305400,양산대학,biz-gis.com
서울특별시,11,종로구,11110,310597,553100,열린사이버대학교,biz-gis.com
경상북도,47,경산시,47290,466472,354286,영남외국어대학,biz-gis.com
경상남도,48,양산시,48330,504459,315001,영산대학교,biz-gis.com
대구광역시,27,북구,27230,456351,366396,영진전문대학,biz-gis.com
전라북도,45,전주시 덕진구,45113,324188,362359,예원예술대학교,biz-gis.com
경기도,41,용인시 처인구,41461,330789,514379,용인송담대학,biz-gis.com
울산광역시,31,울주군,31710,507985,331252,울산과학기술대학교,biz-gis.com
전라북도,45,익산시,45140,305961,375096,원광대학교,biz-gis.com
경상북도,47,경주시,47130,515857,379687,위덕대학교,biz-gis.com
경기도,41,성남시 수정구,41131,326327,540154,을지대학교,biz-gis.com
경상남도,48,김해시,48250,482353,294719,인제대학교,biz-gis.com
인천광역시,28,연수구,28185,279056,531211,인천대학교,biz-gis.com
인천광역시,28,남구,28170,281024,539468,인하대학교,biz-gis.com
인천광역시,28,동구,28140,280802,542360,재능대학,biz-gis.com
전라남도,46,곡성군,46720,321180,297700,전남과학대학,biz-gis.com
전라남도,46,여수시,46130,372596,241850,전남대학교,biz-gis.com
전라북도,45,전주시 덕진구,45113,321596,361173,전북대학교,biz-gis.com
전라북도,45,전주시 완산구,45111,317907,357508,전주대학교,biz-gis.com
제주특별자치도,50,제주시,50110,254640,95836,제주관광대학,biz-gis.com
제주특별자치도,50,제주시,50110,267313,94850,제주산업정보대학,biz-gis.com
광주광역시,29,동구,29110,302760,282882,조선이공대학,biz-gis.com
충청북도,43,괴산군,43760,382325,468651,중원대학교,biz-gis.com
경기도,41,포천시,41650,324314,584127,차의과학대학교,biz-gis.com
경상남도,48,창원시 의창구,48121,460313,293007,창원문성대학,biz-gis.com
충청남도,44,홍성군,44800,280384,443042,청운대학교,biz-gis.com
전라남도,46,무안군,46840,260796,265412,초당대학교,biz-gis.com
강원도,42,춘천시,42110,378089,584083,춘천교육대학교,biz-gis.com
울산광역시,31,울주군,31710,508791,318301,춘해보건대학,biz-gis.com
충청북도,43,옥천군,43730,361921,411222,충북도립대학,biz-gis.com
충청북도,43,청원군,43710,343719,446701,충청대학,biz-gis.com
제주특별자치도,50,서귀포시,50130,256981,77916,탐라대학교,biz-gis.com
경상북도,47,포항시 남구,47111,519144,380095,포항공과대학교,biz-gis.com
경기도,41,안성시,41550,334687,490215,한경대학교,biz-gis.com
경기도,41,이천시,41500,344940,520249,한국관광대학,biz-gis.com
경상남도,48,진주시,48170,418704,286132,한국국제대학교,biz-gis.com
경기도,41,화성시,41590,308558,514557,한국농수산대학,biz-gis.com
서울특별시,11,종로구,11110,310869,552941,한국사이버대학교,biz-gis.com
