,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,POP,POP_10,POP_20,POP_30,POP_40,POP_50,POP_60,POP_70,POP_80_O
0,서울특별시,11,서대문구,11410,307050,551950,16.53,0.42854,5.69096,4.07419,3.87092,1.97369,0.39456,0.08985,0.00729
1,서울특별시,11,은평구,11380,305450,560850,10.76719,0.0,0.0,0.0,0.0,10.76719,0.0,0.0,0.0
2,서울특별시,11,노원구,11350,317950,558450,3.9658,0.0,0.0,3.9658,0.0,0.0,0.0,0.0,0.0
3,서울특별시,11,강서구,11500,291450,551050,2.65464,0.0,0.0,0.0,1.32732,0.0,1.32732,0.0,0.0
4,서울특별시,11,종로구,11110,311350,552550,191.45497,0.0,47.86375,60.91747,46.41333,27.55792,7.25208,1.45042,0.0
5,서울특별시,11,종로구,11110,311050,553050,122.13461,0.00535,21.94531,38.37796,34.27302,21.21571,2.24923,4.03801,0.03002
6,서울특별시,11,성북구,11290,315450,556450,73.46211,0.0,3.57613,21.50728,41.22644,4.47017,1.78806,0.0,0.89403
7,서울특별시,11,양천구,11470,297650,546150,235.97931,0.0,30.77991,61.55982,30.77991,61.55982,51.29985,0.0,0.0
8,서울특별시,11,서대문구,11410,307550,553650,92.50476,0.0,16.70549,12.06844,28.96163,22.6382,5.71429,6.41671,0.0
9,서울특별시,11,구로구,11530,297550,542750,5.43792,0.0,0.0,1.16527,1.94212,1.16526,1.16527,0.0,0.0
10,서울특별시,11,노원구,11350,320350,558050,0.50196,0.0,0.0,0.0,0.25098,0.25098,0.0,0.0,0.0
11,서울특별시,11,노원구,11350,319950,557850,0.25098,0.0,0.0,0.25098,0.0,0.0,0.0,0.0,0.0
12,서울특별시,11,강북구,11305,312950,562950,4.2236,0.0,0.44553,0.73473,1.12317,1.32137,0.53264,0.06616,0.0
13,서울특별시,11,동작구,11590,308950,543950,3.29102,0.0,0.0,3.29102,0.0,0.0,0.0,0.0,0.0
14,서울특별시,11,은평구,11380,307150,560550,11.13821,0.0,2.43651,3.30666,2.78452,2.0884,0.52212,0.0,0.0
15,서울특별시,11,은평구,11380,306850,560650,19.40239,0.0,3.23211,4.38641,3.69384,7.39741,0.69262,0.0,0.0
16,서울특별시,11,은평구,11380,307850,561650,4.62703,0.0,4.62703,0.0,0.0,0.0,0.0,0.0,0.0
17,서울특별시,11,은평구,11380,303450,556550,45.63621,15.21207,30.42414,0.0,0.0,0.0,0.0,0.0,0.0
18,서울특별시,11,노원구,11350,319650,562450,3.02918,0.03563,0.45141,0.70088,0.93847,0.65335,0.2257,0.02374,0.0
19,서울특별시,11,서초구,11650,310550,541850,2.35338,0.0,0.0,0.0,0.0,2.35338,0.0,0.0,0.0
20,서울특별시,11,종로구,11110,311250,552350,806.18077,0.00409,136.00143,244.91995,202.69052,132.23859,61.92633,23.38999,5.00987
21,서울특별시,11,종로구,11110,310950,552250,326.61702,0.0,89.98634,104.98405,58.32446,53.32522,18.33054,1.66641,0.0
22,서울특별시,11,종로구,11110,309750,552950,2.07127,0.0,0.0,2.07127,0.0,0.0,0.0,0.0,0.0
23,서울특별시,11,종로구,11110,309250,553050,469.16937,0.0,103.2101,129.50646,80.99055,114.83425,30.99907,9.52274,0.1062
24,서울특별시,11,종로구,11110,309150,553350,50.72761,0.0,12.59669,16.29806,13.73954,6.46385,1.02706,0.23163,0.37078
25,서울특별시,11,종로구,11110,308350,555550,22.30105,0.0,8.49536,6.05757,4.50799,1.8314,1.12697,0.28176,0.0
26,서울특별시,11,종로구,11110,308750,556350,45.39554,0.0,1.55578,16.77616,13.94234,9.55858,3.56268,0.0,0.0
27,서울특별시,11,종로구,11110,310350,554150,219.97173,0.0,81.71513,66.11682,35.35101,27.97639,7.33676,1.47562,0.0
28,서울특별시,11,종로구,11110,308850,554950,15.02904,0.00599,3.45199,3.11954,5.23349,2.69469,0.41546,0.09667,0.01121
29,서울특별시,11,종로구,11110,310750,552950,129.42328,0.00051,11.32269,15.86526,43.88697,41.66505,16.43596,0.24468,0.00216
30,서울특별시,11,종로구,11110,312250,552450,222.26965,0.01488,26.3073,44.22564,80.02081,53.10479,17.06218,1.50002,0.03403
31,서울특별시,11,종로구,11110,313150,552850,11.3474,0.0,1.09287,1.33194,3.59464,1.0075,2.36514,0.10245,1.85286
32,서울특별시,11,중구,11140,310250,551250,375.07919,0.105,69.09354,136.612,120.23116,41.05709,7.24538,0.63002,0.105
33,서울특별시,11,중구,11140,311150,551350,410.2724,0.02142,89.279,152.35582,96.70833,42.87289,25.52612,3.4489,0.05992
34,서울특별시,11,종로구,11110,313850,553250,34.47408,0.0,4.96106,9.50199,9.95301,6.66005,3.39797,0.0,0.0
35,서울특별시,11,도봉구,11320,316150,564050,189.66151,0.0,23.16512,37.32056,66.72383,54.82808,7.62392,0.0,0.0
36,서울특별시,11,도봉구,11320,315450,561050,2.94567,0.0,0.0,2.94567,0.0,0.0,0.0,0.0,0.0
37,서울특별시,11,중구,11140,313050,552350,1904.84487,6.86603,192.09151,429.71193,507.31162,512.56715,231.831,19.02733,5.4383
38,서울특별시,11,중구,11140,310950,551850,1675.98315,1.22109,306.4824,633.73713,391.61484,212.84184,107.46422,21.30804,1.31359
39,서울특별시,11,중구,11140,311050,551950,526.9789,0.0484,85.41884,199.33444,125.16421,64.60679,40.32041,11.807,0.27881
40,서울특별시,11,용산구,11170,310050,550050,9.31584,0.05322,1.11789,3.67313,1.80993,1.7567,0.74528,0.15969,0.0
41,서울특별시,11,용산구,11170,310950,547050,23.94404,0.0,2.66045,5.3209,10.64179,5.3209,0.0,0.0,0.0
42,서울특별시,11,용산구,11170,309650,550350,153.48519,0.0,49.72058,49.72056,32.42645,10.8088,4.32352,4.32352,2.16176
43,서울특별시,11,용산구,11170,309650,550450,2.16176,0.0,0.0,0.0,2.16176,0.0,0.0,0.0,0.0
44,서울특별시,11,용산구,11170,309650,550550,13.93741,0.0,0.54254,5.03243,5.57496,0.54254,2.24494,0.0,0.0
45,서울특별시,11,중구,11140,308550,551150,2.5346,0.00252,0.55192,0.93779,0.58933,0.29909,0.12232,0.02853,0.0031
46,서울특별시,11,용산구,11170,309450,550450,38.5206,0.0,1.08508,11.93595,10.85089,8.68069,5.42545,0.54254,0.0
47,서울특별시,11,용산구,11170,311050,549350,66.24369,0.0,0.0,12.24874,36.74621,12.24874,5.0,0.0,0.0
48,서울특별시,11,용산구,11170,308550,550050,40.0,0.0,0.0,8.0,24.0,8.0,0.0,0.0,0.0
49,서울특별시,11,중구,11140,311950,550650,3.09279,0.0,0.0,0.0,0.0,2.06186,1.03093,0.0,0.0
50,서울특별시,11,강북구,11305,313150,560350,48.1817,0.0,0.0,22.93284,24.47689,0.77197,0.0,0.0,0.0
51,서울특별시,11,용산구,11170,309350,548550,163.06663,0.0,16.03934,90.88959,42.77158,10.6929,2.67322,0.0,0.0
52,서울특별시,11,용산구,11170,308650,548750,385.06785,0.0,102.12563,169.32518,63.61215,28.34429,17.34112,4.31948,0.0
53,서울특별시,11,양천구,11470,299950,548750,39.97761,0.0,5.57713,6.84719,15.98212,11.57117,0.0,0.0,0.0
54,서울특별시,11,성동구,11200,313950,551450,5.28294,0.0,0.0,1.23212,2.46424,1.58658,0.0,0.0,0.0
55,서울특별시,11,용산구,11170,308950,549250,191.03633,0.0,11.64876,112.43836,33.96515,11.64876,20.35417,0.98113,0.0
56,서울특별시,11,노원구,11350,316850,561250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,서울특별시,11,성동구,11200,316450,552050,90.57713,0.0,16.52523,38.22794,21.3475,12.55074,1.32251,0.58387,0.01934
58,서울특별시,11,성동구,11200,315850,549550,21.79783,0.03169,5.98062,8.05196,4.448,2.3349,0.8239,0.12676,0.0
59,서울특별시,11,성동구,11200,316250,548750,7.27472,0.0,0.98105,3.02352,2.77963,0.32701,0.16351,0.0,0.0
60,서울특별시,11,성동구,11200,317150,550050,20.65772,0.0,6.0758,3.64548,6.0758,2.43032,0.0,2.43032,0.0
61,서울특별시,11,성동구,11200,313450,550050,142.42744,0.0,23.81429,49.84135,34.40765,20.90901,11.33899,2.11615,0.0
62,서울특별시,11,성동구,11200,314750,551450,179.024,2.86131,16.92468,52.64583,69.31162,29.81877,6.31165,1.15014,0.0
63,서울특별시,11,성동구,11200,313750,550050,204.79725,0.58816,58.46259,31.31917,54.32531,35.47139,17.67732,6.95331,0.0
64,서울특별시,11,성동구,11200,316450,550150,298.82157,0.0,63.01883,112.5853,92.46051,22.03039,8.46074,0.2658,0.0
65,서울특별시,11,성동구,11200,316150,552250,18.57949,0.0,1.18152,6.63076,7.05799,3.1841,0.26256,0.13128,0.13128
66,서울특별시,11,성동구,11200,313850,550250,11.9692,0.0,0.0,4.78768,4.78768,2.39384,0.0,0.0,0.0
67,서울특별시,11,광진구,11215,319050,548750,127.07544,0.0,40.84569,34.79446,40.84568,7.564,3.02561,0.0,0.0
68,서울특별시,11,광진구,11215,319650,549050,68.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0
69,서울특별시,11,광진구,11215,317850,549550,31.61289,0.0,0.0,0.0,18.96773,12.64516,0.0,0.0,0.0
70,서울특별시,11,광진구,11215,318650,551950,137.3858,0.0,21.09574,47.95914,42.0105,24.33754,1.98288,0.0,0.0
71,서울특별시,11,동대문구,11230,314650,553250,96.00086,0.0,14.94227,24.90429,13.47376,20.02895,18.87633,3.77526,0.0
72,서울특별시,11,광진구,11215,318150,550550,8.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0
73,서울특별시,11,동대문구,11230,315050,553350,44.05682,0.0,4.40569,10.27993,13.21704,8.81136,4.40568,2.93712,0.0
74,서울특별시,11,동대문구,11230,316650,554750,146.0869,0.0,20.81039,54.85253,36.85162,26.76987,5.93936,0.65726,0.20587
75,서울특별시,11,동대문구,11230,316850,554550,196.92945,0.0,26.10567,65.37331,59.42445,25.16042,14.2255,6.6401,0.0
76,서울특별시,11,동대문구,11230,313950,552850,173.28178,0.0,26.65874,71.64536,51.6513,13.32936,8.33085,1.66617,0.0
77,서울특별시,11,동대문구,11230,314850,553550,1.62874,0.0,0.0,0.0,1.62874,0.0,0.0,0.0,0.0
78,서울특별시,11,동대문구,11230,316650,553650,4.21011,0.0,0.56136,0.84201,1.68405,0.84202,0.28067,0.0,0.0
79,서울특별시,11,동대문구,11230,314450,552750,234.92436,0.0,54.52147,90.80742,53.53916,25.53218,4.54129,3.10622,2.87662
80,서울특별시,11,동대문구,11230,314850,553850,45.37732,0.0,5.82756,17.17124,20.82542,1.3979,0.0,0.1552,0.0
81,서울특별시,11,동대문구,11230,317750,554750,212.6585,0.0,26.01504,59.73684,64.86758,37.45259,21.72931,2.85714,0.0
82,서울특별시,11,동대문구,11230,317950,554550,18.0,0.0,6.0,6.0,3.6,2.4,0.0,0.0,0.0
83,서울특별시,11,동대문구,11230,317350,554350,16.51847,0.0,6.35327,7.20034,2.54132,0.42354,0.0,0.0,0.0
84,서울특별시,11,동대문구,11230,317450,556250,65.15343,0.0,11.70769,20.64141,20.69831,4.97898,0.34142,6.78562,0.0
85,서울특별시,11,중랑구,11260,319450,553150,217.50668,0.0,30.03114,75.4394,82.698,19.23044,9.55393,0.55377,0.0
86,서울특별시,11,중랑구,11260,319450,555450,53.28586,0.0,0.0,0.0,0.0,26.64293,26.64293,0.0,0.0
87,서울특별시,11,동대문구,11230,317550,555550,1.0,0.00066,0.19033,0.32503,0.26355,0.15193,0.05662,0.01107,0.00081
88,서울특별시,11,중랑구,11260,320650,556450,53.01689,0.0,5.71002,8.38955,25.16871,11.06908,2.67953,0.0,0.0
89,서울특별시,11,중랑구,11260,318850,556050,139.96875,0.0,15.14305,36.65511,73.15769,12.44768,2.56522,0.0,0.0
90,서울특별시,11,중랑구,11260,321650,556150,7.27446,0.0,0.0,3.63723,3.63723,0.0,0.0,0.0,0.0
91,서울특별시,11,성북구,11290,314550,554450,9.64215,0.11221,6.15483,0.89769,1.00991,1.3553,0.11221,0.0,0.0
92,서울특별시,11,중랑구,11260,320650,555650,367.14704,0.0,74.41453,77.54011,105.21705,81.40531,24.4328,4.08145,0.05579
93,서울특별시,11,중랑구,11260,320450,555950,31.66865,0.0,8.57143,0.0,8.98859,14.10863,0.0,0.0,0.0
94,서울특별시,11,중랑구,11260,318650,555550,157.43244,0.0,44.99725,33.71897,44.99725,33.71897,0.0,0.0,0.0
95,서울특별시,11,중랑구,11260,318250,555150,118.19916,0.0,15.74714,40.69708,39.51112,17.05888,5.13142,0.02676,0.02676
96,서울특별시,11,성북구,11290,313750,555750,10.07532,0.0,0.0,10.07532,0.0,0.0,0.0,0.0,0.0
97,서울특별시,11,성북구,11290,313650,555650,73.16506,0.0,2.2392,6.71759,31.85217,32.3561,0.0,0.0,0.0
98,서울특별시,11,중랑구,11260,321050,556050,92.15645,0.0,0.0,36.81196,39.16021,16.18428,0.0,0.0,0.0
99,서울특별시,11,중랑구,11260,320950,556150,22.04263,0.0,0.0,3.44967,15.14329,3.44967,0.0,0.0,0.0
100,서울특별시,11,중랑구,11260,320750,556650,3.5697,0.0,0.71394,0.0,1.42788,0.71394,0.71394,0.0,0.0
101,서울특별시,11,양천구,11470,298650,546650,37.04597,0.0,0.0,10.88817,17.21304,8.94476,0.0,0.0,0.0
102,서울특별시,11,중랑구,11260,318450,556250,8.36386,0.0,1.03867,5.48607,0.19168,1.59952,0.04792,0.0,0.0
103,서울특별시,11,중랑구,11260,320550,555850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,서울특별시,11,성북구,11290,313850,555950,26.65443,0.0,2.90809,6.00505,3.4464,5.89172,2.9553,5.44787,0.0
105,서울특별시,11,성북구,11290,313250,555150,82.68041,0.0,15.6441,24.03992,21.44829,19.40546,2.14264,0.0,0.0
106,서울특별시,11,성북구,11290,316250,557250,164.68405,0.0,31.49916,46.58937,51.90538,24.58239,9.81372,0.11554,0.17849
107,서울특별시,11,성북구,11290,311650,555350,15.13223,0.0,3.49203,6.98416,3.49203,1.16401,0.0,0.0,0.0
108,서울특별시,11,성북구,11290,312750,556750,241.39888,0.0,19.79094,94.83859,77.42951,32.04653,17.29331,0.0,0.0
109,서울특별시,11,성북구,11290,311150,555150,132.12354,0.0,33.79905,46.08961,27.65376,18.43584,6.14528,0.0,0.0
110,서울특별시,11,성북구,11290,313350,554350,12.80021,0.0,3.49809,4.055,3.49808,0.0,1.74904,0.0,0.0
111,서울특별시,11,성북구,11290,316350,556950,1.07844,0.0,0.0,0.71896,0.28758,0.0719,0.0,0.0,0.0
112,서울특별시,11,성북구,11290,312450,556950,19.0,0.0,0.0,0.0,9.5,0.0,0.0,9.5,0.0
113,서울특별시,11,성북구,11290,311850,557150,12.75764,0.01882,3.52733,3.81885,2.96401,1.7455,0.57617,0.10101,0.00595
114,서울특별시,11,강북구,11305,313950,559450,129.6555,0.0,12.96555,30.25295,51.8622,8.6437,25.9311,0.0,0.0
115,서울특별시,11,성북구,11290,314950,554850,7.06271,0.0,3.33462,0.46999,1.95486,0.65162,0.65162,0.0,0.0
116,서울특별시,11,강북구,11305,314250,560250,342.30974,0.0,53.15797,97.55332,87.41794,67.97598,29.25037,6.95416,0.0
117,서울특별시,11,강북구,11305,314350,560050,108.32815,0.05288,16.19221,45.70039,15.94938,29.32319,0.84575,0.26435,0.0
118,서울특별시,11,성북구,11290,317450,557150,182.00519,0.0,2.97585,49.6301,84.8577,42.37491,2.16663,0.0,0.0
119,서울특별시,11,강북구,11305,314050,560650,22.25386,0.0,0.0,6.06923,10.11539,4.04616,2.02308,0.0,0.0
120,서울특별시,11,강북구,11305,313750,560850,56.56116,0.0,2.00642,10.76306,15.68837,19.34666,5.83777,2.91888,0.0
121,서울특별시,11,강북구,11305,314950,559550,24.7529,0.08103,3.54375,7.47019,7.97548,4.40248,1.04249,0.23748,0.0
122,서울특별시,11,강북구,11305,314650,559550,48.98639,0.0,9.59255,14.257,18.40881,2.19627,4.53176,0.0,0.0
123,서울특별시,11,강북구,11305,314450,559750,98.47299,0.0,7.70896,15.41792,32.4247,22.25818,14.43246,6.23077,0.0
124,서울특별시,11,도봉구,11320,316450,562550,411.4746,0.0,36.98648,36.98648,138.6993,147.94593,50.85641,0.0,0.0
125,서울특별시,11,강북구,11305,314650,557150,286.37313,0.4952,44.37547,86.36072,92.77998,52.26837,9.84574,0.24765,0.0
126,서울특별시,11,강북구,11305,314350,558250,78.36781,0.07464,11.03668,17.37514,27.62285,13.44506,6.73953,2.07391,0.0
127,서울특별시,11,도봉구,11320,315450,562650,76.78859,0.0,6.30769,17.55136,25.23077,27.69877,0.0,0.0,0.0
128,서울특별시,11,도봉구,11320,314950,563250,68.47867,0.0,11.59029,23.35751,20.6241,10.35107,2.5557,0.0,0.0
129,서울특별시,11,강북구,11305,314850,557650,173.0733,0.0,0.0,0.0,173.0733,0.0,0.0,0.0,0.0
130,서울특별시,11,도봉구,11320,315450,563450,25.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0
131,서울특별시,11,도봉구,11320,315350,563350,25.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0
132,서울특별시,11,도봉구,11320,315850,563550,81.41972,0.0,19.71873,12.96036,35.78027,12.96036,0.0,0.0,0.0
133,서울특별시,11,도봉구,11320,316450,564950,311.66666,0.0,21.25,127.5,113.33333,42.5,7.08333,0.0,0.0
134,서울특별시,11,노원구,11350,317050,559050,13.22933,0.0,3.68074,4.51031,4.35952,0.60334,0.07542,0.0,0.0
135,서울특별시,11,노원구,11350,317050,558950,27.48996,0.0059,5.30671,7.67191,6.89139,6.07897,1.52446,0.01062,0.0
136,서울특별시,11,도봉구,11320,316650,561850,6.11855,0.0,1.22371,2.44742,1.22371,1.22371,0.0,0.0,0.0
137,서울특별시,11,도봉구,11320,316650,561450,12.00919,0.0,0.0,0.0,12.00919,0.0,0.0,0.0,0.0
138,서울특별시,11,노원구,11350,318650,561350,209.86956,0.0,59.56072,95.75065,36.68301,11.64708,5.95832,0.26978,0.0
139,서울특별시,11,노원구,11350,318850,557750,18.64249,0.0,2.33031,2.33031,4.66062,9.32125,0.0,0.0,0.0
140,서울특별시,11,노원구,11350,316950,564150,196.31956,0.0,15.67121,69.32882,72.92255,36.97049,1.42649,0.0,0.0
141,서울특별시,11,노원구,11350,318950,563250,108.44092,0.0,13.81394,29.14256,28.83349,27.23792,9.39351,0.0195,0.0
142,서울특별시,11,노원구,11350,317250,562550,231.43781,0.0,77.14604,154.29177,0.0,0.0,0.0,0.0,0.0
143,서울특별시,11,은평구,11380,305550,557050,9.4327,0.0,3.58965,1.01314,3.92156,0.6463,0.13977,0.12228,0.0
144,서울특별시,11,은평구,11380,304750,555550,81.28074,0.0,11.38652,10.98063,38.76814,16.97201,0.76139,2.41205,0.0
145,서울특별시,11,은평구,11380,304650,555450,118.2848,0.0,0.0,58.93636,30.66108,27.37358,1.05102,0.26276,0.0
146,서울특별시,11,은평구,11380,305450,557050,64.71674,0.0,4.66228,9.28188,40.8213,5.14656,4.77624,0.01424,0.01424
147,서울특별시,11,은평구,11380,303650,557250,2.97726,0.0,0.99242,1.98484,0.0,0.0,0.0,0.0,0.0
148,서울특별시,11,은평구,11380,305350,557350,47.22773,0.0,0.0,0.0,1.65091,45.57682,0.0,0.0,0.0
149,서울특별시,11,노원구,11350,316850,560450,3.24006,0.0,0.0,0.0,0.0,0.0,3.24006,0.0,0.0
150,서울특별시,11,은평구,11380,305250,557350,6.29066,0.0,0.42891,1.14376,3.14532,0.85782,0.57188,0.14297,0.0
151,서울특별시,11,은평구,11380,304050,558350,14.84849,0.0,0.0,11.87879,0.0,0.0,2.9697,0.0,0.0
152,서울특별시,11,은평구,11380,305150,555350,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
153,서울특별시,11,은평구,11380,304250,554950,130.13507,0.21832,19.03397,39.90999,42.88979,23.34017,4.52451,0.21832,0.0
154,서울특별시,11,영등포구,11560,302450,547450,3.00978,0.0,0.45601,0.98841,0.86191,0.45321,0.20435,0.0431,0.00279
155,서울특별시,11,양천구,11470,299850,545850,28.31275,0.0,0.49778,3.35038,13.32259,10.61933,0.44801,0.07466,0.0
156,서울특별시,11,은평구,11380,304350,554650,80.88152,0.09074,6.29494,16.33875,28.28187,21.41543,8.36905,0.09074,0.0
157,서울특별시,11,구로구,11530,302150,542550,56.62728,0.0,2.31833,20.56059,20.47177,11.16287,0.26262,1.8511,0.0
158,서울특별시,11,은평구,11380,304750,554150,26.82873,0.0,0.0,26.82873,0.0,0.0,0.0,0.0,0.0
159,서울특별시,11,은평구,11380,304250,554450,28.14163,0.0,0.51664,0.77496,14.23889,11.24165,0.0,1.36949,0.0
160,서울특별시,11,은평구,11380,303650,555450,19.17513,0.0,0.0,8.02776,2.3397,8.80767,0.0,0.0,0.0
161,서울특별시,11,은평구,11380,305350,558350,8.50778,0.00681,0.93956,1.81342,1.77666,3.55879,0.34223,0.06486,0.00545
162,서울특별시,11,서대문구,11410,306250,553750,423.32218,0.0,127.41712,143.59201,72.649,63.50224,14.19644,1.96537,0.0
163,서울특별시,11,서대문구,11410,308750,551850,100.27192,0.0,11.34273,37.19312,25.93208,18.41176,7.36808,0.0223,0.00185
164,서울특별시,11,서대문구,11410,305250,553150,97.98056,0.11914,20.85981,42.5536,25.38922,8.93965,0.0,0.11914,0.0
165,서울특별시,11,금천구,11545,303050,541350,192.45675,0.0,27.28812,63.33528,63.47863,24.71064,8.18644,5.45764,0.0
166,서울특별시,11,서대문구,11410,306150,553850,10.65573,0.08387,0.5032,0.5032,5.76194,3.3003,0.25161,0.25161,0.0
167,서울특별시,11,서대문구,11410,307250,555550,49.1979,0.0,8.19968,8.19968,22.25613,10.54241,0.0,0.0,0.0
168,서울특별시,11,마포구,11440,304550,550950,299.64054,0.01203,71.68042,131.11605,66.51331,20.65715,7.80693,1.85465,0.0
169,서울특별시,11,마포구,11440,305050,551450,191.95755,0.0,35.17318,77.55535,56.12332,15.1126,6.51532,1.47778,0.0
170,서울특별시,11,서대문구,11410,305550,551350,32.60158,0.03514,4.41067,15.71442,6.94695,3.34138,1.84874,0.30189,0.00239
171,서울특별시,11,마포구,11440,307350,549450,254.93339,0.0,56.45436,101.351,53.34259,28.22715,12.22431,3.11171,0.22227
172,서울특별시,11,마포구,11440,305450,551150,115.53602,0.0,23.10721,46.21441,21.95184,15.01968,8.08752,1.15536,0.0
173,서울특별시,11,마포구,11440,306050,549950,268.18165,0.0,60.74863,81.7951,51.89971,52.81699,20.25444,0.66678,0.0
174,서울특별시,11,마포구,11440,305850,549950,142.14835,0.0,8.72262,40.06569,56.27003,31.53903,3.67261,1.87837,0.0
175,서울특별시,11,마포구,11440,304650,550350,123.95101,0.0,44.79319,62.51806,13.22032,2.00682,1.00902,0.4036,0.0
176,서울특별시,11,마포구,11440,305250,550650,152.04069,1.41321,52.18045,53.0175,28.21003,7.06605,7.90315,2.2503,0.0
177,서울특별시,11,마포구,11440,303450,550850,45.00782,0.0,5.52726,14.97768,15.40992,9.09296,0.0,0.0,0.0
178,서울특별시,11,서대문구,11410,306150,553550,62.42854,0.0,7.09415,17.02596,15.60714,11.35064,9.93182,1.41883,0.0
179,서울특별시,11,서대문구,11410,306050,552150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,서울특별시,11,양천구,11470,300950,547250,71.80348,0.0,5.8234,20.70842,30.26217,13.45264,1.55685,0.0,0.0
181,서울특별시,11,양천구,11470,297050,548550,36.67112,0.0,0.0,7.18731,18.33556,11.14825,0.0,0.0,0.0
182,서울특별시,11,마포구,11440,303250,552050,184.52152,0.0,19.54475,85.51866,53.05173,17.95939,3.69923,4.74776,0.0
183,서울특별시,11,마포구,11440,307350,549150,38.48734,0.0,2.47388,14.81585,11.5265,6.38175,3.28936,0.0,0.0
184,서울특별시,11,마포구,11440,307750,549750,31.21974,0.0,5.8578,12.07676,4.37172,6.69371,0.29277,1.92321,0.00377
185,서울특별시,11,양천구,11470,299950,550350,81.53127,0.0,12.41644,23.36827,23.60556,17.66827,4.31456,0.15817,0.0
186,서울특별시,11,마포구,11440,304550,551450,138.91485,0.0,20.67616,61.79565,40.46041,13.84899,2.13364,0.0,0.0
187,서울특별시,11,양천구,11470,297850,547350,65.96262,0.01921,5.34324,19.64115,27.84103,13.07957,0.03842,0.0,0.0
188,서울특별시,11,양천구,11470,296950,548250,107.48403,0.0,12.89507,37.25953,31.70666,23.50149,2.12128,0.0,0.0
189,서울특별시,11,양천구,11470,297550,547750,95.08528,0.0,3.52168,31.6951,35.21676,17.60838,7.04336,0.0,0.0
190,서울특별시,11,양천구,11470,300650,549750,56.36543,0.0,0.0,17.68269,15.75003,17.6827,5.25001,0.0,0.0
191,서울특별시,11,마포구,11440,307350,550950,19.56124,0.0,3.91225,15.64899,0.0,0.0,0.0,0.0,0.0
192,서울특별시,11,마포구,11440,304450,552150,12.32085,0.0,1.84914,3.0792,7.39251,0.0,0.0,0.0,0.0
193,서울특별시,11,관악구,11620,306850,542650,69.35159,0.0,17.07732,19.10218,5.36488,19.55006,3.38758,4.86957,0.0
194,서울특별시,11,영등포구,11560,303750,544650,168.51242,0.0,27.3525,77.97191,43.69511,8.17122,11.32168,0.0,0.0
195,서울특별시,11,송파구,11710,322750,542950,22.43114,0.00732,2.97056,4.63508,8.81934,3.21491,2.49567,0.00732,0.28094
196,서울특별시,11,송파구,11710,322750,545650,258.15046,0.0,66.84212,49.47869,59.2074,41.14203,39.69136,1.74354,0.04532
197,서울특별시,11,영등포구,11560,304450,544650,5.01494,0.0,3.34329,1.67165,0.0,0.0,0.0,0.0,0.0
198,서울특별시,11,강서구,11500,300050,550550,36.24657,0.0,8.22223,10.6745,11.00281,4.54388,1.44251,0.36064,0.0
199,서울특별시,11,양천구,11470,299450,547650,347.17681,0.0,122.30702,90.08953,75.11851,55.38813,2.3161,1.94257,0.01495
200,서울특별시,11,양천구,11470,299550,547650,330.75186,0.0,41.79434,102.2036,107.22477,60.09111,18.79624,0.62902,0.01278
201,서울특별시,11,강서구,11500,299950,551250,455.22081,0.0,82.76742,0.0,206.91855,165.53484,0.0,0.0,0.0
202,서울특별시,11,양천구,11470,299750,547650,95.15005,0.0,3.55749,28.40973,27.33245,22.37205,11.69959,1.77874,0.0
203,서울특별시,11,강서구,11500,299650,548950,11.41768,0.0,1.63109,5.48642,3.70705,0.29658,0.29654,0.0,0.0
204,서울특별시,11,강서구,11500,298350,550050,29.76996,0.0,4.96166,9.92332,12.40415,2.48083,0.0,0.0,0.0
205,서울특별시,11,양천구,11470,298950,547650,28.78512,0.90692,3.66806,6.34846,8.87126,6.26965,2.72077,0.0,0.0
206,서울특별시,11,강서구,11500,299050,549450,11.99999,0.01343,2.62165,4.17713,3.01525,1.65463,0.43814,0.07616,0.0036
207,서울특별시,11,강서구,11500,297250,549850,80.71123,0.0,6.76667,30.02228,30.38893,13.53335,0.0,0.0,0.0
208,서울특별시,11,강서구,11500,296050,550250,18.43305,0.0,0.0,11.05983,3.68661,3.68661,0.0,0.0,0.0
209,서울특별시,11,강서구,11500,297850,552550,235.6862,0.0,37.89256,102.28974,59.24455,29.27786,4.54944,2.43205,0.0
210,서울특별시,11,강서구,11500,298050,548050,77.76075,0.0,4.34846,23.0766,39.2609,10.30056,0.77423,0.0,0.0
211,서울특별시,11,강서구,11500,298850,550650,91.54777,0.0,0.0,7.54777,84.0,0.0,0.0,0.0,0.0
212,서울특별시,11,강서구,11500,298550,550550,1768.02856,0.0,234.79751,454.13326,591.15783,386.30159,85.82341,13.88224,1.93272
213,서울특별시,11,강서구,11500,297650,549350,98.12812,0.0,21.00816,42.7791,22.85793,1.87775,5.74148,3.8637,0.0
