,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,SCHOOL_NM
225,서울특별시,11,성북구,11290,313443,557266,서울길음초등학교
226,서울특별시,11,은평구,11380,304815,557281,서울대조초등학교
227,서울특별시,11,강북구,11305,314376,557189,영훈초등학교
228,서울특별시,11,은평구,11380,305808,557272,서울불광초등학교
229,서울특별시,11,은평구,11380,303924,557236,서울구산초등학교
230,서울특별시,11,은평구,11380,305373,557197,서울대은초등학교
231,서울특별시,11,성북구,11290,311940,557082,서울청덕초등학교
232,서울특별시,11,성북구,11290,316320,557052,서울장위초등학교
233,서울특별시,11,성북구,11290,317120,556908,서울석관초등학교
234,서울특별시,11,성북구,11290,313819,556911,서울미아초등학교
235,서울특별시,11,성북구,11290,315969,556806,서울월곡초등학교
236,서울특별시,11,은평구,11380,303589,556973,서울구현초등학교
237,서울특별시,11,은평구,11380,304429,556949,예일초등학교
238,서울특별시,11,성북구,11290,313376,556764,서울길원초등학교
239,서울특별시,11,중랑구,11260,318408,556698,서울묵현초등학교
240,서울특별시,11,성북구,11290,318097,556713,서울석계초등학교
241,서울특별시,11,성북구,11290,314761,556673,서울숭곡초등학교
242,서울특별시,11,성북구,11290,314682,556658,서울숭인초등학교
243,서울특별시,11,중랑구,11260,318565,556487,서울신묵초등학교
244,서울특별시,11,중랑구,11260,320177,556289,서울신현초등학교
245,서울특별시,11,중랑구,11260,321156,556230,서울동원초등학교
246,서울특별시,11,성북구,11290,313130,556228,서울숭덕초등학교
247,서울특별시,11,중랑구,11260,320733,556139,서울신내초등학교
248,서울특별시,11,중랑구,11260,319072,556130,서울묵동초등학교
249,서울특별시,11,성북구,11290,312610,556230,서울정수초등학교
250,서울특별시,11,은평구,11380,305395,556291,서울녹번초등학교
251,서울특별시,11,종로구,11110,308450,556182,서울세검정초등학교
252,서울특별시,11,중랑구,11260,320275,556023,서울중화초등학교
253,서울특별시,11,성북구,11290,314332,555947,서울개운초등학교
254,서울특별시,11,은평구,11380,306105,556027,서울은평초등학교
255,서울특별시,11,동대문구,11230,317574,555973,서울이문초등학교
256,서울특별시,11,중랑구,11260,319330,555860,서울중흥초등학교
257,서울특별시,11,은평구,11380,304334,556041,서울역촌초등학교
258,서울특별시,11,종로구,11110,308034,555903,상명대학교사범대학부속초등학교
259,서울특별시,11,성북구,11290,315439,555600,서울일신초등학교
260,서울특별시,11,중랑구,11260,321014,555489,서울망우초등학교
261,서울특별시,11,중랑구,11260,319279,555466,서울상봉초등학교
262,서울특별시,11,은평구,11380,305514,555574,알로이시오초등학교
263,서울특별시,11,성북구,11290,313591,555542,매원초등학교
264,서울특별시,11,성북구,11290,313106,555525,서울정덕초등학교
265,서울특별시,11,은평구,11380,303505,555603,서울상신초등학교
266,서울특별시,11,은평구,11380,304673,555584,서울은명초등학교
267,서울특별시,11,서대문구,11410,307451,555506,서울홍은초등학교
268,서울특별시,11,성북구,11290,312912,555277,우촌초등학교
269,서울특별시,11,동대문구,11230,316229,555163,경희초등학교
270,서울특별시,11,성북구,11290,314991,555163,서울숭례초등학교
271,서울특별시,11,중랑구,11260,321029,555057,서울면북초등학교
272,서울특별시,11,성북구,11290,313942,555075,성신초등학교
273,서울특별시,11,성북구,11290,311742,555065,서울성북초등학교
274,서울특별시,11,성북구,11290,313034,555020,서울돈암초등학교
275,서울특별시,11,서대문구,11410,306990,555042,서울홍제초등학교
