,MEGA_NM,MEGA_CD,CTY_CD,CTY_NM,X_AXIS,Y_AXIS,TOTAL,종합전문병,한방병원,치과병원,한의원,조산원,일반병원,요양병원,의원,치과의원,종합병원,소유권
1332,서울특별시,11,1156,영등포구,303250,548450,75,0,0,0,75,0,0,0,0,0,0,GIS United INC.
1333,서울특별시,11,1171,송파구,321050,546550,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1334,서울특별시,11,1120,성동구,314550,552150,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1335,서울특별시,11,1126,중랑구,318650,554750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1336,서울특별시,11,1156,영등포구,303550,546850,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1337,서울특별시,11,1174,강동구,324750,549750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1338,서울특별시,11,1165,서초구,310850,542350,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1339,서울특별시,11,1168,강남구,318950,543650,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1340,서울특별시,11,1121,광진구,319450,548750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1341,서울특별시,11,1141,서대문구,307350,554050,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1342,서울특별시,11,1150,강서구,297950,551050,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1343,서울특별시,11,1123,동대문구,315150,553750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1344,서울특별시,11,1120,성동구,315750,549750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1345,서울특별시,11,1162,관악구,308550,541950,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1346,서울특별시,11,1121,광진구,319250,551750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1347,서울특별시,11,1144,마포구,304650,550550,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1348,서울특별시,11,1138,은평구,305050,557550,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1349,서울특별시,11,1168,강남구,314750,544750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1350,서울특별시,11,1156,영등포구,303250,547250,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1351,서울특별시,11,1168,강남구,315550,546550,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1352,서울특별시,11,1123,동대문구,316250,554750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1353,서울특별시,11,1126,중랑구,318850,557150,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1354,서울특별시,11,1162,관악구,304450,543050,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1355,서울특별시,11,1174,강동구,323550,547650,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1356,서울특별시,11,1147,양천구,297050,549450,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1357,서울특별시,11,1174,강동구,323650,549250,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1358,서울특별시,11,1130,강북구,313850,560850,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1359,서울특별시,11,1141,서대문구,307450,555850,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1360,서울특별시,11,1144,마포구,308450,551050,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1361,서울특별시,11,1120,성동구,316350,551950,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1362,서울특별시,11,1156,영등포구,302950,546950,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1363,서울특별시,11,1111,종로구,309350,553350,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1364,서울특별시,11,1117,용산구,309050,550450,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1365,서울특별시,11,1138,은평구,303450,553750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1366,서울특별시,11,1168,강남구,316250,546650,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1367,서울특별시,11,1168,강남구,317050,543950,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1368,서울특별시,11,1111,종로구,311050,552950,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1369,서울특별시,11,1162,관악구,308350,542350,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1370,서울특별시,11,1114,중구,313050,551850,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1371,서울특별시,11,1153,구로구,301450,544250,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1372,서울특별시,11,1168,강남구,316450,546150,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1373,서울특별시,11,1165,서초구,314250,542950,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1374,서울특별시,11,1165,서초구,312950,543250,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1375,서울특별시,11,1130,강북구,314150,559650,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1376,서울특별시,11,1150,강서구,298550,548450,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1377,서울특별시,11,1130,강북구,314450,559750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1378,서울특별시,11,1156,영등포구,303050,543750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1379,서울특별시,11,1150,강서구,295450,553650,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1380,서울특별시,11,1168,강남구,318650,542550,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1381,서울특별시,11,1162,관악구,304650,540650,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1382,서울특별시,11,1150,강서구,297550,548250,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1383,서울특별시,11,1126,중랑구,319350,557850,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1384,서울특별시,11,1165,서초구,314450,542950,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1385,서울특별시,11,1141,서대문구,307150,554850,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1386,서울특별시,11,1159,동작구,305950,544850,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1387,서울특별시,11,1123,동대문구,314150,553450,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1388,서울특별시,11,1171,송파구,320350,544750,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1389,서울특별시,11,1171,송파구,323350,543950,25,0,0,0,25,0,0,0,0,0,0,GIS United INC.
1390,서울특별시,11,1121,광진구,319150,549150,25,0,0,0,0,0,0,0,0,0,0,GIS United INC.
1391,서울특별시,11,1171,송파구,321150,546150,25,0,0,0,0,0,0,0,0,0,0,GIS United INC.
1392,서울특별시,11,1147,양천구,299950,546750,125,0,0,0,25,0,0,0,50,25,0,GIS United INC.
1393,서울특별시,11,1162,관악구,306350,542850,50,0,0,0,25,0,0,25,0,0,0,GIS United INC.
1394,서울특별시,11,1153,구로구,302450,542450,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
1395,서울특별시,11,1114,중구,313250,551650,75,0,0,0,25,0,0,25,0,25,0,GIS United INC.
1396,서울특별시,11,1126,중랑구,320250,556350,275,0,0,0,25,0,0,25,200,25,0,GIS United INC.
1397,서울특별시,11,1153,구로구,297750,545150,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
1398,서울특별시,11,1159,동작구,304750,544650,50,0,0,0,0,0,0,25,0,25,0,GIS United INC.
1399,서울특별시,11,1156,영등포구,302050,547450,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
1400,서울특별시,11,1150,강서구,298250,551250,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
1401,서울특별시,11,1132,도봉구,313250,562150,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
1402,서울특별시,11,1135,노원구,317450,560850,100,0,0,0,25,0,0,25,25,25,0,GIS United INC.
1403,서울특별시,11,1123,동대문구,317850,553450,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
1404,서울특별시,11,1132,도봉구,313150,561750,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
1405,서울특별시,11,1123,동대문구,316850,552250,50,0,0,0,0,0,0,25,25,0,0,GIS United INC.
1406,서울특별시,11,1129,성북구,317050,557050,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
1407,서울특별시,11,1165,서초구,316150,541550,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
1408,서울특별시,11,1174,강동구,323450,549250,75,0,0,0,25,0,0,0,50,0,0,GIS United INC.
1409,서울특별시,11,1171,송파구,323750,545150,50,0,25,0,0,0,0,0,25,0,0,GIS United INC.
1410,서울특별시,11,1126,중랑구,319750,553550,250,0,0,0,25,0,0,0,175,50,0,GIS United INC.
1411,서울특별시,11,1162,관악구,308550,542250,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
1412,서울특별시,11,1129,성북구,313850,556450,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
1413,서울특별시,11,1147,양천구,300850,547650,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1414,서울특별시,11,1168,강남구,316250,543950,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
1415,서울특별시,11,1111,종로구,309750,552650,75,0,0,0,0,0,0,0,75,0,0,GIS United INC.
1416,서울특별시,11,1126,중랑구,318950,555150,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
1417,서울특별시,11,1168,강남구,314350,547250,400,0,0,0,25,0,0,0,325,50,0,GIS United INC.
1418,서울특별시,11,1165,서초구,313350,544050,175,0,0,0,25,0,0,0,100,50,0,GIS United INC.
1419,서울특별시,11,1165,서초구,314150,544450,375,0,0,50,50,0,0,0,200,75,0,GIS United INC.
1420,서울특별시,11,1168,강남구,314250,544350,125,0,0,0,0,0,0,0,125,0,0,GIS United INC.
1421,서울특별시,11,1159,동작구,310150,543050,200,0,0,0,0,0,0,0,150,50,0,GIS United INC.
1422,서울특별시,11,1168,강남구,316350,544550,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
1423,서울특별시,11,1168,강남구,313750,547250,50,0,0,0,25,0,0,0,25,0,0,GIS United INC.
1424,서울특별시,11,1121,광진구,319150,547850,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1425,서울특별시,11,1174,강동구,324250,550650,150,0,0,0,0,0,0,0,75,75,0,GIS United INC.
1426,서울특별시,11,1174,강동구,326750,550850,100,0,0,0,25,0,0,0,50,25,0,GIS United INC.
1427,서울특별시,11,1174,강동구,322950,548850,300,0,0,0,0,0,0,0,225,75,0,GIS United INC.
1428,서울특별시,11,1174,강동구,325450,550550,225,0,0,0,25,0,0,0,150,50,0,GIS United INC.
1429,서울특별시,11,1168,강남구,314350,547050,275,0,0,0,0,0,0,0,250,25,0,GIS United INC.
1430,서울특별시,11,1123,동대문구,315650,553450,250,0,0,0,0,0,0,0,200,50,0,GIS United INC.
1431,서울특별시,11,1130,강북구,313550,557950,300,0,0,0,50,0,0,0,200,50,0,GIS United INC.
1432,서울특별시,11,1150,강서구,297750,549350,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1433,서울특별시,11,1144,마포구,304250,550250,75,0,0,0,0,0,0,0,25,50,0,GIS United INC.
1434,서울특별시,11,1150,강서구,299050,551150,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1435,서울특별시,11,1150,강서구,298250,548350,200,0,0,0,25,0,0,0,150,25,0,GIS United INC.
1436,서울특별시,11,1162,관악구,307850,543050,250,0,0,0,25,0,0,0,175,50,0,GIS United INC.
1437,서울특별시,11,1162,관악구,305550,543050,225,0,0,0,50,0,0,0,100,75,0,GIS United INC.
1438,서울특별시,11,1132,도봉구,315050,561350,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1439,서울특별시,11,1130,강북구,314150,558850,75,0,0,0,0,0,0,0,75,0,0,GIS United INC.
1440,서울특별시,11,1111,종로구,311150,552550,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
1441,서울특별시,11,1159,동작구,305550,544650,175,0,0,0,50,0,0,0,75,50,0,GIS United INC.
1442,서울특별시,11,1156,영등포구,303450,547150,150,0,0,0,0,0,0,0,75,75,0,GIS United INC.
1443,서울특별시,11,1174,강동구,323350,549150,175,0,0,0,50,0,0,0,100,25,0,GIS United INC.
1444,서울특별시,11,1174,강동구,326550,550950,125,0,0,0,0,0,0,0,75,50,0,GIS United INC.
1445,서울특별시,11,1162,관악구,306250,543250,50,0,0,0,25,0,0,0,25,0,0,GIS United INC.
1446,서울특별시,11,1135,노원구,319050,563550,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1447,서울특별시,11,1168,강남구,317250,543850,175,0,0,0,25,0,0,0,125,25,0,GIS United INC.
1448,서울특별시,11,1130,강북구,314050,560450,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1449,서울특별시,11,1147,양천구,298850,547250,100,0,0,0,25,0,0,0,25,50,0,GIS United INC.
1450,서울특별시,11,1168,강남구,313750,546550,425,0,0,0,25,0,0,0,350,50,0,GIS United INC.
1451,서울특별시,11,1144,마포구,307750,549650,150,0,0,0,25,0,0,0,75,50,0,GIS United INC.
1452,서울특별시,11,1171,송파구,323350,544150,250,0,0,0,50,0,0,0,125,75,0,GIS United INC.
1453,서울특별시,11,1144,마포구,303350,552550,400,0,0,0,50,0,0,0,300,50,0,GIS United INC.
1454,서울특별시,11,1138,은평구,304650,555050,150,0,0,0,25,0,0,0,75,50,0,GIS United INC.
1455,서울특별시,11,1111,종로구,309450,553150,200,0,0,0,50,0,0,0,125,25,0,GIS United INC.
1456,서울특별시,11,1153,구로구,301550,543550,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
1457,서울특별시,11,1153,구로구,302150,543650,325,0,0,0,25,0,0,0,250,50,0,GIS United INC.
1458,서울특별시,11,1135,노원구,317750,562950,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1459,서울특별시,11,1130,강북구,314350,560150,125,0,0,25,0,0,0,0,75,25,0,GIS United INC.
1460,서울특별시,11,1168,강남구,314250,546950,175,0,0,0,0,0,0,0,175,0,0,GIS United INC.
1461,서울특별시,11,1114,중구,312550,552050,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1462,서울특별시,11,1141,서대문구,306950,554450,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
1463,서울특별시,11,1121,광진구,319750,550450,125,0,0,0,0,0,0,0,75,50,0,GIS United INC.
1464,서울특별시,11,1135,노원구,317350,561450,250,0,0,0,50,0,0,0,150,50,0,GIS United INC.
1465,서울특별시,11,1135,노원구,318750,563150,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1466,서울특별시,11,1129,성북구,317050,556850,75,0,0,0,50,0,0,0,25,0,0,GIS United INC.
1467,서울특별시,11,1147,양천구,299850,545750,150,0,0,0,50,0,0,0,25,75,0,GIS United INC.
1468,서울특별시,11,1171,송파구,324550,543750,550,0,0,0,50,0,0,0,375,125,0,GIS United INC.
1469,서울특별시,11,1120,성동구,313750,550050,200,0,0,0,25,0,0,0,125,50,0,GIS United INC.
1470,서울특별시,11,1135,노원구,318250,562150,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
1471,서울특별시,11,1129,성북구,315050,557050,125,0,0,0,25,0,0,0,75,25,0,GIS United INC.
1472,서울특별시,11,1135,노원구,318350,560150,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1473,서울특별시,11,1123,동대문구,316950,552550,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1474,서울특별시,11,1153,구로구,300750,544450,50,0,0,0,25,0,0,0,25,0,0,GIS United INC.
1475,서울특별시,11,1126,중랑구,319550,553250,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1476,서울특별시,11,1171,송파구,322850,545550,125,0,0,0,0,0,0,0,75,50,0,GIS United INC.
1477,서울특별시,11,1130,강북구,314150,559850,575,0,0,0,25,0,0,0,475,75,0,GIS United INC.
1478,서울특별시,11,1114,중구,310450,551750,125,0,0,0,0,0,0,0,125,0,0,GIS United INC.
1479,서울특별시,11,1123,동대문구,317850,552650,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
1480,서울특별시,11,1171,송파구,320250,544850,150,0,0,25,0,0,25,0,75,25,0,GIS United INC.
1481,서울특별시,11,1135,노원구,318750,561350,250,0,0,0,50,0,0,0,150,50,0,GIS United INC.
1482,서울특별시,11,1154,금천구,303050,539350,125,0,0,0,25,0,0,0,25,75,0,GIS United INC.
1483,서울특별시,11,1147,양천구,297950,546950,100,0,0,0,0,0,0,0,75,25,0,GIS United INC.
1484,서울특별시,11,1159,동작구,305650,544750,175,0,0,0,50,0,0,0,75,50,0,GIS United INC.
1485,서울특별시,11,1129,성북구,312750,556750,200,0,0,0,0,0,0,0,125,75,0,GIS United INC.
1486,서울특별시,11,1165,서초구,313350,544150,200,0,0,0,25,0,0,0,125,50,0,GIS United INC.
1487,서울특별시,11,1168,강남구,314650,547250,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
1488,서울특별시,11,1138,은평구,304550,558550,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1489,서울특별시,11,1144,마포구,303250,552750,75,0,0,0,0,0,0,0,25,50,0,GIS United INC.
1490,서울특별시,11,1168,강남구,315150,547250,200,0,0,0,0,0,0,0,75,125,0,GIS United INC.
1491,서울특별시,11,1171,송파구,319650,545250,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
1492,서울특별시,11,1120,성동구,313750,549950,175,0,0,0,0,0,0,0,125,50,0,GIS United INC.
1493,서울특별시,11,1132,도봉구,314850,562150,100,0,0,0,25,0,0,0,50,25,0,GIS United INC.
1494,서울특별시,11,1159,동작구,306750,546250,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
1495,서울특별시,11,1156,영등포구,305750,546850,225,0,0,0,0,0,0,0,175,50,0,GIS United INC.
1496,서울특별시,11,1135,노원구,316950,563150,275,0,0,0,50,0,0,0,175,50,0,GIS United INC.
1497,서울특별시,11,1130,강북구,314050,559850,150,0,0,0,0,0,0,0,100,50,0,GIS United INC.
1498,서울특별시,11,1174,강동구,325550,550450,175,0,0,0,25,0,0,0,100,50,0,GIS United INC.
1499,서울특별시,11,1114,중구,310450,551850,200,0,0,0,50,0,0,0,75,75,0,GIS United INC.
1500,서울특별시,11,1165,서초구,312150,545550,150,0,0,0,25,0,0,0,75,50,0,GIS United INC.
1501,서울특별시,11,1153,구로구,297950,544350,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
1502,서울특별시,11,1168,강남구,314750,545550,200,0,0,0,25,0,25,0,100,50,0,GIS United INC.
1503,서울특별시,11,1174,강동구,323750,547550,275,0,0,0,25,0,0,0,200,50,0,GIS United INC.
1504,서울특별시,11,1141,서대문구,307250,555750,50,0,0,0,25,0,0,0,25,0,0,GIS United INC.
1505,서울특별시,11,1150,강서구,295350,553450,200,0,0,0,50,0,0,0,100,50,0,GIS United INC.
1506,서울특별시,11,1168,강남구,315550,547550,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1507,서울특별시,11,1126,중랑구,318850,555150,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
1508,서울특별시,11,1165,서초구,311950,545250,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
1509,서울특별시,11,1126,중랑구,319750,553450,150,0,0,0,25,0,0,0,100,25,0,GIS United INC.
1510,서울특별시,11,1141,서대문구,307350,554150,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1511,서울특별시,11,1138,은평구,303950,555750,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
1512,서울특별시,11,1165,서초구,313350,546750,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1513,서울특별시,11,1165,서초구,313750,545550,100,0,0,0,0,0,0,0,75,25,0,GIS United INC.
1514,서울특별시,11,1114,중구,310450,551450,175,0,0,0,0,0,0,0,150,25,0,GIS United INC.
1515,서울특별시,11,1162,관악구,308850,541850,150,0,0,0,25,0,0,0,100,25,0,GIS United INC.
1516,서울특별시,11,1165,서초구,315750,541450,75,0,0,0,0,0,0,0,25,50,0,GIS United INC.
1517,서울특별시,11,1156,영등포구,305150,547150,150,0,0,0,0,0,0,0,100,50,0,GIS United INC.
1518,서울특별시,11,1159,동작구,309350,542950,200,0,0,0,50,0,0,0,100,50,0,GIS United INC.
1519,서울특별시,11,1138,은평구,304950,557850,75,0,0,0,25,0,0,0,50,0,0,GIS United INC.
1520,서울특별시,11,1147,양천구,300750,549950,75,0,0,0,0,0,0,0,25,50,0,GIS United INC.
1521,서울특별시,11,1165,서초구,311250,543050,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1522,서울특별시,11,1129,성북구,315050,556650,50,0,0,0,25,0,0,0,25,0,0,GIS United INC.
1523,서울특별시,11,1168,강남구,314250,544550,250,0,0,0,0,0,0,0,175,75,0,GIS United INC.
1524,서울특별시,11,1171,송파구,325250,544150,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1525,서울특별시,11,1117,용산구,309350,546950,250,0,0,0,25,0,0,0,125,100,0,GIS United INC.
1526,서울특별시,11,1114,중구,312550,552150,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
1527,서울특별시,11,1111,종로구,311150,552450,125,0,0,0,0,0,0,0,100,25,0,GIS United INC.
1528,서울특별시,11,1135,노원구,316550,558850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1529,서울특별시,11,1171,송파구,325450,543950,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1530,서울특별시,11,1114,중구,313850,551950,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
1531,서울특별시,11,1174,강동구,323550,548450,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
1532,서울특별시,11,1168,강남구,314450,547250,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
1533,서울특별시,11,1129,성북구,317650,557150,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
1534,서울특별시,11,1168,강남구,314050,545050,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
1535,서울특별시,11,1168,강남구,313950,547350,100,0,0,0,0,0,0,0,75,25,0,GIS United INC.
1536,서울특별시,11,1150,강서구,298650,551050,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
1537,서울특별시,11,1168,강남구,316350,546550,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
1538,서울특별시,11,1111,종로구,310550,552350,100,0,0,0,0,0,0,0,25,75,0,GIS United INC.
1539,서울특별시,11,1147,양천구,299750,547750,550,0,0,25,100,0,0,0,350,75,0,GIS United INC.
1540,서울특별시,11,1132,도봉구,315650,562550,75,0,0,0,0,0,25,0,50,0,0,GIS United INC.
1541,서울특별시,11,1171,송파구,322750,545650,100,0,0,0,0,0,0,0,75,25,0,GIS United INC.
1542,서울특별시,11,1156,영등포구,302650,548850,125,0,0,0,25,0,0,0,100,0,0,GIS United INC.
1543,서울특별시,11,1168,강남구,317350,544550,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
1544,서울특별시,11,1117,용산구,309250,548050,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1545,서울특별시,11,1165,서초구,312050,542750,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1546,서울특별시,11,1121,광진구,317850,549950,50,0,0,0,0,0,25,0,25,0,0,GIS United INC.
1547,서울특별시,11,1114,중구,311450,552050,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1548,서울특별시,11,1168,강남구,315250,544650,125,0,0,0,25,0,25,0,75,0,0,GIS United INC.
1549,서울특별시,11,1141,서대문구,305450,551350,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1550,서울특별시,11,1168,강남구,316350,541850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1551,서울특별시,11,1130,강북구,314150,560350,50,0,0,0,25,0,0,0,25,0,0,GIS United INC.
1552,서울특별시,11,1135,노원구,318750,562750,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1553,서울특별시,11,1114,중구,310450,551550,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1554,서울특별시,11,1135,노원구,316350,558650,100,0,0,0,25,0,0,0,25,50,0,GIS United INC.
1555,서울특별시,11,1174,강동구,323050,548850,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1556,서울특별시,11,1121,광진구,319250,548750,175,0,0,0,50,0,0,0,75,50,0,GIS United INC.
1557,서울특별시,11,1168,강남구,317050,545450,200,0,0,0,0,0,0,0,100,100,0,GIS United INC.
1558,서울특별시,11,1114,중구,310350,551750,150,0,0,0,0,0,0,0,125,25,0,GIS United INC.
1559,서울특별시,11,1144,마포구,307650,549550,100,0,0,0,0,0,0,0,75,25,0,GIS United INC.
1560,서울특별시,11,1121,광진구,320450,548750,275,0,0,0,25,0,0,0,175,75,0,GIS United INC.
1561,서울특별시,11,1144,마포구,305050,550950,300,0,0,0,25,0,0,0,200,75,0,GIS United INC.
1562,서울특별시,11,1168,강남구,314450,546850,75,0,0,25,0,0,0,0,50,0,0,GIS United INC.
1563,서울특별시,11,1168,강남구,315550,545050,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
1564,서울특별시,11,1168,강남구,315850,547550,100,0,0,0,25,0,0,0,75,0,0,GIS United INC.
1565,서울특별시,11,1168,강남구,316150,544950,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
1566,서울특별시,11,1171,송파구,322450,544450,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1567,서울특별시,11,1162,관악구,305450,542950,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1568,서울특별시,11,1130,강북구,314650,557250,75,0,0,0,0,0,0,0,75,0,0,GIS United INC.
1569,서울특별시,11,1144,마포구,307450,549550,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
1570,서울특별시,11,1144,마포구,303950,550950,125,0,0,0,0,0,0,0,75,50,0,GIS United INC.
1571,서울특별시,11,1168,강남구,315250,544850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1572,서울특별시,11,1126,중랑구,320650,555150,75,0,0,0,0,0,0,0,75,0,0,GIS United INC.
1573,서울특별시,11,1168,강남구,314250,544750,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1574,서울특별시,11,1117,용산구,308250,548850,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
1575,서울특별시,11,1174,강동구,323650,547150,125,0,0,0,50,0,0,0,25,50,0,GIS United INC.
1576,서울특별시,11,1154,금천구,303350,542550,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
1577,서울특별시,11,1138,은평구,306050,557650,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1578,서울특별시,11,1174,강동구,324550,550350,125,0,0,0,25,0,0,0,75,25,0,GIS United INC.
1579,서울특별시,11,1141,서대문구,305150,553850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1580,서울특별시,11,1147,양천구,301550,548850,50,0,0,0,25,0,0,0,25,0,0,GIS United INC.
1581,서울특별시,11,1171,송파구,322850,544950,100,0,0,0,25,0,25,0,25,25,0,GIS United INC.
1582,서울특별시,11,1144,마포구,307050,550650,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1583,서울특별시,11,1135,노원구,317950,562850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
1584,서울특별시,11,1171,송파구,323150,544050,175,0,0,0,25,0,0,0,100,50,0,GIS United INC.
1585,서울특별시,11,1120,성동구,314550,551050,125,0,0,0,25,0,0,0,75,25,0,GIS United INC.
1586,서울특별시,11,1123,동대문구,317350,554650,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
1587,서울특별시,11,1141,서대문구,306850,554950,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
