,MEGA_NM,MEGA_CD,CTY_CD,CTY_NM,X_AXIS,Y_AXIS,TOTAL,종합전문병,한방병원,치과병원,한의원,조산원,일반병원,요양병원,의원,치과의원,종합병원,소유권
0,서울특별시,11,1168,강남구,316350,546450,25,0,0,0,0,0,0,0,0,0,0,GIS United INC.
1,서울특별시,11,1174,강동구,322950,547850,75,0,0,0,25,0,0,0,25,0,0,GIS United INC.
2,서울특별시,11,1154,금천구,303050,539450,125,0,0,0,0,0,0,0,75,25,0,GIS United INC.
3,서울특별시,11,1138,은평구,305650,556150,25,0,0,0,0,0,0,0,0,0,0,GIS United INC.
4,서울특별시,11,1114,중구,313150,551850,25,0,0,0,0,0,0,0,0,0,0,GIS United INC.
5,서울특별시,11,1141,서대문구,305450,552050,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
6,서울특별시,11,1111,종로구,313250,552750,225,0,0,0,75,0,0,25,50,75,0,GIS United INC.
7,서울특별시,11,1132,도봉구,313150,562050,50,0,0,0,0,0,0,25,0,25,0,GIS United INC.
8,서울특별시,11,1156,영등포구,302550,549350,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
9,서울특별시,11,1135,노원구,317250,561850,175,0,0,0,50,0,0,25,75,25,0,GIS United INC.
10,서울특별시,11,1153,구로구,297350,544150,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
11,서울특별시,11,1171,송파구,321850,545650,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
12,서울특별시,11,1150,강서구,299050,551450,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
13,서울특별시,11,1156,영등포구,302350,546150,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
14,서울특별시,11,1168,강남구,316450,541650,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
15,서울특별시,11,1130,강북구,314050,559350,50,0,0,0,0,0,0,25,0,25,0,GIS United INC.
16,서울특별시,11,1130,강북구,312550,560050,25,0,0,0,0,0,0,25,0,0,0,GIS United INC.
17,서울특별시,11,1154,금천구,302750,542150,125,0,0,0,0,0,0,0,100,25,0,GIS United INC.
18,서울특별시,11,1165,서초구,311350,543050,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
19,서울특별시,11,1135,노원구,317350,561650,300,0,0,0,50,0,0,0,150,100,0,GIS United INC.
20,서울특별시,11,1168,강남구,313650,546450,475,0,0,0,25,0,0,0,300,150,0,GIS United INC.
21,서울특별시,11,1165,서초구,314050,544650,425,0,0,0,25,0,0,0,325,75,0,GIS United INC.
22,서울특별시,11,1171,송파구,323050,543450,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
23,서울특별시,11,1129,성북구,314050,556150,75,0,0,0,0,0,0,0,75,0,0,GIS United INC.
24,서울특별시,11,1168,강남구,314250,547450,625,0,0,0,100,0,0,0,475,50,0,GIS United INC.
25,서울특별시,11,1171,송파구,320750,545350,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
26,서울특별시,11,1171,송파구,321550,543850,75,0,0,0,0,0,0,0,25,50,0,GIS United INC.
27,서울특별시,11,1168,강남구,314350,547550,325,0,0,0,0,0,0,0,225,100,0,GIS United INC.
28,서울특별시,11,1168,강남구,314850,544650,200,0,0,0,0,0,0,0,100,100,0,GIS United INC.
29,서울특별시,11,1165,서초구,314050,544850,175,0,0,0,0,0,0,0,125,50,0,GIS United INC.
30,서울특별시,11,1165,서초구,313450,546350,125,0,0,0,25,0,0,0,100,0,0,GIS United INC.
31,서울특별시,11,1168,강남구,313650,546050,75,0,0,0,25,0,0,0,50,0,0,GIS United INC.
32,서울특별시,11,1168,강남구,316050,544550,75,0,0,0,0,0,0,0,25,50,0,GIS United INC.
33,서울특별시,11,1165,서초구,310650,544950,125,0,0,0,25,0,0,0,50,50,0,GIS United INC.
34,서울특별시,11,1168,강남구,313550,546350,275,0,0,0,0,0,0,0,225,50,0,GIS United INC.
35,서울특별시,11,1168,강남구,315950,542350,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
36,서울특별시,11,1130,강북구,315450,558850,200,0,0,0,25,0,0,0,125,50,0,GIS United INC.
37,서울특별시,11,1165,서초구,311650,544550,125,0,0,0,25,0,0,0,50,50,0,GIS United INC.
38,서울특별시,11,1159,동작구,306250,545250,100,0,0,0,0,0,0,0,75,25,0,GIS United INC.
39,서울특별시,11,1168,강남구,314950,545050,150,0,0,0,25,0,0,0,50,75,0,GIS United INC.
40,서울특별시,11,1174,강동구,323650,549650,175,0,0,0,0,0,0,0,125,50,0,GIS United INC.
41,서울특별시,11,1174,강동구,323750,547350,400,0,0,0,50,0,0,0,275,75,0,GIS United INC.
42,서울특별시,11,1174,강동구,322750,548650,150,0,0,0,50,0,0,0,50,50,0,GIS United INC.
43,서울특별시,11,1171,송파구,321650,545650,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
44,서울특별시,11,1174,강동구,323050,548650,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
45,서울특별시,11,1126,중랑구,320550,555550,200,0,0,0,25,0,0,0,150,25,0,GIS United INC.
46,서울특별시,11,1130,강북구,314550,557250,225,0,0,0,25,0,0,0,100,100,0,GIS United INC.
47,서울특별시,11,1130,강북구,313350,560450,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
48,서울특별시,11,1111,종로구,311950,554050,100,0,0,0,25,0,0,0,25,50,0,GIS United INC.
49,서울특별시,11,1126,중랑구,318850,555650,125,0,0,0,50,0,0,0,50,25,0,GIS United INC.
50,서울특별시,11,1153,구로구,303050,542950,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
51,서울특별시,11,1117,용산구,308850,549750,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
52,서울특별시,11,1168,강남구,317250,545550,200,0,0,0,50,0,0,0,100,50,0,GIS United INC.
53,서울특별시,11,1159,동작구,306150,546150,125,0,0,0,50,0,0,0,25,50,0,GIS United INC.
54,서울특별시,11,1141,서대문구,308550,552450,225,0,0,0,50,0,0,0,100,75,0,GIS United INC.
55,서울특별시,11,1168,강남구,318450,543750,275,0,0,0,25,0,0,0,225,25,0,GIS United INC.
56,서울특별시,11,1120,성동구,314950,551450,225,0,0,0,0,0,0,0,200,25,0,GIS United INC.
57,서울특별시,11,1114,중구,310650,552150,100,0,0,0,0,0,0,0,25,75,0,GIS United INC.
58,서울특별시,11,1159,동작구,310150,543250,225,0,0,0,0,0,0,0,125,100,0,GIS United INC.
59,서울특별시,11,1171,송파구,321150,546850,100,0,0,0,25,0,0,0,50,25,0,GIS United INC.
60,서울특별시,11,1159,동작구,305150,545550,100,0,0,0,0,0,0,0,100,0,0,GIS United INC.
61,서울특별시,11,1123,동대문구,315250,553650,100,0,0,0,75,0,0,0,25,0,0,GIS United INC.
62,서울특별시,11,1121,광진구,319550,551050,100,0,0,0,25,0,0,0,50,25,0,GIS United INC.
63,서울특별시,11,1168,강남구,316850,543650,175,0,0,0,25,0,0,0,125,25,0,GIS United INC.
64,서울특별시,11,1138,은평구,304050,557450,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
65,서울특별시,11,1121,광진구,319150,548650,175,0,0,0,0,0,0,0,125,50,0,GIS United INC.
66,서울특별시,11,1144,마포구,304950,550850,250,0,0,0,0,0,0,0,175,75,0,GIS United INC.
67,서울특별시,11,1117,용산구,311550,548550,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
68,서울특별시,11,1162,관악구,308050,542550,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
69,서울특별시,11,1156,영등포구,303950,544750,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
70,서울특별시,11,1153,구로구,299250,544350,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
71,서울특별시,11,1121,광진구,320450,549150,150,0,0,0,25,0,0,0,100,25,0,GIS United INC.
72,서울특별시,11,1114,중구,313050,551350,125,0,0,0,0,0,0,0,100,25,0,GIS United INC.
73,서울특별시,11,1168,강남구,313650,546550,325,0,0,0,0,0,0,0,250,75,0,GIS United INC.
74,서울특별시,11,1123,동대문구,317350,554550,125,0,0,0,25,0,0,0,50,50,0,GIS United INC.
75,서울특별시,11,1144,마포구,305350,551350,75,0,0,0,25,0,0,0,50,0,0,GIS United INC.
76,서울특별시,11,1138,은평구,305250,558050,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
77,서울특별시,11,1153,구로구,299250,544050,100,0,0,0,50,0,0,0,25,25,0,GIS United INC.
78,서울특별시,11,1168,강남구,314750,547750,150,0,0,0,0,0,0,0,75,75,0,GIS United INC.
79,서울특별시,11,1156,영등포구,303850,545350,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
80,서울특별시,11,1165,서초구,311150,544850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
81,서울특별시,11,1121,광진구,319850,548350,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
82,서울특별시,11,1159,동작구,309450,542750,75,0,0,0,50,0,0,0,25,0,0,GIS United INC.
83,서울특별시,11,1165,서초구,311850,545150,200,0,0,0,25,0,0,0,125,50,0,GIS United INC.
84,서울특별시,11,1111,종로구,311250,552450,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
85,서울특별시,11,1168,강남구,314850,545550,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
86,서울특별시,11,1123,동대문구,316950,553150,100,0,0,0,0,0,0,0,100,0,0,GIS United INC.
87,서울특별시,11,1138,은평구,302550,553950,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
88,서울특별시,11,1135,노원구,317350,561950,125,0,0,0,0,0,0,0,50,75,0,GIS United INC.
89,서울특별시,11,1117,용산구,309350,549650,150,0,0,0,0,0,0,0,75,75,0,GIS United INC.
90,서울특별시,11,1162,관악구,304450,541850,125,0,0,0,25,0,0,0,75,25,0,GIS United INC.
91,서울특별시,11,1150,강서구,295250,552150,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
92,서울특별시,11,1159,동작구,308350,545550,75,0,0,0,0,0,0,0,75,0,0,GIS United INC.
93,서울특별시,11,1156,영등포구,303350,545850,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
94,서울특별시,11,1121,광진구,319650,549550,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
95,서울특별시,11,1174,강동구,323950,550650,175,0,0,0,75,0,0,0,75,25,0,GIS United INC.
96,서울특별시,11,1120,성동구,314750,551650,75,0,0,0,50,0,0,0,25,0,0,GIS United INC.
97,서울특별시,11,1159,동작구,308850,545450,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
98,서울특별시,11,1144,마포구,307650,549650,250,0,0,0,75,0,0,0,150,25,0,GIS United INC.
99,서울특별시,11,1165,서초구,314150,543350,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
100,서울특별시,11,1120,성동구,313550,550650,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
101,서울특별시,11,1154,금천구,303250,538350,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
102,서울특별시,11,1168,강남구,313750,545850,200,0,0,0,25,0,0,0,100,75,0,GIS United INC.
103,서울특별시,11,1138,은평구,304650,557050,225,0,0,0,25,0,0,0,150,50,0,GIS United INC.
104,서울특별시,11,1171,송파구,322050,545750,125,0,0,0,75,0,0,0,50,0,0,GIS United INC.
105,서울특별시,11,1129,성북구,313750,554450,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
106,서울특별시,11,1162,관악구,305450,542750,100,0,0,0,25,0,0,0,75,0,0,GIS United INC.
107,서울특별시,11,1156,영등포구,303350,546950,150,0,0,0,0,0,0,0,125,25,0,GIS United INC.
108,서울특별시,11,1168,강남구,315450,547450,125,0,0,0,0,0,0,0,125,0,0,GIS United INC.
109,서울특별시,11,1132,도봉구,315050,562950,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
110,서울특별시,11,1123,동대문구,316950,553050,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
111,서울특별시,11,1144,마포구,303850,552150,100,0,0,0,0,0,0,0,75,25,0,GIS United INC.
112,서울특별시,11,1132,도봉구,316250,565250,75,0,0,0,0,0,0,0,25,50,0,GIS United INC.
113,서울특별시,11,1150,강서구,298850,551850,175,0,0,0,25,0,0,0,125,25,0,GIS United INC.
114,서울특별시,11,1141,서대문구,306750,554950,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
115,서울특별시,11,1153,구로구,299750,544550,150,0,0,0,25,0,0,0,75,50,0,GIS United INC.
116,서울특별시,11,1123,동대문구,317650,552550,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
117,서울특별시,11,1144,마포구,305650,550750,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
118,서울특별시,11,1168,강남구,315950,541850,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
119,서울특별시,11,1126,중랑구,320750,555150,100,0,0,0,50,0,0,0,25,25,0,GIS United INC.
120,서울특별시,11,1168,강남구,314950,544550,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
121,서울특별시,11,1174,강동구,324650,548450,100,0,0,0,25,0,0,0,25,50,0,GIS United INC.
122,서울특별시,11,1156,영등포구,303850,545750,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
123,서울특별시,11,1168,강남구,314150,547450,375,0,0,0,0,0,0,0,300,75,0,GIS United INC.
124,서울특별시,11,1117,용산구,312350,548350,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
125,서울특별시,11,1171,송파구,323650,543950,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
126,서울특별시,11,1168,강남구,314450,544550,225,0,0,0,25,0,0,0,150,50,0,GIS United INC.
127,서울특별시,11,1162,관악구,305850,541750,175,0,0,0,25,0,0,0,100,50,0,GIS United INC.
128,서울특별시,11,1144,마포구,307050,550950,225,0,0,0,50,0,0,0,100,75,0,GIS United INC.
129,서울특별시,11,1168,강남구,314550,547650,225,0,0,0,50,0,0,0,100,75,0,GIS United INC.
130,서울특별시,11,1165,서초구,313950,544950,250,0,0,0,25,0,0,0,150,75,0,GIS United INC.
131,서울특별시,11,1126,중랑구,319450,555250,125,0,0,0,0,0,0,0,75,50,0,GIS United INC.
132,서울특별시,11,1126,중랑구,319750,553750,75,0,0,0,25,0,0,0,50,0,0,GIS United INC.
133,서울특별시,11,1171,송파구,320150,545350,100,0,0,0,25,0,0,0,75,0,0,GIS United INC.
134,서울특별시,11,1135,노원구,317550,557350,175,0,0,0,0,0,0,0,125,25,25,GIS United INC.
135,서울특별시,11,1165,서초구,314250,544250,250,0,0,0,0,0,0,0,200,50,0,GIS United INC.
136,서울특별시,11,1168,강남구,315950,547450,75,0,0,0,0,0,0,0,75,0,0,GIS United INC.
137,서울특별시,11,1114,중구,312750,550650,150,0,0,0,25,0,0,0,75,50,0,GIS United INC.
138,서울특별시,11,1150,강서구,297450,550050,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
139,서울특별시,11,1121,광진구,321450,550050,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
140,서울특별시,11,1111,종로구,312050,553950,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
141,서울특별시,11,1114,중구,313250,551750,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
142,서울특별시,11,1165,서초구,313050,543150,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
143,서울특별시,11,1165,서초구,313150,543250,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
144,서울특별시,11,1114,중구,308950,551150,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
145,서울특별시,11,1132,도봉구,315050,562650,100,0,0,0,25,0,0,0,50,25,0,GIS United INC.
146,서울특별시,11,1132,도봉구,316050,563850,75,0,0,0,25,0,0,0,50,0,0,GIS United INC.
147,서울특별시,11,1126,중랑구,319550,555050,50,0,0,0,25,0,0,0,25,0,0,GIS United INC.
148,서울특별시,11,1168,강남구,315350,543850,175,0,0,0,75,0,0,0,50,50,0,GIS United INC.
149,서울특별시,11,1111,종로구,312850,552750,50,0,0,0,25,0,0,0,25,0,0,GIS United INC.
150,서울특별시,11,1154,금천구,302350,542350,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
151,서울특별시,11,1144,마포구,306750,549450,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
152,서울특별시,11,1165,서초구,310250,543350,200,0,0,0,25,0,0,0,100,75,0,GIS United INC.
153,서울특별시,11,1168,강남구,313550,546250,125,0,0,0,0,0,0,0,100,25,0,GIS United INC.
154,서울특별시,11,1141,서대문구,306850,551050,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
155,서울특별시,11,1130,강북구,314550,557350,175,0,0,0,25,0,0,0,100,50,0,GIS United INC.
156,서울특별시,11,1168,강남구,316650,545350,125,0,0,0,25,0,0,0,75,25,0,GIS United INC.
157,서울특별시,11,1168,강남구,315050,544650,100,0,0,0,0,0,0,0,50,50,0,GIS United INC.
158,서울특별시,11,1114,중구,312450,552050,75,0,0,0,0,0,0,0,25,50,0,GIS United INC.
159,서울특별시,11,1150,강서구,297550,549450,150,0,0,0,25,0,0,0,100,25,0,GIS United INC.
160,서울특별시,11,1144,마포구,304850,550850,150,0,0,0,0,0,0,0,125,25,0,GIS United INC.
161,서울특별시,11,1168,강남구,314550,546450,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
162,서울특별시,11,1159,동작구,310050,542150,150,0,0,0,50,0,0,0,50,50,0,GIS United INC.
163,서울특별시,11,1147,양천구,300750,547650,100,0,0,0,25,0,0,0,25,50,0,GIS United INC.
164,서울특별시,11,1129,성북구,313650,556950,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
165,서울특별시,11,1114,중구,309550,551650,125,0,0,0,25,0,0,0,50,50,0,GIS United INC.
166,서울특별시,11,1153,구로구,302550,542950,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
167,서울특별시,11,1153,구로구,298350,545050,125,0,0,0,50,0,0,0,50,25,0,GIS United INC.
168,서울특별시,11,1168,강남구,314850,545750,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
169,서울특별시,11,1135,노원구,318550,557650,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
170,서울특별시,11,1168,강남구,316050,545150,200,0,0,25,25,0,0,0,100,50,0,GIS United INC.
171,서울특별시,11,1168,강남구,315650,544650,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
172,서울특별시,11,1154,금천구,302650,541350,175,0,0,0,25,0,0,0,100,50,0,GIS United INC.
173,서울특별시,11,1114,중구,310550,551750,125,0,0,25,25,0,0,0,50,25,0,GIS United INC.
174,서울특별시,11,1174,강동구,324750,550150,100,0,0,0,25,0,0,0,50,25,0,GIS United INC.
175,서울특별시,11,1147,양천구,300850,547450,150,0,25,0,25,0,0,0,50,50,0,GIS United INC.
176,서울특별시,11,1126,중랑구,318650,557250,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
177,서울특별시,11,1147,양천구,297050,547250,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
178,서울특별시,11,1165,서초구,311750,542250,100,0,0,0,25,0,0,0,25,50,0,GIS United INC.
179,서울특별시,11,1150,강서구,299550,551150,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
180,서울특별시,11,1114,중구,309850,551450,125,0,0,0,25,0,0,0,25,75,0,GIS United INC.
181,서울특별시,11,1168,강남구,316150,546850,175,0,0,0,25,0,0,0,100,50,0,GIS United INC.
182,서울특별시,11,1120,성동구,313950,550850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
183,서울특별시,11,1168,강남구,314750,547650,75,0,0,0,25,0,0,0,50,0,0,GIS United INC.
184,서울특별시,11,1153,구로구,302950,542850,75,0,0,0,0,0,0,0,25,50,0,GIS United INC.
185,서울특별시,11,1168,강남구,314550,544550,175,0,0,0,25,0,0,0,50,100,0,GIS United INC.
186,서울특별시,11,1165,서초구,314150,543850,150,0,0,0,0,0,0,0,125,25,0,GIS United INC.
187,서울특별시,11,1162,관악구,305150,540750,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
188,서울특별시,11,1111,종로구,313250,553150,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
189,서울특별시,11,1129,성북구,312750,554350,50,0,0,0,25,0,0,0,25,0,0,GIS United INC.
190,서울특별시,11,1168,강남구,316850,545850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
191,서울특별시,11,1144,마포구,304350,550150,100,0,0,0,0,0,0,0,75,25,0,GIS United INC.
192,서울특별시,11,1165,서초구,314150,543250,100,0,0,0,25,0,0,0,25,50,0,GIS United INC.
193,서울특별시,11,1141,서대문구,307250,555050,100,0,0,0,25,0,0,0,50,25,0,GIS United INC.
194,서울특별시,11,1162,관악구,305350,542650,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
195,서울특별시,11,1138,은평구,304850,558050,325,0,0,0,25,0,0,0,225,75,0,GIS United INC.
196,서울특별시,11,1130,강북구,313950,560550,125,0,0,0,0,0,0,0,50,75,0,GIS United INC.
197,서울특별시,11,1162,관악구,304650,541650,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
198,서울특별시,11,1138,은평구,305650,557250,75,0,0,0,0,0,0,0,75,0,0,GIS United INC.
199,서울특별시,11,1138,은평구,305750,557050,200,0,0,0,0,0,0,0,125,75,0,GIS United INC.
200,서울특별시,11,1153,구로구,299050,543350,100,0,0,0,0,0,0,0,75,25,0,GIS United INC.
201,서울특별시,11,1147,양천구,299650,547650,125,0,0,0,25,0,0,0,75,25,0,GIS United INC.
202,서울특별시,11,1171,송파구,321850,545850,200,0,0,0,75,0,0,0,75,50,0,GIS United INC.
203,서울특별시,11,1159,동작구,303550,543550,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
204,서울특별시,11,1156,영등포구,302850,544150,75,0,0,0,25,0,0,0,50,0,0,GIS United INC.
205,서울특별시,11,1129,성북구,313050,554950,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
206,서울특별시,11,1168,강남구,314450,547550,250,0,0,0,100,0,0,0,150,0,0,GIS United INC.
207,서울특별시,11,1159,동작구,306450,545450,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
208,서울특별시,11,1153,구로구,299050,543950,225,0,0,0,100,0,0,0,25,100,0,GIS United INC.
209,서울특별시,11,1126,중랑구,319650,554450,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
210,서울특별시,11,1154,금천구,302850,542050,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
211,서울특별시,11,1174,강동구,323050,550150,200,0,0,0,25,0,0,0,125,50,0,GIS United INC.
212,서울특별시,11,1150,강서구,299250,548350,125,0,0,0,25,0,0,0,50,50,0,GIS United INC.
213,서울특별시,11,1121,광진구,317850,549150,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
214,서울특별시,11,1114,중구,309750,552350,150,0,0,25,0,0,0,0,50,75,0,GIS United INC.
215,서울특별시,11,1117,용산구,311450,548550,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
216,서울특별시,11,1141,서대문구,307750,551850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
217,서울특별시,11,1159,동작구,306050,544450,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
218,서울특별시,11,1147,양천구,299750,550050,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
219,서울특별시,11,1120,성동구,315050,551550,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
220,서울특별시,11,1165,서초구,313150,542750,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
221,서울특별시,11,1168,강남구,315050,543050,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
222,서울특별시,11,1150,강서구,299650,549950,50,0,0,0,0,0,25,0,25,0,0,GIS United INC.
223,서울특별시,11,1130,강북구,314450,558150,100,0,0,0,50,0,0,0,25,25,0,GIS United INC.
224,서울특별시,11,1162,관악구,304250,542750,150,0,0,0,25,0,0,0,75,50,0,GIS United INC.
225,서울특별시,11,1162,관악구,305650,543250,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
226,서울특별시,11,1129,성북구,315750,557250,75,0,0,0,0,0,0,0,75,0,0,GIS United INC.
227,서울특별시,11,1141,서대문구,305550,553550,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
228,서울특별시,11,1159,동작구,308350,545650,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
229,서울특별시,11,1138,은평구,305950,557250,125,0,0,0,25,0,0,0,75,25,0,GIS United INC.
230,서울특별시,11,1135,노원구,318850,557850,200,0,0,0,25,0,0,0,125,50,0,GIS United INC.
231,서울특별시,11,1165,서초구,313050,546450,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
232,서울특별시,11,1162,관악구,303850,543150,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
233,서울특별시,11,1144,마포구,307050,549250,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
234,서울특별시,11,1171,송파구,318950,545350,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
235,서울특별시,11,1114,중구,311850,552150,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
236,서울특별시,11,1171,송파구,321450,544850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
237,서울특별시,11,1153,구로구,301550,546050,125,0,0,0,25,0,0,0,75,25,0,GIS United INC.
238,서울특별시,11,1132,도봉구,315050,561050,125,0,0,0,25,0,0,0,75,25,0,GIS United INC.
239,서울특별시,11,1123,동대문구,317650,551650,100,0,0,0,0,0,25,0,50,25,0,GIS United INC.
240,서울특별시,11,1135,노원구,316950,558950,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
241,서울특별시,11,1123,동대문구,316150,553850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
242,서울특별시,11,1138,은평구,304350,557650,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
243,서울특별시,11,1126,중랑구,319550,554850,100,0,0,0,0,0,0,0,75,25,0,GIS United INC.
244,서울특별시,11,1123,동대문구,315350,553750,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
245,서울특별시,11,1129,성북구,315550,556050,100,0,0,0,0,0,0,0,75,25,0,GIS United INC.
246,서울특별시,11,1162,관악구,307050,543150,75,0,0,0,25,0,0,0,25,25,0,GIS United INC.
247,서울특별시,11,1132,도봉구,315550,559450,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
248,서울특별시,11,1154,금천구,303150,540850,150,0,0,0,50,0,0,0,50,50,0,GIS United INC.
249,서울특별시,11,1135,노원구,317950,560250,100,0,0,0,25,0,0,0,50,25,0,GIS United INC.
250,서울특별시,11,1126,중랑구,320150,554550,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
251,서울특별시,11,1126,중랑구,320750,555650,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
252,서울특별시,11,1135,노원구,318650,561250,100,0,0,0,0,0,0,0,100,0,0,GIS United INC.
253,서울특별시,11,1144,마포구,303150,551950,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
254,서울특별시,11,1129,성북구,314050,556850,25,0,0,0,0,0,0,0,25,0,0,GIS United INC.
255,서울특별시,11,1129,성북구,314950,556950,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
256,서울특별시,11,1156,영등포구,303250,544450,75,0,0,0,0,0,0,0,50,25,0,GIS United INC.
257,서울특별시,11,1168,강남구,314950,547450,50,0,0,0,0,0,0,0,50,0,0,GIS United INC.
258,서울특별시,11,1165,서초구,312550,543350,100,0,0,0,25,0,0,0,25,50,0,GIS United INC.
259,서울특별시,11,1126,중랑구,319050,553650,50,0,0,0,0,0,0,0,25,25,0,GIS United INC.
260,서울특별시,11,1171,송파구,321350,545250,75,0,0,0,0,0,0,0,25,50,0,GIS United INC.
