,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,HO_CNT,PY_SUM,PR_SUM,PY_10U,PY_10,PY_20,PY_30,PY_40,PY_50O,PR_05U,PR_05,PR_1,PR_2,PR_3,PR_4,PR_5,PR_6,PR_7_O
0,서울특별시,11,강북구,11305,313550,560950,57,953.0,5462000000.0,1,37,19,0,0,0,6,29,22,0,0,0,0,0,0
1,서울특별시,11,강북구,11305,312850,559850,105,1774.0,9297000000.0,5,68,32,0,0,0,11,54,40,0,0,0,0,0,0
2,서울특별시,11,강북구,11305,312850,560450,98,760.0,3144000000.0,97,1,0,0,0,0,97,1,0,0,0,0,0,0,0
3,서울특별시,11,강남구,11680,315150,545950,39,799.0,8208000000.0,0,30,6,0,0,3,0,2,22,12,0,0,3,0,0
4,서울특별시,11,강남구,11680,314550,546550,67,1521.0,15704000000.0,0,38,7,18,4,0,0,0,38,7,13,8,1,0,0
5,서울특별시,11,강북구,11305,314850,558250,193,2740.0,11379000000.0,0,191,2,0,0,0,43,149,1,0,0,0,0,0,0
6,서울특별시,11,강북구,11305,314150,557550,49,596.0,4117000000.0,17,28,3,1,0,0,6,31,12,0,0,0,0,0,0
7,서울특별시,11,강남구,11680,316050,547850,19,1361.0,35376000000.0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
8,서울특별시,11,강남구,11680,316450,547250,15,293.0,3157000000.0,0,9,4,1,1,0,0,0,8,5,1,1,0,0,0
9,서울특별시,11,강동구,11740,322850,547450,8,150.0,1178000000.0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0
10,서울특별시,11,강동구,11740,323550,547550,36,489.0,3387000000.0,0,35,1,0,0,0,0,24,12,0,0,0,0,0,0
11,서울특별시,11,강동구,11740,323350,547750,49,730.0,5343000000.0,4,40,4,1,0,0,2,19,27,1,0,0,0,0,0
12,서울특별시,11,강동구,11740,323550,550550,69,1264.0,8378000000.0,2,40,26,1,0,0,1,17,50,1,0,0,0,0,0
13,서울특별시,11,강동구,11740,323850,550050,89,1551.0,13194000000.0,2,61,26,0,0,0,0,5,73,11,0,0,0,0,0
14,서울특별시,11,강동구,11740,323050,549650,64,1168.0,10249000000.0,0,48,13,3,0,0,0,4,55,5,0,0,0,0,0
15,서울특별시,11,강동구,11740,323850,549150,12,180.0,1409000000.0,0,12,0,0,0,0,0,4,8,0,0,0,0,0,0
16,서울특별시,11,강동구,11740,322850,549850,53,728.0,4777000000.0,15,27,10,1,0,0,4,30,19,0,0,0,0,0,0
17,서울특별시,11,강동구,11740,323450,549850,62,1173.0,7508000000.0,1,31,26,4,0,0,3,13,42,4,0,0,0,0,0
18,서울특별시,11,강동구,11740,324050,549850,22,419.0,2734000000.0,0,13,8,1,0,0,0,3,19,0,0,0,0,0,0
19,서울특별시,11,강동구,11740,323250,549850,43,716.0,5472000000.0,5,27,9,1,1,0,0,13,28,1,1,0,0,0,0
20,서울특별시,11,강북구,11305,314550,558850,150,1946.0,8321000000.0,9,141,0,0,0,0,47,103,0,0,0,0,0,0,0
21,서울특별시,11,강북구,11305,313650,558550,9,181.0,1065000000.0,0,2,7,0,0,0,0,0,9,0,0,0,0,0,0
22,서울특별시,11,강북구,11305,314850,557750,75,1287.0,6777000000.0,0,63,12,0,0,0,0,63,12,0,0,0,0,0,0
23,서울특별시,11,강서구,11500,297750,548750,54,947.0,4844000000.0,0,52,2,0,0,0,2,39,13,0,0,0,0,0,0
24,서울특별시,11,강서구,11500,298850,548150,35,550.0,2727000000.0,1,24,10,0,0,0,7,21,7,0,0,0,0,0,0
25,서울특별시,11,강서구,11500,298550,549950,102,1832.0,9473000000.0,0,90,11,1,0,0,2,73,27,0,0,0,0,0,0
26,서울특별시,11,강서구,11500,297950,549050,76,1331.0,6440000000.0,0,67,9,0,0,0,3,61,12,0,0,0,0,0,0
27,서울특별시,11,강서구,11500,299250,548650,90,1459.0,7179000000.0,6,81,3,0,0,0,10,65,15,0,0,0,0,0,0
28,서울특별시,11,강서구,11500,298050,549950,168,2868.0,12919000000.000002,0,128,40,0,0,0,9,136,23,0,0,0,0,0,0
29,서울특별시,11,관악구,11620,306450,543550,179,3087.0,15785000000.0,3,123,50,3,0,0,13,113,52,1,0,0,0,0,0
30,서울특별시,11,성북구,11290,317150,556450,77,896.0,5181000000.0,33,42,2,0,0,0,15,55,7,0,0,0,0,0,0
31,서울특별시,11,성북구,11290,311250,555450,31,888.0,6925000000.0,0,26,0,0,0,5,2,16,8,0,0,0,0,0,5
32,서울특별시,11,송파구,11710,321650,546150,222,3441.0,34677000000.0,43,137,38,4,0,0,0,48,127,46,0,1,0,0,0
33,서울특별시,11,송파구,11710,322450,545950,38,709.0,7046000000.0,5,14,18,1,0,0,4,1,14,19,0,0,0,0,0
34,서울특별시,11,송파구,11710,321950,545850,83,1408.0,13863000000.000002,12,51,14,2,4,0,0,18,47,13,1,4,0,0,0
35,서울특별시,11,양천구,11470,299450,547250,39,812.0,4436000000.0,0,14,24,0,0,1,1,13,24,0,1,0,0,0,0
36,서울특별시,11,용산구,11170,309050,550050,15,248.0,3752000000.0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0
37,서울특별시,11,용산구,11170,312350,548850,39,727.0,6438000000.0,0,17,20,2,0,0,0,14,10,13,2,0,0,0,0
38,서울특별시,11,은평구,11380,305350,557850,113,1924.0,10083000000.0,26,35,52,0,0,0,13,49,51,0,0,0,0,0,0
39,서울특별시,11,은평구,11380,305650,557450,19,244.0,1954000000.0,4,14,1,0,0,0,0,9,10,0,0,0,0,0,0
40,서울특별시,11,은평구,11380,304650,554950,55,863.0,4429000000.0,3,41,11,0,0,0,7,36,12,0,0,0,0,0,0
41,서울특별시,11,은평구,11380,304850,554350,41,608.0,2891000000.0,8,24,9,0,0,0,14,18,9,0,0,0,0,0,0
42,서울특별시,11,은평구,11380,304650,555350,65,1230.0,8839000000.0,1,45,18,1,0,0,1,13,44,7,0,0,0,0,0
43,서울특별시,11,중랑구,11260,318750,554450,67,1440.0,7796000000.0,3,25,29,10,0,0,0,18,49,0,0,0,0,0,0
44,서울특별시,11,중랑구,11260,319850,553850,25,432.0,2919000000.0,2,15,8,0,0,0,0,12,13,0,0,0,0,0,0
45,서울특별시,11,중랑구,11260,320450,554550,4,119.0,520000000.0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
46,서울특별시,11,중랑구,11260,319650,554850,45,821.0,4321000000.0,0,17,26,2,0,0,15,9,20,1,0,0,0,0,0
47,서울특별시,11,중랑구,11260,318350,554650,46,861.0,4574000000.0,0,22,24,0,0,0,4,18,24,0,0,0,0,0,0
48,서울특별시,11,강북구,11305,314950,557950,19,273.0,1352000000.0,0,18,1,0,0,0,1,17,1,0,0,0,0,0,0
49,서울특별시,11,강북구,11305,314750,559450,86,1264.0,5337000000.0,0,85,0,1,0,0,20,65,1,0,0,0,0,0,0
50,서울특별시,11,강북구,11305,313850,560450,10,105.0,425000000.0,2,8,0,0,0,0,7,3,0,0,0,0,0,0,0
51,서울특별시,11,강북구,11305,313050,558850,93,2380.0,12028000000.0,0,0,93,0,0,0,0,0,93,0,0,0,0,0,0
52,서울특별시,11,강북구,11305,313550,561150,8,125.0,656000000.0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0
53,서울특별시,11,관악구,11620,304950,543150,31,611.0,3289000000.0,0,14,17,0,0,0,0,12,19,0,0,0,0,0,0
54,서울특별시,11,관악구,11620,304850,543250,55,993.0,6304000000.0,0,41,13,0,1,0,0,23,24,8,0,0,0,0,0
55,서울특별시,11,노원구,11350,318350,558250,33,640.0,3814000000.0,1,11,21,0,0,0,0,6,27,0,0,0,0,0,0
56,서울특별시,11,노원구,11350,319050,558050,18,288.0,1361000000.0,0,18,0,0,0,0,2,16,0,0,0,0,0,0,0
57,서울특별시,11,노원구,11350,318250,558650,50,1337.0,7410000000.0,0,0,40,9,1,0,0,0,42,8,0,0,0,0,0
58,서울특별시,11,노원구,11350,318650,558350,27,554.0,2440000000.0,0,17,6,4,0,0,2,15,10,0,0,0,0,0,0
59,서울특별시,11,마포구,11440,304650,551350,58,947.0,5520000000.0,4,37,17,0,0,0,4,33,21,0,0,0,0,0,0
60,서울특별시,11,마포구,11440,304650,552050,57,1533.0,9335000000.0,0,10,28,18,1,0,0,10,37,10,0,0,0,0,0
61,서울특별시,11,서대문구,11410,306050,553650,15,311.0,1694000000.0,0,7,8,0,0,0,0,0,15,0,0,0,0,0,0
62,서울특별시,11,서대문구,11410,305950,553550,32,435.0,2334000000.0,0,32,0,0,0,0,2,27,3,0,0,0,0,0,0
63,서울특별시,11,서대문구,11410,307850,555450,25,456.0,1853000000.0,0,19,6,0,0,0,1,24,0,0,0,0,0,0,0
64,서울특별시,11,서초구,11650,315050,542250,31,2104.0,28033000000.0,0,0,0,0,0,31,0,0,0,0,0,0,0,6,12
65,서울특별시,11,서초구,11650,314050,541150,99,1919.0,19616000000.0,10,48,33,7,1,0,0,11,44,36,4,4,0,0,0
66,서울특별시,11,강북구,11305,313150,560050,18,272.0,1406000000.0,2,10,6,0,0,0,2,10,6,0,0,0,0,0,0
67,서울특별시,11,강서구,11500,295250,551350,29,479.0,2636000000.0,7,13,8,0,1,0,7,13,8,1,0,0,0,0,0
68,서울특별시,11,강서구,11500,295750,551850,8,105.0,1734000000.0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0
69,서울특별시,11,강서구,11500,299450,550050,77,1402.0,7323000000.0,0,43,34,0,0,0,4,40,33,0,0,0,0,0,0
70,서울특별시,11,강서구,11500,298450,551250,80,1474.0,7681000000.0,0,68,12,0,0,0,0,59,21,0,0,0,0,0,0
71,서울특별시,11,강서구,11500,299550,550950,60,1077.0,6404000000.0,2,32,26,0,0,0,0,25,35,0,0,0,0,0,0
72,서울특별시,11,강서구,11500,300050,551050,18,341.0,2713000000.0,0,17,0,1,0,0,0,0,17,0,1,0,0,0,0
73,서울특별시,11,강서구,11500,300850,550550,24,519.0,2191000000.0,0,4,20,0,0,0,0,15,9,0,0,0,0,0,0
74,서울특별시,11,강서구,11500,298150,547950,52,899.0,4364000000.0,1,38,13,0,0,0,3,31,18,0,0,0,0,0,0
75,서울특별시,11,강서구,11500,298850,550250,84,1578.0,7013000000.0,4,47,33,0,0,0,6,57,21,0,0,0,0,0,0
76,서울특별시,11,강서구,11500,298250,548350,12,242.0,1042000000.0,0,2,10,0,0,0,0,12,0,0,0,0,0,0,0
77,서울특별시,11,강서구,11500,297650,549250,64,1030.0,6075000000.0,2,62,0,0,0,0,1,42,21,0,0,0,0,0,0
78,서울특별시,11,강서구,11500,298750,550750,12,140.0,568000000.0,0,12,0,0,0,0,6,6,0,0,0,0,0,0,0
79,서울특별시,11,강서구,11500,297350,549650,46,827.0,3942000000.0,3,37,5,1,0,0,1,39,6,0,0,0,0,0,0
80,서울특별시,11,강남구,11680,317050,544350,35,1535.0,30010000000.0,0,0,2,2,30,1,0,0,0,0,0,2,0,2,29
81,서울특별시,11,강남구,11680,316650,544550,24,391.0,3576000000.0,4,14,5,1,0,0,0,4,18,1,1,0,0,0,0
82,서울특별시,11,강남구,11680,317050,545150,111,1904.0,18832000000.0,19,54,32,6,0,0,0,21,56,30,4,0,0,0,0
83,서울특별시,11,강남구,11680,315550,542950,16,357.0,3970000000.0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0
84,서울특별시,11,강남구,11680,315850,546150,104,2296.0,21782000000.0,22,40,21,6,6,9,0,22,50,10,7,6,9,0,0
85,서울특별시,11,강남구,11680,313750,546650,38,412.0,3914000000.0,25,12,0,0,1,0,0,26,11,0,0,1,0,0,0
86,서울특별시,11,강남구,11680,315450,544150,85,2007.0,23691000000.0,31,16,18,5,0,15,0,32,19,14,5,0,0,0,15
87,서울특별시,11,성북구,11290,314350,556550,20,389.0,3354000000.0,0,10,10,0,0,0,0,1,16,2,1,0,0,0,0
88,서울특별시,11,성북구,11290,312850,554950,19,299.0,1357000000.0,0,19,0,0,0,0,1,18,0,0,0,0,0,0,0
89,서울특별시,11,성북구,11290,312750,554150,23,762.0,4331000000.0,0,4,10,1,4,4,0,0,15,4,4,0,0,0,0
90,서울특별시,11,성북구,11290,313150,554450,84,1528.0,7578000000.0,3,55,25,1,0,0,4,52,28,0,0,0,0,0,0
91,서울특별시,11,성북구,11290,315850,557250,56,878.0,6236000000.0,8,40,8,0,0,0,0,25,31,0,0,0,0,0,0
92,서울특별시,11,성북구,11290,315650,557450,41,692.0,4604000000.0,3,30,7,1,0,0,0,19,22,0,0,0,0,0,0
93,서울특별시,11,성북구,11290,316550,556750,34,590.0,4214000000.0,0,31,3,0,0,0,0,3,31,0,0,0,0,0,0
94,서울특별시,11,성북구,11290,312750,555650,20,283.0,1523000000.0,4,15,1,0,0,0,2,14,4,0,0,0,0,0,0
95,서울특별시,11,성북구,11290,312950,556450,138,2285.0,14308999999.999998,1,120,15,2,0,0,3,63,72,0,0,0,0,0,0
96,서울특별시,11,성북구,11290,313250,556550,51,914.0,6256000000.0,4,25,22,0,0,0,2,18,31,0,0,0,0,0,0
97,서울특별시,11,성북구,11290,311950,556550,53,841.0,5122000000.0,0,48,5,0,0,0,0,33,20,0,0,0,0,0,0
98,서울특별시,11,성북구,11290,314350,555550,64,1071.0,4930000000.0,2,40,21,1,0,0,17,24,23,0,0,0,0,0,0
99,서울특별시,11,성북구,11290,315250,555450,27,483.0,2766000000.0,0,23,4,0,0,0,0,18,9,0,0,0,0,0,0
100,서울특별시,11,송파구,11710,322750,544950,192,3539.0,31885000000.0,39,102,29,3,18,1,2,52,103,13,3,19,0,0,0
101,서울특별시,11,송파구,11710,324550,544550,30,599.0,5095000000.0,0,10,19,1,0,0,0,0,28,2,0,0,0,0,0
102,서울특별시,11,송파구,11710,325650,544050,24,362.0,5465000000.0,4,18,2,0,0,0,0,0,9,13,2,0,0,0,0
103,서울특별시,11,송파구,11710,322750,542850,32,583.0,5769000000.0,0,26,6,0,0,0,0,1,23,8,0,0,0,0,0
104,서울특별시,11,송파구,11710,322950,542550,17,190.0,1961000000.0,13,4,0,0,0,0,1,5,11,0,0,0,0,0,0
105,서울특별시,11,송파구,11710,320050,544550,230,3300.0,29701000000.0,66,127,29,7,1,0,2,78,116,29,5,0,0,0,0
106,서울특별시,11,송파구,11710,321250,545050,106,1773.0,22525000000.0,7,67,28,4,0,0,0,6,53,37,10,0,0,0,0
107,서울특별시,11,송파구,11710,320550,544550,78,1141.0,11847000000.000002,16,57,5,0,0,0,0,17,56,5,0,0,0,0,0
108,서울특별시,11,송파구,11710,320750,544850,33,489.0,4303000000.0,3,22,8,0,0,0,0,8,24,1,0,0,0,0,0
109,서울특별시,11,송파구,11710,320850,544450,18,250.0,1880000000.0,0,18,0,0,0,0,0,10,8,0,0,0,0,0,0
110,서울특별시,11,송파구,11710,321250,545350,258,3561.0,36145000000.0,75,140,39,4,0,0,3,73,132,46,4,0,0,0,0
111,서울특별시,11,송파구,11710,321450,545050,124,1681.0,15868000000.0,33,72,18,1,0,0,0,37,70,16,1,0,0,0,0
112,서울특별시,11,송파구,11710,321550,545450,27,462.0,4198000000.0,3,14,10,0,0,0,0,3,16,8,0,0,0,0,0
113,서울특별시,11,송파구,11710,323950,545050,37,707.0,6052000000.0,0,22,15,0,0,0,0,1,33,3,0,0,0,0,0
114,서울특별시,11,양천구,11470,300450,549650,163,2725.0,22657000000.0,3,125,35,0,0,0,0,43,93,27,0,0,0,0,0
115,서울특별시,11,양천구,11470,300250,549450,100,2033.0,12776000000.0,0,54,46,0,0,0,0,22,78,0,0,0,0,0,0
116,서울특별시,11,양천구,11470,301250,549750,48,921.0,6211000000.0,0,23,25,0,0,0,0,15,27,6,0,0,0,0,0
117,서울특별시,11,양천구,11470,300050,548450,54,831.0,5976000000.0,5,41,8,0,0,0,3,17,34,0,0,0,0,0,0
118,서울특별시,11,양천구,11470,299850,548750,95,1556.0,10570000000.0,2,69,24,0,0,0,2,40,52,1,0,0,0,0,0
119,서울특별시,11,양천구,11470,300650,549850,64,1028.0,8664000000.0,0,62,2,0,0,0,0,3,59,2,0,0,0,0,0
120,서울특별시,11,양천구,11470,299850,548150,49,1503.0,9439000000.0,0,15,9,14,9,2,0,6,21,20,2,0,0,0,0
121,서울특별시,11,양천구,11470,297350,548350,57,1101.0,5087000000.0,0,30,27,0,0,0,2,26,29,0,0,0,0,0,0
122,서울특별시,11,양천구,11470,296450,548750,26,332.0,1956000000.0,14,9,3,0,0,0,8,10,8,0,0,0,0,0,0
123,서울특별시,11,양천구,11470,296850,548750,44,762.0,3860000000.0,0,31,13,0,0,0,1,23,20,0,0,0,0,0,0
124,서울특별시,11,양천구,11470,296950,548450,80,1416.0,7507000000.0,15,28,36,1,0,0,16,39,24,1,0,0,0,0,0
125,서울특별시,11,양천구,11470,298150,547550,151,3206.0,13235000000.000002,0,49,102,0,0,0,3,117,31,0,0,0,0,0,0
126,서울특별시,11,양천구,11470,297250,548150,10,143.0,936000000.0,0,10,0,0,0,0,0,8,2,0,0,0,0,0,0
127,서울특별시,11,양천구,11470,298750,546750,4,64.0,603000000.0,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0
128,서울특별시,11,영등포구,11560,302650,547250,11,206.0,1657000000.0,0,10,1,0,0,0,0,3,7,1,0,0,0,0,0
129,서울특별시,11,영등포구,11560,302550,544850,20,286.0,1330000000.0,0,20,0,0,0,0,5,15,0,0,0,0,0,0,0
130,서울특별시,11,영등포구,11560,303850,545950,12,333.0,2148000000.0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0
131,서울특별시,11,영등포구,11560,303950,545250,30,338.0,2808000000.0,7,23,0,0,0,0,2,13,15,0,0,0,0,0,0
132,서울특별시,11,영등포구,11560,303150,545050,29,546.0,2600000000.0,0,27,0,2,0,0,1,21,7,0,0,0,0,0,0
133,서울특별시,11,영등포구,11560,304550,545950,4,78.0,619000000.0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0
134,서울특별시,11,영등포구,11560,303450,546250,3,64.0,420000000.0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0
135,서울특별시,11,용산구,11170,311450,547650,35,2067.0,26868000000.0,0,0,1,10,1,23,0,0,0,0,1,0,10,2,20
136,서울특별시,11,용산구,11170,311350,547050,102,1843.0,46440000000.0,5,61,36,0,0,0,0,0,1,5,21,43,32,0,0
137,서울특별시,11,용산구,11170,311550,547250,45,822.0,16682000000.0,14,22,1,5,3,0,0,1,2,12,15,6,9,0,0
138,서울특별시,11,용산구,11170,308650,550550,36,510.0,6974000000.0,9,25,1,1,0,0,1,4,21,4,4,1,1,0,0
139,서울특별시,11,용산구,11170,310950,546950,16,367.0,3383000000.0,0,2,14,0,0,0,0,0,3,13,0,0,0,0,0
140,서울특별시,11,용산구,11170,308050,548850,99,1956.0,23406000000.0,0,58,37,4,0,0,0,2,15,74,7,1,0,0,0
141,서울특별시,11,용산구,11170,310850,549750,127,1948.0,20566000000.0,16,91,20,0,0,0,0,12,82,33,0,0,0,0,0
142,서울특별시,11,용산구,11170,311250,548950,52,1184.0,13503000000.000002,1,26,9,15,0,1,0,0,13,25,13,1,0,0,0
143,서울특별시,11,용산구,11170,311450,549150,13,448.0,4875000000.0,0,0,9,0,0,4,0,0,0,9,0,0,1,3,0
144,서울특별시,11,용산구,11170,309950,550450,74,1709.0,18085000000.0,2,35,25,1,5,6,0,2,27,27,7,5,6,0,0
145,서울특별시,11,용산구,11170,309850,550050,22,637.0,6938000000.0,0,3,14,0,4,1,0,0,3,11,3,4,1,0,0
146,서울특별시,11,은평구,11380,304150,558350,114,1570.0,7097000000.0,14,92,8,0,0,0,45,61,8,0,0,0,0,0,0
147,서울특별시,11,은평구,11380,304550,557650,80,1173.0,5307000000.0,1,75,4,0,0,0,29,50,1,0,0,0,0,0,0
148,서울특별시,11,은평구,11380,304050,557150,66,1026.0,5292000000.0,1,50,13,2,0,0,9,43,14,0,0,0,0,0,0
149,서울특별시,11,은평구,11380,306050,556250,184,2991.0,15539000000.0,14,118,51,1,0,0,31,90,63,0,0,0,0,0,0
150,서울특별시,11,은평구,11380,306350,556250,82,1024.0,8157000000.0,14,62,6,0,0,0,1,51,28,1,1,0,0,0,0
151,서울특별시,11,은평구,11380,305750,556150,103,1970.0,10602000000.0,14,34,51,4,0,0,5,32,66,0,0,0,0,0,0
152,서울특별시,11,은평구,11380,304950,556150,28,429.0,2302000000.0,6,19,2,1,0,0,7,11,10,0,0,0,0,0,0
153,서울특별시,11,은평구,11380,304950,556950,72,1238.0,6236000000.0,1,53,16,2,0,0,3,52,17,0,0,0,0,0,0
154,서울특별시,11,은평구,11380,305450,557150,55,622.0,3157000000.0,25,30,0,0,0,0,17,38,0,0,0,0,0,0,0
155,서울특별시,11,은평구,11380,303050,553950,41,522.0,7512000000.0,0,40,1,0,0,0,0,0,30,11,0,0,0,0,0
156,서울특별시,11,은평구,11380,303850,555950,154,2731.0,14542000000.0,5,106,43,0,0,0,7,93,54,0,0,0,0,0,0
157,서울특별시,11,은평구,11380,304550,556350,111,1976.0,11705000000.0,10,64,37,0,0,0,5,41,65,0,0,0,0,0,0
158,서울특별시,11,은평구,11380,304050,556650,106,2111.0,12163000000.000002,5,61,36,2,2,0,6,34,62,4,0,0,0,0,0
159,서울특별시,11,은평구,11380,304150,556150,78,1754.0,10260000000.0,0,17,59,0,2,0,0,10,66,2,0,0,0,0,0
160,서울특별시,11,은평구,11380,304450,555950,52,890.0,5067000000.0,2,37,12,1,0,0,2,30,20,0,0,0,0,0,0
161,서울특별시,11,은평구,11380,304550,556450,135,2286.0,13172000000.0,12,76,47,0,0,0,14,56,65,0,0,0,0,0,0
162,서울특별시,11,은평구,11380,304250,556250,84,1561.0,8980000000.0,4,40,40,0,0,0,9,24,51,0,0,0,0,0,0
163,서울특별시,11,은평구,11380,305750,555950,29,474.0,3898000000.0,7,10,12,0,0,0,3,9,5,12,0,0,0,0,0
164,서울특별시,11,은평구,11380,305150,555750,71,1326.0,7138000000.0,1,43,27,0,0,0,2,32,37,0,0,0,0,0,0
165,서울특별시,11,은평구,11380,303450,554150,66,1276.0,10373000000.0,2,42,17,5,0,0,0,2,55,9,0,0,0,0,0
166,서울특별시,11,종로구,11110,308050,557050,9,258.0,1413000000.0,0,0,6,3,0,0,0,1,5,3,0,0,0,0,0
167,서울특별시,11,종로구,11110,307850,557550,3,217.0,1975000000.0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
168,서울특별시,11,종로구,11110,313650,552950,11,239.0,1820000000.0,0,3,8,0,0,0,0,0,11,0,0,0,0,0,0
169,서울특별시,11,종로구,11110,309050,554350,23,554.0,4301000000.0,0,8,12,3,0,0,0,0,13,10,0,0,0,0,0
170,서울특별시,11,종로구,11110,312550,552950,5,156.0,918000000.0,1,1,0,0,3,0,1,1,0,3,0,0,0,0,0
171,서울특별시,11,종로구,11110,309350,556750,68,2365.0,15964000000.0,2,2,1,63,0,0,3,1,20,28,16,0,0,0,0
172,서울특별시,11,종로구,11110,308950,556750,28,1185.0,8069000000.0,0,0,0,7,21,0,0,0,3,10,15,0,0,0,0
173,서울특별시,11,종로구,11110,308850,557050,20,702.0,3761000000.0,0,0,12,2,0,6,0,6,6,4,4,0,0,0,0
174,서울특별시,11,종로구,11110,308650,556650,6,231.0,1671000000.0,0,0,0,6,0,0,0,0,0,4,2,0,0,0,0
175,서울특별시,11,중구,11140,312950,550550,66,1006.0,7473000000.0,19,32,15,0,0,0,0,27,38,1,0,0,0,0,0
176,서울특별시,11,중구,11140,312850,551350,36,767.0,6803000000.0,0,19,15,2,0,0,0,2,19,14,1,0,0,0,0
177,서울특별시,11,중구,11140,312950,551750,28,317.0,2221000000.0,9,18,1,0,0,0,3,19,6,0,0,0,0,0,0
178,서울특별시,11,중랑구,11260,319150,554650,56,734.0,3484000000.0,25,31,0,0,0,0,20,36,0,0,0,0,0,0,0
179,서울특별시,11,중랑구,11260,319950,554450,6,100.0,569000000.0,0,5,1,0,0,0,0,5,1,0,0,0,0,0,0
180,서울특별시,11,중랑구,11260,318550,557450,24,350.0,1684000000.0,6,12,6,0,0,0,12,6,6,0,0,0,0,0,0
181,서울특별시,11,중랑구,11260,319050,557750,32,456.0,2168000000.0,0,32,0,0,0,0,8,18,6,0,0,0,0,0,0
182,서울특별시,11,중랑구,11260,319650,555250,12,190.0,1121000000.0,0,12,0,0,0,0,0,6,6,0,0,0,0,0,0
183,서울특별시,11,중랑구,11260,319350,555350,61,1066.0,5307000000.0,0,48,13,0,0,0,0,43,18,0,0,0,0,0,0
184,서울특별시,11,중랑구,11260,319350,555750,22,313.0,1464000000.0,1,21,0,0,0,0,8,8,6,0,0,0,0,0,0
185,서울특별시,11,중랑구,11260,319250,556050,88,1895.0,9938000000.0,1,21,64,2,0,0,2,26,60,0,0,0,0,0,0
186,서울특별시,11,중랑구,11260,318250,555350,21,299.0,1382000000.0,0,16,5,0,0,0,13,3,5,0,0,0,0,0,0
187,서울특별시,11,관악구,11620,306550,542650,53,1133.0,11468000000.0,0,13,40,0,0,0,0,0,19,33,1,0,0,0,0
188,서울특별시,11,관악구,11620,306450,542450,38,630.0,4831000000.0,0,34,4,0,0,0,0,13,22,3,0,0,0,0,0
189,서울특별시,11,관악구,11620,308250,542550,54,749.0,4746000000.0,0,53,1,0,0,0,2,34,18,0,0,0,0,0,0
190,서울특별시,11,관악구,11620,305850,543350,26,508.0,2681000000.0,0,12,14,0,0,0,0,7,19,0,0,0,0,0,0
191,서울특별시,11,관악구,11620,307450,542250,58,1731.0,11436000000.0,0,4,19,35,0,0,0,3,16,39,0,0,0,0,0
192,서울특별시,11,관악구,11620,307250,542950,35,640.0,3666000000.0,0,24,11,0,0,0,0,12,23,0,0,0,0,0,0
193,서울특별시,11,관악구,11620,307150,542150,6,121.0,550000000.0,0,2,4,0,0,0,0,2,4,0,0,0,0,0,0
194,서울특별시,11,관악구,11620,306350,543150,5,60.0,384000000.0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0
195,서울특별시,11,관악구,11620,306350,541650,10,178.0,883000000.0,0,7,3,0,0,0,0,5,5,0,0,0,0,0,0
196,서울특별시,11,관악구,11620,304750,543450,29,438.0,2417000000.0,1,27,0,0,0,1,2,24,2,0,0,1,0,0,0
197,서울특별시,11,관악구,11620,305950,543050,14,219.0,1332000000.0,0,13,1,0,0,0,0,7,7,0,0,0,0,0,0
198,서울특별시,11,관악구,11620,304950,541350,38,589.0,3004000000.0,0,35,3,0,0,0,5,22,11,0,0,0,0,0,0
199,서울특별시,11,관악구,11620,304950,543350,7,95.0,461000000.0,1,5,1,0,0,0,2,4,1,0,0,0,0,0,0
200,서울특별시,11,관악구,11620,304850,541450,31,485.0,2733000000.0,0,30,0,1,0,0,3,14,14,0,0,0,0,0,0
201,서울특별시,11,관악구,11620,304850,543150,41,811.0,5076000000.0,2,18,21,0,0,0,0,12,29,0,0,0,0,0,0
202,서울특별시,11,관악구,11620,304850,541050,22,511.0,2793000000.0,0,8,14,0,0,0,0,3,19,0,0,0,0,0,0
203,서울특별시,11,광진구,11215,319750,549650,22,548.0,4597000000.0,0,7,3,12,0,0,0,0,7,15,0,0,0,0,0
204,서울특별시,11,광진구,11215,319850,548550,93,2556.0,20042000000.0,3,33,32,6,8,11,3,13,54,4,0,4,6,9,0
205,서울특별시,11,광진구,11215,319750,549150,43,672.0,5083000000.0,11,23,9,0,0,0,3,9,28,3,0,0,0,0,0
206,서울특별시,11,광진구,11215,319450,549350,22,482.0,2894000000.0,0,12,8,2,0,0,0,4,16,2,0,0,0,0,0
207,서울특별시,11,광진구,11215,318650,548650,69,1095.0,10018000000.0,2,50,17,0,0,0,0,12,45,12,0,0,0,0,0
