,정류소번호,정류소명,lat,lon
106,1214,동대문,324122.79672783066,4160163.1658628476
107,1215,충신동,323939.74804694374,4160421.943982514
108,1217,충신동,323946.48200601677,4160470.415926128
109,1218,현대그룹빌딩,323436.66907572025,4160638.082213368
110,1219,통신대(이화장),323609.94126158685,4160875.2906037145
111,1220,혜화역.마로니에공원,323603.0676396185,4161216.9631689033
112,1221,혜화역.서울대병원입구,323573.1397407771,4161211.398592627
113,1222,통신대(이화장),323571.0057391109,4160885.7407091637
114,1223,이화동(이화장),323451.5711359676,4160665.113289387
115,1224,창경궁.서울대학교병원,323120.3181306619,4160972.8634047285
116,1225,이화동(이화장),323678.60956802836,4160640.072053409
117,1226,혜화동로타리,323476.9646357292,4161735.312714741
118,1227,명륜동2가.성균관대입구,323354.1349804424,4161468.043080717
119,1228,혜화역.서울연극센터(장면총리가옥),323526.1406356747,4161540.903868238
120,1229,혜화역.동성중고(장면총리가옥),323561.8285684471,4161600.8630198557
121,1231,창신동두산아파트,324759.2001498097,4160412.3968912065
122,1235,동묘역앞,324757.61071592756,4160145.1473391126
123,1236,동묘역앞,324783.4116541835,4160168.305351161
124,1238,창신3동주민센터,324735.98945758503,4160892.489832246
125,1239,숭인1동주민센터,324769.557336345,4160931.638433271
126,1240,종로구민회관숭인동,324781.203547445,4160421.631376364
127,1243,신설동로타리,325401.54904976184,4160602.6817130316
128,1245,동묘앞,324958.01337760926,4160367.8507944653
129,1246,구기동현대빌라,319640.33386105264,4164473.0845031296
130,1247,광장시장,323175.258151899,4159935.762963743
131,1249,혜화경찰서,323159.1489122403,4160278.5151874376
132,1250,서울역사박물관(경교장),320914.1182191927,4160029.1224916223
133,1251,청계3가.관수교,322823.1982029949,4159853.6303522284
134,1252,청계6가.버들다리,324085.4583387062,4159964.598119148
135,1253,청계7가.맑은내다리,324519.9565701244,4159962.849049827
136,1254,청계8가.영도교,324988.1336411523,4160058.31333268
137,1256,원남동사거리,323109.8322755747,4160640.1804384673
138,1262,숭인동,325190.7637027006,4160423.213322658
139,1267,조계사,321895.13968608394,4160329.938514824
140,1272,세종문화회관,321296.28010325454,4160402.0099442564
141,1277,이화동(이화장),323651.4727144088,4160676.1404250897
142,1278,상명대정문,319479.4876250837,4163581.5498539507
143,1279,이북오도청,319583.7076961481,4164848.2541254717
144,1286,상명대입구.세검정교회,319895.4869936892,4163330.905122428
145,1287,상명대입구,319754.7088997091,4163348.209447411
146,1288,종로중부새마을금고,323963.55227842386,4160243.2808794547
147,1289,신설동로터리.신한은행앞.서울풍물시장,325427.79956142046,4160430.869768045
148,1291,청계2가.삼일교,322243.40299765376,4159839.066523693
149,1292,청계8가.황학교,325393.27478320204,4160181.2275050706
150,1293,평창동삼성아파트,321563.0320836142,4164574.0957848253
151,1294,안국역.종로경찰서.인사동,322113.35851010226,4160717.4186872127
152,1295,안국역.종로경찰서.인사동,322050.87952883344,4160719.3493994973
153,1296,창덕궁,322421.63227593875,4160810.1858538506
154,1500,평창동주민센터,320530.6536315224,4164009.600665273
155,1501,삼청공원,321798.21596405783,4162044.659018417
156,1502,수성동계곡,320246.98910387896,4161395.575920382
157,1503,명륜3가종점,322795.11236856587,4162325.3207262014
158,1504,명륜새마을금고,323126.47732066095,4161952.4450192885
159,1505,서대문3번출구,320383.4555980476,4159653.7936552702
160,1506,낙산공원,324170.4973170418,4161125.453255887
161,1507,세탁소,322463.7127097803,4161273.6392729436
162,1508,평화동물병원,320357.89541338483,4163915.649747956
163,1509,금융연수원,321787.46616444027,4161864.029201904
164,1510,한아름슈퍼,320452.503499832,4161270.9590033405
165,1511,샘미용실,322825.29794993193,4162253.7549602836
166,1512,서울국제고등학교,323181.5226182602,4162108.722747018
167,1513,평화동물병원,320386.3159250258,4163934.950726279
168,1514,적십자병원후문앞,320298.597724563,4159779.241328239
169,1515,서울성곽.성대후문,322505.75499620603,4162143.824336269
170,1516,빨래터,322467.06419909303,4161412.2125586276
171,1517,세검초등학교,320057.0371093415,4163861.240630031
172,1518,삼청동주민센터,321811.74416928395,4161604.327826086
173,1519,통인시장,320640.79353613214,4161206.528876697
174,1520,양현관,322857.7686828379,4162195.5448215245
175,1521,국민생활관,323321.8967481331,4162180.5563888242
176,1522,오거리,320131.9722798045,4164171.547545262
177,1523,경희궁자이2.3단지,320199.28235113923,4159921.002233992
178,1524,창신쌍용2단지.한성대후문,324528.98253100144,4161213.448458737
179,1525,통일부,322176.46872979245,4161966.2790120416
180,1526,원서고개,322330.07710988,4161461.8452573894
181,1527,설악냉면,319860.11395070713,4164168.3379898923
182,1528,종로5가입구,323162.67878410843,4160185.9105058704
183,1529,삼청파출소,321747.9613564458,4161333.697891723
184,1530,오거리,320708.3232515083,4161098.855621375
185,1531,명륜시장.성대후문,323000.42236512725,4162050.36055585
186,1532,혜화초등학교,323403.3935972831,4161902.1323325234
187,1533,청련사입구,320149.0417376505,4164273.11766993
188,1534,영천시장,320093.27415776567,4160058.5043192506
189,1535,명신초.삼선푸르지오.힐스테이트,324689.7487850373,4161303.4537052955
190,1536,감사원,322115.1050694842,4161813.9363740603
191,1537,중앙중고,322255.61469165806,4161464.731629197
192,1538,인왕빌딩,319735.1732505205,4164276.335757752
193,1539,종묘공원,322788.16993254464,4160070.423995531
194,1540,국립민속박물관,321591.9352643533,4161053.0284118173
195,1541,새마을금고앞,320849.8029733279,4161081.6378315696
196,1542,새마을금고,323110.17764221306,4161962.095183299
197,1543,혜화우체국,323467.8112868209,4161765.8173163505
198,1544,언덕앞,320271.5281583579,4164378.543231364
199,1545,경희궁자이4단지,320031.3298444605,4160137.2490219427
200,1546,종로센트레빌후문.e편한세상보문아파트,324832.8444736643,4161263.594572404
201,1547,사우디대사관앞.경남빌라,322087.2331152451,4161580.8543926487
202,1548,안국선원.삼거리,322080.82643411204,4161435.043593858
203,1549,구기터널입구,319650.43782083446,4164308.8518332955
204,1550,종로3가.1.3.5호선,322687.65042096545,4160121.2013714043
205,1551,경복궁,321567.39082076366,4160797.667726246
206,1552,경복궁역,320943.12989272596,4160780.852013956
207,1553,소나무집,320305.21820532193,4164635.710808968
208,1554,독립문역3번출구,319827.2993489853,4160383.2740401994
209,1555,청룡사.보문파크뷰자이아파트,324901.2858588322,4161067.2762114434
210,1556,북촌한옥마을.돈미약국,322073.41176749225,4161302.95868627
211,1557,마트앞,319814.13417745533,4164160.614940587
212,1558,창덕궁,322561.7217810296,4160680.7618472627
213,1559,세종문화회관,321312.8974707497,4160299.2225874867
214,1560,혜화역3번출구,323571.89984653564,4161228.330368357
215,1561,아름다운실버,320426.43580879644,4164714.454299871
216,1562,독립문초등학교,319915.7776755318,4160488.9258079794
217,1563,종로센트레빌아파트,324785.992576487,4161106.8431934677
218,1564,가회동주민센터,322061.28820345574,4161118.85719096
219,1565,문방구,319751.94578130846,4164091.716735814
220,1566,원남로터리,323170.68864582555,4160684.1989472825
221,1567,보현산신각,320457.81447726954,4164877.2396669113
222,1568,천사유치원,320018.3560625422,4160575.5709980787
223,1569,쌍용아파트입구.창신역,324721.97446539206,4161125.7120668013
224,1570,아름다운가게.정독도서관,322074.02884550416,4161003.1484727976
225,1571,산정빌라,319706.2110549165,4163968.749913068
226,1572,이화사거리,323568.58337376703,4160701.533835549
227,1573,혜원사,320628.24968333496,4164965.4374125996
228,1574,무악현대아파트후문,320034.7723814633,4160759.2826382983
229,1576,헌법재판소.안국역,322128.55274198717,4160853.1391318287
230,1577,청구빌라,319660.03597738827,4163909.6137734917
231,1578,서울대장례식장,323351.01051544887,4160889.2253978727
232,1579,서울사대초.중교,323612.5711076156,4160822.435726808
233,1580,화인빌라,320700.08602740953,4164811.1558695617
234,1581,넓은마당,320110.62045229884,4160642.9292704053
235,1582,창신초등학교,324751.0431946879,4160724.5679657054
236,1583,수운회관,322197.1747934191,4160585.3916753377
237,1584,상명대후문,319689.6493984324,4163844.0610167407
238,1585,혜화역2번출구,323601.336038066,4161220.2010653764
239,1586,힐탑,320739.4373850401,4164662.76848042
240,1587,신학대학교총회본부,320156.6504418998,4160498.001256069
241,1589,낙원상가,322262.06323183875,4160419.4567408133
242,1590,완성빌라,319702.7732227332,4163774.558209885
243,1591,장례식장,323173.79347776517,4161163.485745312
244,1592,혜화역1번출구,323578.8893768623,4161476.660341866
245,1593,파라과이대사관,320823.2193681429,4164749.8121318314
246,1594,한국사회과학자료원,320217.5315994343,4160458.592165061
247,1595,동묘역,324640.21237678884,4160259.682111803
248,1596,금강제화,322267.55875881587,4160071.527421776
249,1597,경진빌라,319728.4630120392,4163618.758902424
250,1598,성균관대학교앞,323351.17574562493,4161465.305216264
251,1599,광화문한국통신.KT,321376.88615772664,4160241.341567559
252,1607,임마누엘제4천사의집,320892.07640878204,4164859.381149777
253,1667,종로문화센터,320262.6216598773,4160570.1693282463
254,1682,동대문역.2번출구,324415.81973382004,4160192.8377595106
255,1683,종각역YMCA,322058.0200829174,4160053.2416090667
256,1684,서교빌라,319668.8361803666,4163618.4289035997
257,1685,적선동.경복궁역,320961.4603266206,4160824.276052336
258,1686,연건동,323455.9854317162,4160665.719515641
259,1697,성대입구,323305.7840064424,4161461.6705391817
260,1698,무애사,320994.33138537005,4164912.0197555474
261,1699,단군성전앞,320325.8710048192,4160670.156010816
262,1702,동대문종합시장,323920.7845946624,4160106.375585091
263,1714,상명초등학교,319627.42261871474,4163501.071779263
264,1720,법련사,321595.4310874543,4160756.85747347
265,1721,광화문새마을금고,320839.5981631776,4161095.659701292
266,1722,성균관대학교,323165.5736023033,4161660.519345197
267,1723,제1놀이터,321196.79336550686,4164982.2289733468
268,1724,활터앞,320329.9305943136,4160809.1156351385
269,1725,종로5가.3번출구,323563.6486273039,4160140.9610481435
270,1727,인사동입구,321905.12187215465,4160234.9952133107
271,1728,정독도서관,321651.34033137746,4161155.6971115777
272,1729,오거리,320725.755031538,4161095.3833455625
273,1732,밀알기도원,321344.388427538,4165181.5494038
274,1733,창경궁.고궁호텔.메이플레이스호텔,323165.9474147398,4160719.911276919
275,1762,광화문,321065.40401231294,4160073.1167236436
276,1763,종로1가,321650.29689503193,4160063.863837804
277,1764,종로1가,321682.14310800284,4160018.5712191714
278,1766,종로2가,322101.6201042164,4160011.140021485
279,1767,종로3가,322485.45459120267,4160060.5592905064
280,1768,종로3가,322580.4715841325,4160015.7488838118
281,1769,종로4가,323101.1528563847,4160039.9735923368
282,1771,동대문종합시장종로6가,323660.7531948814,4160069.271339997
283,1776,종로도서관,320487.733634089,4160769.2430095924
284,1777,경복궁역,320873.8588937846,4160726.9089671248
285,1778,경복궁역,320856.0623850927,4160680.372518651
286,1779,안국역,322090.99597923935,4160743.0030261595
287,1780,안국역,322110.6248026491,4160715.876385519
288,1781,창덕궁,322413.1211782958,4160837.975999938
289,1782,성대입구,323381.63182593486,4161495.666404196
290,1790,종로사우나,322302.84955116996,4160432.2926529464
291,1791,엄마분식,319539.9875147577,4163538.3466758407
292,1792,삼청파출소,321754.16227333224,4161314.859741552
293,1793,통인시장,320640.5145685785,4161193.4304848067
294,1794,종로5가역,323379.50670023164,4160061.855568812
295,1795,사슴목장,321461.4619945084,4165272.384496404
296,1796,배화여중고,320537.19613746926,4160799.600050327
297,1797,대학로입구.이화사거리,323617.7287508907,4160646.5701637478
298,1798,운현궁,322238.4333866361,4160596.9170829183
299,1799,상명대입구,319646.68526857847,4163400.4278049404
300,1800,삼청동주민센터,321839.53522291256,4161650.4510673718
301,1801,박노수미술관,320478.2705638148,4161273.7113061133
302,1802,명동의류,321575.8410276755,4165166.4126758375
303,1803,사직동주민센터,320644.1900711099,4160736.601475481
304,1804,충신시장,323864.81360995414,4160529.473117606
305,1805,안국역2번출구앞,322166.73621732387,4160809.5121278386
306,1807,금융연수원,321810.3591414604,4161783.5155508243
307,1809,감람산기도원,321707.7691104169,4165123.4875777853
308,1810,카센터.터널앞,320370.3668831987,4160514.257149569
309,1812,재동초등학교,322103.76935751864,4160990.5112078493
310,1813,하림각,320108.79787481524,4163144.9998187544
311,1814,교육과정평가원,321804.902248647,4161954.6873842743
312,1815,이화사거리,323589.7631698376,4160573.442315011
313,1816,연화정사,321671.21100382553,4164980.519952043
314,1817,대신중고,319998.3608874687,4160350.621793378
315,1818,동묘역.롯데캐슬,324779.9459841201,4160404.8529103985
316,1819,현대사거리,322217.3191870876,4161038.1091400245
317,1820,교남동주민센터,319961.09030784026,4160299.752262546
318,1821,부암동주민센터.무계원,320230.8546827826,4162601.119568083
319,1823,형제봉매표소,321860.46399703145,4164778.3217843943
320,1824,교남동새마을금고,320052.8988670674,4160224.718989824
321,1825,창신초교,324778.2927972585,4160627.857682686
322,1826,가회동주민센터,322085.9934682496,4161118.7311639404
323,1827,볼링장,322334.23561721796,4161037.119658653
324,1829,부암슈퍼,320243.3672287482,4162803.420236889
325,1830,지구촌교회,321654.52359796787,4164803.0176541745
326,1831,월암공원,320197.7671480968,4160187.619603275
327,1832,숭인파출소,324767.4504431993,4160781.0362886745
328,1833,북촌한옥마을.돈미약국,322092.65527873527,4161267.137369607
329,1835,하림각,320171.49184297316,4163129.659407609
330,1836,보현빌라,321565.6741139428,4165050.791571776
331,1837,스위스대사관,320355.6012446767,4160051.0180444517
332,1838,창신역.4번출구,324764.78264635697,4160885.9258262203
333,1839,안국선원.삼거리,322100.7109293444,4161429.3183653713
334,1840,세검정교회,319867.37381993106,4163344.8085653367
335,1841,혜화동로터리,323501.9275449379,4161751.9864754593
336,1842,북악휴게실,321545.95138081594,4164829.439551314
337,1843,서울시교육청,320443.82724775467,4159966.3120838683
338,1844,창신쌍용1단지.종로센트레빌아파트,324775.0217390087,4161103.6757836626
339,1845,사우디대사관,322105.8577019879,4161553.548991894
340,1846,상명대입구,319685.48637532827,4163381.0948698674
341,1847,혜화초등학교,323416.0134964203,4161916.968326056
342,1848,북악파크,321517.92040896375,4164579.65521779
343,1849,강북삼성병원,320575.7286907664,4159884.4775231355
344,1850,청룡사.보문파크뷰자이아파트,324913.43038293376,4161041.0094713285
345,1851,감사원,322139.23181326163,4161819.524441093
346,1852,국민생활관,323361.51224407885,4162166.608330102
347,1853,귀빈예식장,321113.9135275584,4164364.8922140305
348,1855,종로센트레빌후문.e편한세상보문아파트,324837.53557689604,4161277.1989337807
349,1856,통일부,322190.4156476351,4161958.879626306
350,1858,서울국제고등학교,323168.3308126335,4162109.303844167
351,1860,성대후문.와룡공원,322514.50459893723,4162131.9341876116
352,1861,상명초등학교,319636.37678552396,4163498.7802831763
353,1862,새마을금고,323114.92195676285,4161973.4978033653
354,1863,경진빌라,319738.53150438715,4163603.0391843244
355,1864,명륜시장.성대후문,322998.82742846734,4162074.102116727
356,1865,완성빌라,319717.22442668205,4163767.34797013
357,1866,양현관,322872.2113484796,4162192.6363348877
358,1868,상명대후문,319701.05668264406,4163848.9196423925
359,1869,샘미용실,322841.5658073354,4162247.3064638986
360,1870,산정빌라,319714.12121765036,4163983.186235132
361,1872,문방구,319751.7261592328,4164076.716405004
362,1873,마트앞,319821.55378227914,4164137.9493078846
363,1874,국민은행.세검정지점,319996.34689694934,4163933.057389539
364,1875,화정박물관,320428.9229308277,4163920.5383201977
365,1876,혜화역4번출구,323536.11659004184,4161478.571671706
366,1877,방송통신대앞,323572.2472383323,4160948.7342566215
367,1878,서울대치과대학,323205.30957654136,4160802.0995116523
368,1879,효제초교.연동교회,323579.3974437927,4160387.3039436946
369,1881,성균관대학교,322536.67418750096,4162055.037333258
370,1882,독립문역,319798.4611053353,4160428.90314573
371,1883,서울대치과대학,323197.10920590535,4160835.084603629
372,1886,이화사거리,323569.5140398295,4160754.630863589
373,1887,서울대학교병원현관,323234.0943487658,4160984.1447284557
374,1888,공평.종각,321899.48791536456,4160195.9024604904
375,1889,조계사,321894.0567953618,4160448.199936094
376,1890,종로경찰서,321983.50410641497,4160651.061592231
377,1893,인사동.아벤트리호텔,321895.28692161466,4160355.643714098
378,1894,세종문화회관,321311.2718092982,4160279.2506618435
379,2001,남대문세무서.서울백병원,322262.42265679076,4159454.4375160984
380,2002,서울백병원.가톨릭평화방송.국가인권위,322289.3202771756,4159383.4421406426
381,2003,서울역버스환승센터,320898.27643805736,4158378.1169522335
382,2004,서울역버스환승센터,320912.336799922,4158427.7340715867
383,2005,서울역버스환승센터,320935.0058512776,4158417.5724964878
384,2006,서울역버스환승센터,320943.4435090533,4158427.5721105915
385,2007,서울역버스환승센터,320966.5512177778,4158427.580416015
386,2008,숭례문,321032.59517877793,4158776.3895374946
387,2101,만리동고개,320033.80498132954,4158037.3444096018
388,2102,손기정체육공원입구,320356.08000799106,4158325.536568338
389,2103,경기여상입구,320511.78891984175,4158555.9571380676
390,2104,서울역서부,320638.18284370785,4158528.100772371
391,2105,서울역서부,320631.0535031005,4158602.8910940285
392,2106,서울역서부,320621.8467360607,4158756.9238677965
393,2107,종근당.충정로역,320213.3691278585,4158891.1607731944
394,2108,한국경제신문사,320505.8169249656,4158987.569178287
395,2109,한국경제신문사,320536.94944351644,4159007.4132047086
396,2110,경찰청.동북아역사재단,320632.2684176871,4159274.6728837113
397,2111,써미트호텔,323957.0076278684,4159131.8398591764
398,2113,서대문경찰서.농협은행,320518.370481877,4159483.265808624
399,2116,염천교,320998.5839406373,4158912.658036906
400,2117,숭례문,320971.5980291021,4158716.3678542795
401,2118,숭례문.한국일보,321029.30851812713,4158791.16432516
402,2120,후암삼거리,321223.45691924496,4158184.234200072
403,2121,숭례문,321088.1094985431,4158785.6112134606
404,2122,숭례문,321053.57446370635,4158759.0789268515
405,2123,숭례문,321023.89338194777,4158701.2500579567
406,2124,남대문시장악세사리전문상가,321246.90609973355,4158768.9265430938
407,2125,숭례문남산방향,321199.68229051656,4158763.829794926
408,2126,남대문시장,321593.5497116609,4159047.6407076735
409,2127,북창동.남대문시장,321404.50186904153,4159049.9222810874
410,2128,시청앞,321286.9512172651,4159180.0568552953
411,2131,삼성본관앞,321228.8318674901,4159151.0362137393
412,2132,시청앞,321251.3086883973,4159229.4835421564
413,2133,서소문,321141.47228948504,4159281.1380124665
414,2134,서소문,321182.5740880717,4159332.280015985
415,2137,서울신문사,321372.62509879225,4159848.603942909
416,2139,우리은행종로지점,321862.0644358648,4159744.352490853
417,2140,롯데백화점,321790.9533328614,4159411.841409299
418,2141,해운센터.롯데영프라자,321729.0471579422,4159233.417542736
419,2142,롯데영프라자,321769.67939540755,4159231.902463909
420,2144,신세계앞,321720.8241239199,4158997.51584416
421,2145,남대문시장.회현역,321383.8710977334,4158727.5984161943
422,2146,남대문시장.회현역,321446.19311712275,4158751.1799062816
423,2147,남산3호터널,321817.5576629758,4158739.1733715283
424,2148,남산3호터널,321824.3345599045,4158850.765379124
425,2149,명동입구,322049.91921829333,4158978.206087554
426,2150,퇴계로2가.명동역,321984.2941095209,4159006.2117327424
427,2151,퇴계로3가.한옥마을.한국의집,322624.37129762815,4159028.3972524493
428,2152,퇴계로3가.한옥마을.한국의집,322690.2471223986,4158988.682592007
429,2153,충무로역2번출구.대한극장앞,322906.048253736,4159023.101103444
430,2154,충무로역8번출구.대한극장앞,323052.5697127172,4159097.1065642033
431,2155,초동,322751.5847175631,4159262.0649188203
432,2156,을지로입구.로얄호텔,322075.5529504554,4159557.347994295
433,2157,을지로입구.시청입구,321703.5233483872,4159594.4781836113
434,2158,을지로2가.기업은행본점.서울노동청,322176.51467259706,4159596.3117592065
435,2159,을지로2가.파인에비뉴,322379.5278100539,4159565.6810119986
436,2160,을지로3가,322517.02702727186,4159601.165942484
437,2161,을지로3가,322600.5601642365,4159573.2790772077
438,2162,을지로4가,323033.74507441506,4159622.4750206773
439,2163,을지로4가.베스트웨스턴국도,323088.7563561589,4159593.995069432
440,2164,중구청앞.덕수중학교,323199.09841917275,4159411.088269688
441,2165,을지로5가,323302.7128832034,4159635.7545502204
442,2166,을지로5가.중부시장,323466.22201946937,4159610.266322198
443,2167,방산시장.훈련원종합체육관,323583.2739623878,4159756.6214089436
444,2168,을지로5가.훈련원종합체육관,323595.02427797636,4159519.1960308347
445,2169,을지로6가.국립중앙의료원,323929.76959900756,4159539.8779914794
446,2170,광희동,324000.8453412742,4159424.929007467
447,2171,광희동,324066.7998434234,4159417.1228285288
448,2172,을지로6가.국립중앙의료원,323883.493681479,4159583.9768432304
449,2173,동대문역사문화공원,324107.46796454355,4159678.1394537
450,2174,동대문역사문화공원,324167.04934540746,4159704.5796214575
451,2177,충무아트센터.스포츠센터.중부소방서,324604.99203065236,4159427.6717006774
452,2178,충무아트센터.스포츠센터.중부소방서,324665.9702953679,4159406.967421555
453,2179,성동공업고등학교(무궁화회관),324763.42536099366,4159774.607952177
454,2180,성동공업고등학교앞,324797.240233013,4159812.400001996
455,2181,신당역.중앙시장앞,325021.0990162629,4159478.331347174
456,2182,신당역.중앙시장앞,325085.6318771161,4159450.749292565
457,2183,성동고등학교,325313.4690874752,4159453.901123747
458,2184,성동고등학교,325355.95806735184,4159410.483379081
459,2187,신당동떡볶이타운.중구여성플라자,324692.04637072317,4159156.4342106692
460,2188,신당동떡볶이타운.중구여성플라자,324699.3681165194,4159105.6625390467
461,2189,신당동.청구역,324517.05167980987,4158736.3269747477
462,2190,신당동.청구역,324501.48404124996,4158770.9691092116
463,2191,약수역2번출구.중구구립도서관,324327.2690507056,4158410.9635027847
464,2192,약수역3번출구.약수하이츠,324347.3191846557,4158384.828667044
