,구분,대여소번호,대여소명,대여소 주소,거치대수,lat,lon
844,송파구,1275, 거여초등학교 옆,서울특별시 송파구 마천로25길 18,15,335540.9379184616,4152476.5513511524
845,송파구,1277, 오금동 송파 참병원,서울특별시 송파구 마천로 164,8,335338.18380698015,4152388.210631282
846,송파구,1279, 마천금호어울림 1차아파트 건너편,서울특별시 송파구 성내천로39길 4,10,336879.078034644,4151665.1984844445
847,양천구,700,KB국민은행 염창역 지점 앞,서울특별시 양천구 목동 559,20,312080.47953128355,4157665.2592942547
848,양천구,701,목동사거리 부근,서울특별시 양천구 목동 813,8,311263.8635687756,4156124.4979782896
849,양천구,702,목4동주민센터 옆,서울특별시 양천구 목동 904-3,16,311687.2842872999,4156086.0220997557
850,양천구,703,오목교역 7번출구 앞,서울특별시 양천구 목동 451,12,312271.4276340902,4155131.352071029
851,양천구,704,남부법원검찰청 교차로,서울특별시 양천구 신정동 1095,15,311326.0466607212,4155062.950852104
852,양천구,706,신정네거리역,서울특별시 양천구 신월동 894,15,310160.1203097728,4154937.0760188503
853,양천구,707,신정3동주민센터,서울특별시 양천구 중앙로 209,10,310420.9655628009,4154184.504319595
854,양천구,708,서울출입국관리사무소 앞,서울특별시 양천구 신정동 319-3,16,311762.3856362348,4154577.4445491056
855,양천구,709,신정3동 현장민원실 앞,서울특별시 양천구 신정동 760-2,20,309233.0343601117,4153815.2269739187
856,양천구,710,서부화물트럭터미널 사거리,서울특별시 양천구 신정동 759-2,12,309317.03446253034,4153710.382408868
857,양천구,711,신일해피트리아파트 앞,서울특별시 양천구 신월동 1063-4,20,309859.31545384694,4154408.6083568796
858,양천구,712,강월초교입구 사거리,서울특별시 양천구 신월동 905,14,308960.2714005436,4154422.45416432
859,양천구,713,양서중학교 옆,서울특별시 양천구 신월동 790,20,308262.28707174666,4156220.335399164
860,양천구,714,한국SGI 양천문화회관 앞,서울특별시 양천구 신월동 790,10,308335.85412335466,4156163.1259194855
861,양천구,716,정6동 주민센터 인근,서울특별시 양천구 목동서로 355,15,311260.4407727426,4154401.3163144793
862,양천구,719,홍익병원앞 교차로,서울특별시 양천구 등촌로 2,10,311286.7120284149,4155853.754764648
863,양천구,720,서울강월초등학교 앞,서울특별시 양천구 신월로 97,10,308656.1201140907,4154340.5224539554
864,양천구,722,LG전자베스트샵 신정점 ,서울특별시 양천구 신월로 328,10,310656.6626953564,4154876.231031824
865,양천구,723,SBS방송국,서울특별시 양천구 목동서로161,15,312034.03511279926,4155702.920475132
866,양천구,724,계남공원 입구 주출입구 좌측,서울특별시 양천구 신정동 621-14,15,310630.80040091753,4153682.9029220757
867,양천구,725,양강중학교앞 교차로,서울특별시 양천구 남부순환로88길5-16,15,310059.84432595683,4155211.7031234317
868,양천구,729,서부식자재마트 건너편,서울특별시 양천구 신정동 236 ,10,311460.85367082275,4153630.6178250965
869,양천구,731,서울시 도로환경관리센터,서울특별시 양천구 목동동로 316-6,10,312370.9870355077,4155777.1244808324
870,양천구,732,신월동 이마트,서울특별시 양천구 화곡로 59,10,308132.6249161999,4156945.4250215106
871,양천구,733,신정이펜하우스314동,서울특별시 양천구 신정이펜1로50 ,10,308306.12798573036,4154115.6622715783
872,양천구,734,신트리공원 입구,서울특별시 양천구 신정동 310-8 ,10,310520.3568656952,4154048.346657587
873,양천구,736,오솔길공원,서울특별시 양천구 남부순환로70길11-9,10,308830.5164807283,4155001.865920386
874,양천구,739,신월사거리,서울특별시 양천구 신월동 263,15,308079.58902791754,4156574.7224142817
875,양천구,740,으뜸공원,서울특별시 양천구 가로공원로 133,10,308425.8752192125,4156585.3789795884
876,양천구,741,화곡로 입구 교차로,서울특별시 양천구 신월동 258,10,307876.38984199136,4156947.907811446
877,양천구,742,등촌역 5번 출구 뒤,서울특별시 양천구 등촌로 236,10,311366.32778627385,4158112.6606890364
878,양천구,743,현대6차아파트 101동 옆,서울특별시 양천구 신정동 735-5,10,309325.37711156486,4153515.0148440916
879,양천구,744,신목동역 2번 출구,서울특별시 양천구 목동중앙로 212 앞,10,312936.41411133914,4157312.203772889
880,양천구,745,강서초등학교,서울특별시 양천구 오목로 31 부근,10,309095.8035336293,4155005.9806210636
881,양천구,746,목동2단지 상가,서울특별시  양천구 목동 902-5 ,10,312494.1032703747,4156507.407038126
882,양천구,747,목동3단지 상가,서울특별시 양천구 목동 903-6,10,312303.80737992196,4156298.214580638
883,양천구,748,목동운동장,서울특별시 양천구 안양천로 939,15,312615.9451862932,4155810.562981855
884,영등포구,200,국회의원회관,서울특별시 영등포구 의사당대로 1,20,315760.10933022207,4155571.153514237
885,영등포구,201,진미파라곤 앞,서울특별시 영등포구 국회대로76길 10,15,316332.55368874513,4155837.2398686404
886,영등포구,202,국민일보 앞,서울특별시 영등포구 여의공원로 101,15,316609.13178523845,4155562.136707196
887,영등포구,203,국회의사당역 3번출구 옆,서울특별시 영등포구 국회대로 지하758,15,316092.15146296716,4155489.303966788
888,영등포구,204,국회의사당역 5번출구 옆,서울특별시 영등포구 의사당대로 8,13,315944.12599853764,4155504.4609898035
889,영등포구,205,산업은행 앞,서울특별시 영등포구 의사당대로 97,20,316247.52786318463,4155286.8132623024
890,영등포구,206,KBS 앞,서울특별시 영등포구 여의공원로 13,20,316023.81461952557,4155114.359688525
891,영등포구,207,여의나루역 1번출구 앞,서울특별시 영등포구 여의동로 지하343,40,317273.46553796006,4155344.6719641834
892,영등포구,209,유진투자증권빌딩 앞,서울특별시 영등포구 국제금융로 24,12,316890.8289679226,4155089.211783304
893,영등포구,210,IFC몰,서울특별시 영등포구 국제금융로 10,12,316691.3886969007,4155255.026916591
894,영등포구,211,여의도역 4번출구 옆,서울특별시 영등포구 국회대로68길 7,13,316602.45171174244,4154830.90982649
895,영등포구,212,여의도역 1번출구 옆,서울특별시 영등포구 의사당대로 88,35,316496.4843264681,4154737.109363504
896,영등포구,213,KT앞,서울특별시 영등포구 여의대로 38,15,316099.3195754845,4154806.504622051
897,영등포구,214,금융감독원 앞,서울특별시 영등포구 여의대로 38,20,316268.55968897307,4154926.4329804177
898,영등포구,215,여의도고교 앞,서울특별시 영등포구 국제금융로7길 37,10,317516.3727558217,4155100.427737641
899,영등포구,216,삼부아파트1동 앞,서울특별시 영등포구 국제금융로7길 27,10,317335.71915078675,4154954.970560868
900,영등포구,217,NH농협은행 앞,서울특별시 영등포구 국제금융로8길 2,10,317108.4990490653,4154803.2147476897
901,영등포구,218,증권거래소 앞,서울특별시 영등포구 여의나루로 76,20,317011.5582256452,4154938.3458907097
902,영등포구,219,롯데캐슬엠파이어 옆,서울특별시 영등포구 의사당대로 127,12,316704.5774914384,4154658.4689037483
903,영등포구,220,미성아파트 A동 앞,서울특별시 영등포구 의사당대로 110,30,316720.1427960122,4154510.2523551057
904,영등포구,221,여의도초교 앞,서울특별시 영등포구 여의대방로 439,10,317765.98680810176,4154854.9342969833
905,영등포구,222,시범아파트버스정류장 옆,서울특별시 영등포구 63로 45,12,317856.56042571453,4154586.068153712
906,영등포구,223,진주아파트상가 앞,서울특별시 영등포구 국제금융로 108-6,20,317349.2167411318,4154490.962246875
907,영등포구,224,롯데캐슬 앞,서울특별시 영등포구 국제금융로 86,20,317280.22255892365,4154578.404949913
908,영등포구,225,앙카라공원 앞,서울특별시 영등포구 의사당대로 지하166,26,316998.5334790999,4154282.6408547587
909,영등포구,226,샛강역 1번출구 앞,서울특별시 영등포구 의사당대로 지하166,20,316925.2607872166,4154328.3278705487
910,영등포구,227,양평2나들목 보행통로 입구,서울특별시 영등포구 양화동 17-4,10,313452.15864822,4157392.0795325898
911,영등포구,228,선유도역 3번출구 앞,서울특별시 영등포구 양평동4가 202-1,10,313980.01407076,4156691.2546248743
912,영등포구,229,양평1 보행육교 앞,서울특별시 영등포구 양평동4가 20-4,20,313767.9625970409,4156408.8020847635
913,영등포구,230,영등포구청역 1번출구,서울특별시 영등포구 당산로 111-2,10,314096.69151402864,4155153.8141263807
914,영등포구,231,남부고용노동지청 남측,서울특별시 영등포구 양평동1가 115-2,10,313708.0439096469,4155148.197882711
915,영등포구,232,양평우림 이비즈센타 앞,서울특별시 영등포구 양평동3가 14-1,20,313356.85821581737,4155283.0849798466
916,영등포구,233,YP 센터 앞,서울특별시 영등포구 양평동3가 60-1,10,313702.39804199943,4155590.4001112613
917,영등포구,234,영등포구민체육센터 앞,서울특별시 영등포구 신길동 399 ,10,314887.9433148694,4152452.5276020914
918,영등포구,235,신길동 우리은행 옆,서울특별시 영등포구 신길동 250-4 ,10,315285.89202808996,4152899.2912463597
919,영등포구,236,문래동자이아파트 앞,서울특별시 영등포구 문래동3가 68-1,10,313934.04411245754,4154216.0208291067
920,영등포구,237,보라매 두산위브 건너편,서울특별시 영등포구 신길동 4490 ,20,315670.0738426555,4151996.7504154295
921,영등포구,238,제2구민체육센타 앞,서울특별시 영등포구 당산동4가 96-2,10,314678.9193293934,4155335.1990858535
922,영등포구,239,유스호스텔 앞,서울특별시 영등포구 영등포동7가 58-2,20,314724.0828448408,4155274.9083427936
923,영등포구,240,문래역 4번출구 앞,서울특별시 영등포구 문래동3가 55-12 ,10,314025.39758917526,4154500.7357259053
924,영등포구,241,신길우성1차아파트 앞 공원,서울특별시 영등포구 도림동 255-2 ,10,314249.08200964896,4153007.0959189213
925,영등포구,242,신길선원가와인아파트 앞,서울특별시 영등포구 신길동 215-28 ,15,315300.881372659,4153605.8023142605
926,영등포구,243,이앤씨드림타워 앞,서울특별시 영등포구 양평동3가 48-1,15,313675.3085731794,4155435.1376252435
927,영등포구,244,영등포삼환아파트 앞,서울특별시 영등포구 영등포동8가 82-4 ,20,314948.9287370901,4155739.168250142
928,영등포구,245,삼성생명 당산사옥 앞,서울특별시 영등포구 당산동4가 35-24 ,10,314142.10885869083,4155555.5718283528
929,영등포구,247,당산역 10번출구 앞,서울특별시 영등포구 당산동5가 14-4,19,314639.64518866944,4156146.727287304
930,영등포구,248,초원아파트 앞,서울특별시 영등포구 여의도동8-13,10,316586.3386042821,4155811.2052956526
931,영등포구,249,여의도중학교 옆,서울특별시 영등포구 여의도동 8,8,317659.56294679386,4155017.6860747486
932,영등포구,250,대림아파트 사거리,서울특별시 영등포구 신길동 249,10,316429.0999648018,4153215.346462958
933,영등포구,251,서울지방병무청 버스정류장,서울특별시 영등포구 신길동853,10,316321.5862156309,4152868.3538957844
934,영등포구,252,보라매역4번출구,서울특별시 영등포구 신길동4884,10,316141.2182723705,4152370.8809801284
935,영등포구,253,신풍역 5번출구 인근,서울특별시 영등포구 신길동3596,10,315212.75961313484,4152465.9525274644
936,영등포구,254,도림신협 앞,서울특별시 영등포구 신길동263-76,10,314681.6468039687,4152828.030849397
937,영등포구,255,도림4거리,서울특별시 영등포구 신길동373-1,10,314486.2434039833,4153139.9065193157
938,영등포구,256,동아에코빌입구,서울특별시 영등포구 도림동 159-70,10,314331.5812619538,4153465.6431260826
939,영등포구,257,신길삼거리(우리은행),서울특별시 영등포구 신길동95-256,10,316115.2271029261,4153910.916545262
940,영등포구,258,신길역3번출구,서울특별시 영등포구 영등포동1가35,14,315677.6277573403,4154347.9124429617
941,영등포구,259,대방역6번출구,서울특별시 영등포구 신길동1368,17,316695.9442402067,4153870.1134397304
942,영등포구,262,영문초등학교 사거리,서울특별시 영등포구 문래로 56,12,313463.3255357661,4154645.4453896326
943,영등포구,263,근로자회관 사거리,서울특별시 영등포구 선유로 34,12,313407.1779606228,4154338.4074019636
944,영등포구,264,교보생명보험 앞,서울특별시 영등포구 영등포로 96,15,313683.43129418703,4154862.877298286
945,영등포구,265,영등포유통상가 사거리,서울특별시 영등포구 영등포로 124,15,314116.3672871876,4154764.5885777585
946,영등포구,266,영등포청과시장 사거리,서울특별시 영등포구 영등포로 177,10,314517.24199528195,4154679.4725639913
947,영등포구,267,삼성화재 사옥 옆,서울특별시 영등포구 양평로 76,10,314308.87578539853,4156406.4599778373
948,영등포구,268,그랜드컨벤션센터 앞,서울특별시 영등포구 양평로 58,10,314456.18848229223,4156265.1721062916
949,영등포구,270,증권거래소후문교차로,서울특별시 영등포구 여의나루로 76,10,316820.4987523776,4154838.866918388
950,영등포구,271,샛강생태공원방문자센터 앞,서울특별시 영등포구 여의동로 48,10,316327.4511677404,4154474.5159342466
951,영등포구,272,당산육갑문,서울특별시 영등포구 당산로52길 3,20,314782.6416062721,4156326.8276330982
952,영등포구,274,영등포역지하쇼핑센타 5번출구,서울특별시 영등포구 경인로 846,10,315117.4376651419,4154244.6759943687
953,영등포구,275,신동아아파트,서울특별시 영등포구 선유서로 76,10,313158.3653489438,4154972.9189853435
954,영등포구,276,SK 영등포주유소,서울특별시 영등포구 경인로112길 1,10,315532.10000265273,4154416.7523519527
955,영등포구,277,영등포뉴타운지하상가 2번게이트,서울특별시 영등포구 영중로 22,10,314876.4969504392,4154635.047659759
956,영등포구,278,쌍용플레티넘오피스텔,서울특별시 영등포구 도영로 18,10,313968.2447775778,4153302.243385303
957,영등포구,279,영등포 푸르지오 아파트,서울특별시 영등포구 도신로29길 28,15,314797.41671311617,4153871.899837403
958,용산구,800,목월공원 앞,서울특별시 용산구 원효로4가 109-10,15,319287.7267645634,4155904.9747650293
959,용산구,802,한강진역 2번 출구 앞,서울특별시 용산구 한남동 726-494,10,323503.1193340168,4156782.3509212276
960,용산구,803,한남초교 앞 보도육교,서울특별시 용산구 한남동 725-17,10,323662.4796411685,4156444.3783682287
961,용산구,805,문배어린이공원 앞,서울특별시 용산구 문배동 34-10,9,320646.4725528338,4156355.656975196
962,용산구,806,전자랜드 본관 앞,서울특별시 용산구 한강로3가 16-8,20,319818.5653311979,4155963.7145289383
963,용산구,807,서울역 12번 출구 앞,서울특별시 용산구 동자동 14-229,10,320920.9558138613,4158072.54673488
964,용산구,808,서빙고동 금호맨션 앞,서울특별시 용산구 서빙고동 235-5,10,322351.8908011434,4154514.6184197883
965,용산구,809,한남 유수지 복개주차장,서울특별시 용산구 독서당로 18,10,323939.02609394665,4155553.5345286913
966,용산구,810,이태원지하보도,서울특별시 용산구 용산동2가 5-1812,10,322121.4331765664,4156507.3272285135
967,용산구,811,녹사평역1번출구,서울특별시 용산구 용산동2가 6-7,20,322001.5632687765,4156140.2251949976
968,용산구,812,용산전쟁기념관,서울특별시 용산구 용산동1가 8-4,20,321318.7398999819,4156128.2438922026
969,용산구,813,삼각지역 3번출구,서울특별시 용산구 한강로1가 228-1,20,320839.63643110136,4155991.139505971
970,용산구,815,LIG강촌아파트 103동앞,서울특별시 용산구 이촌동301-5,20,321380.25400065247,4154313.9770821026
971,용산구,816,신용산역 6번출구 앞,서울특별시 용산구 한강대로 115,10,320496.49021198845,4155625.099793056
972,용산구,817,삼각지역 4번출구 앞,서울특별시 용산구 한강대로 161,9,320791.5965889158,4155985.404063862
973,용산구,818,숙명여대 입구 교차로,서울특별시 용산구 청파로47길 100,15,320611.37169199623,4157259.730308346
974,용산구,819,선린인터넷 고등학교,서울특별시 용산구 원효로97길 33-4,12,320702.7341249286,4156897.851757409
975,용산구,820,청파동입구 교차로,서울특별시 용산구 한강대로 349,10,320847.7968464106,4157713.2211323497
976,용산구,822,이촌1동 마을공원,서울특별시 용산구 이촌로 219,10,320215.45313314465,4154731.1924961293
977,용산구,823,효창동주민센터 앞,서울특별시 용산구 효창원로 161,10,319949.3419673766,4156988.199957585
978,용산구,825,서빙고동 주민센터 앞,서울특별시 용산구 서빙고로 279,15,322751.4128715568,4154487.437315175
979,용산구,826,서울역 서부교차로2,서울특별시 용산구 만리재로 202,20,320571.1099329267,4158423.1339486055
980,용산구,827,국군복지단,서울특별시 용산구 두텁바위로 54-99,20,321512.1801419271,4156906.168049225
981,용산구,828,숙대입구역 8번,서울특별시 용산구 한강대로 289,7,320840.6338294576,4157164.1932156966
982,용산구,829,베르가모앞,서울특별시 용산구 한강대로 23,20,319879.1013219365,4154837.167645324
983,용산구,830,청암자이아파트앞,서울특별시 용산구 원효로 35,10,318747.14967820875,4156137.783242446
984,용산구,832,이촌1동 주민센터 뒤,서울특별시 용산구 이촌로71길 24,15,320915.54047224426,4154631.8162356485
985,용산구,834,효창공원앞역 3번출구 뒤,서울특별시 용산구 백범로 지하 287,15,319890.12770094594,4156621.9172768467
986,용산구,836,현대자동차서비스 앞,서울특별시 용산구 원효로 74,15,318998.79810017184,4155799.03018446
987,은평구,900,은평예술회관,서울특별시 은평구 녹번동 85-4,20,317072.8212724926,4163892.258800331
988,은평구,901,응암1동사무소,서울특별시 은평구 응암동 84-14,10,317000.2183059696,4163564.3624518784
989,은평구,902,진관동 은빛초등학교,서울특별시 은평구 진관동 45-21,10,316332.78409734124,4168256.6672299164
990,은평구,903,은평뉴타운 아이파크,서울특별시 은평구 진관동 13-20,20,317148.6724321358,4168544.7825484816
991,은평구,904,은평뉴타운 푸르지오,서울특별시 은평구 진관동 5-8,18,317447.6871344952,4168849.9170990656
992,은평구,905,구파발역 2번출구,서울특별시 은평구 진관동 86-31,11,316384.5056133411,4167492.376660922
993,은평구,906,연신내역 5번출구150M 아래,서울특별시 은평구 대조동 207-8,10,316388.870579313,4165380.265405926
994,은평구,907,CJ 드림시티,서울특별시 은평구 역촌동 43-11,10,316105.40603776363,4163419.4228999517
995,은평구,908,구산역 4번출구,서울특별시 은평구 갈현동 536-8,10,316182.3015678293,4164938.1104119765
996,은평구,909,백련산 힐스테이트 3차,서울특별시 은평구 응암동 761-9,10,316606.2159244941,4162020.9372550966
997,은평구,911,은평평화공원(역촌역4번출구),서울특별시 은평구 녹번동 153-31,10,316656.5365337851,4164083.5298283314
998,은평구,912,응암오거리,서울특별시 은평구 응암동 604-5,10,316088.61839926377,4162328.488644089
999,은평구,913,이마트 은평점,서울특별시 은평구 응암동 90-15,15,316396.7262916849,4163547.1833378547
1000,은평구,914,새절역 2번출구,서울특별시 은평구 응암동 610-3,20,315800.47324051894,4162461.0033823955
1001,은평구,915,증산역 4번출구,서울특별시 은평구 증산동 199-8,10,315453.15355066676,4161756.4353518393
1002,은평구,916,평생학습관 앞,서울특별시 은평구 역촌동 15-40,7,316520.0625608243,4164338.117859227
1003,은평구,917,녹번역 4번출구,서울특별시 은평구 녹번동 55,9,317741.9914214575,4163583.9822248104
1004,은평구,919,서울혁신파크,서울특별시 은평구 녹번동 15-2,10,317506.9841186048,4164327.307454062
1005,은평구,921,신도고등학교,서울특별시 은평구 진관동 242-14,10,316371.8446184442,4166802.3441585177
1006,은평구,922,연신내역 4번출구,서울특별시 은평구 대조동 227-2,10,316601.10629354493,4165441.284925141
1007,은평구,923,국민은행 연서지점,서울특별시 은평구 불광동 355,10,316932.67466758797,4165783.321182855
1008,은평구,924,메뚜기다리,서울특별시 은평구 진관동 161-9,15,317299.4026551676,4166615.402460901
1009,은평구,925,불광역 2번출구,서울특별시 은평구 불광동 285-43,8,317376.23098979285,4164509.8149625366
1010,은평구,926,불광역 8번출구,서울특별시 은평구 불광동 276-6,8,317264.3621480764,4164691.3531870823
1011,은평구,927,연신내역 3번출구 인근,서울특별시 은평구 불광동 304-5,10,316650.31238266523,4165446.079221273
1012,은평구,928,은평역사한옥박물관,서울특별시 은평구 진관동 133-29,15,318077.33305485593,4168019.0673382054
1013,은평구,930,구 서부경찰서 건너편,서울특별시 은평구 역촌동 41-7,7,316414.54159013595,4163653.5877791136
1014,은평구,931,역촌파출소,서울특별시 은평구 역촌동 45-34,10,315983.69391431357,4164004.415575973
1015,은평구,932,예일여중,서울특별시 은평구 연서로 117,10,316090.2506048862,4164586.8935997975
1016,은평구,933,LG서비스 역촌점,서울특별시 은평구 서오릉로 163,10,315962.36346755724,4164865.0598274143
1017,은평구,934,신사동 성당,서울특별시 은평구 신사동 41-3,15,315458.3648244688,4163172.914337894
1018,은평구,935,역촌역 1번 출구,서울특별시 은평구 역촌동 17-55,7,316582.945735301,4164042.8610278657
1019,은평구,937,상림마을 롯데캐슬2단지 옆,서울특별시 은평구 진관동 30-23,15,316831.6156067131,4168550.1315620188
1020,은평구,939,은평구청 교차로,서울특별시 응암동 82-31,15,317043.13589972863,4163643.902271547
1021,은평구,941,은평뉴타운 도서관,서울특별시 진관동 141-27,13,317684.378207629,4167577.5404061996
1022,은평구,942,상림마을 생태공원,서울특별시 진관동 16-4,15,317311.2345067768,4168343.0236399025
1023,은평구,943,은평구청 보건소,서울특별시 녹번동 84,10,317153.26886110916,4163719.405241445
1024,은평구,945,기자촌 사거리,서울특별시 은평구 진관동 149-17,10,317556.9120595682,4167233.9746177825
1025,은평구,947,연신내 선일하이츠빌 정류소,서울특별시 불광동 484-165,10,316438.6659101618,4165985.210007329
1026,은평구,948,디지털미디어 시티역 4번출구,서울특별시 증산동 239,10,314769.0035608803,4160974.6888575386
1027,은평구,949,연신내역 1번 출구 ,서울특별시 불광동 487-2,7,316503.5841850521,4165663.150340775
1028,은평구,950,구산역 2번 출구 ,서울특별시 역촌동 1-57,7,316176.3737601099,4164671.02097493
1029,은평구,952,서울연신중학교,서울특별시 불광동 400-4번지,10,316902.51482618507,4165972.8295370955
1030,은평구,953,서울연신초등학교,서울특별시 불광동 73-1번지 ,10,317225.35491859005,4166312.9595216126
1031,은평구,954,은평뉴타운구파발9단지,서울특별시 은평구 진관3로 77,10,316618.9414715897,4168194.9210925153
1032,은평구,956,응암시장교차로,서울특별시 은평구 응암로 248,9,316207.3275014172,4162849.304797716
1033,종로구,301,경복궁역 7번출구 앞,서울특별시 종로구 사직로 지하130,16,320868.1124003902,4160684.393386016
1034,종로구,302,경복궁역 4번출구 뒤,서울특별시 종로구 사직로 지하130,12,321098.89233673457,4160696.396991024
1035,종로구,303,광화문역 1번출구 앞,서울특별시 종로구 세종대로 지하189,8,321164.9352794999,4160227.0504716295
1036,종로구,304,광화문역 2번출구 앞,서울특별시 종로구 세종대로 지하172,7,321394.51576774515,4160305.9188815868
1037,종로구,305,종로구청 옆,서울특별시 종로구 삼봉로 43,16,321470.1669101864,4160314.83647357
1038,종로구,306,광화문역 7번출구 앞,서울특별시 종로구 세종대로 지하172,9,321296.1774854548,4160121.6454995307
1039,종로구,307,서울역사박물관 앞,서울특별시 종로구 새문안로 55,11,320823.2258305378,4160042.1490692175
1040,종로구,308,광화문 S타워 앞,서울특별시 종로구 새문안로 82,10,321073.8089277778,4160033.2987794504
1041,종로구,309,광화문역 6번출구 옆,서울특별시 종로구 세종대로 지하172,13,321296.0120028559,4160019.6277687955
1042,종로구,314,국립현대미술관,서울특별시 종로구 삼청로 30,10,321708.22829152335,4161100.795727555
1043,종로구,316,종각역 1번출구 앞,서울특별시 종로구 종로 47,12,321768.24119004037,4160065.751522651
1044,종로구,326,안국역 5번출구 앞,서울특별시 종로구 율곡로 지하62,20,322168.1993445781,4160706.037061855
1045,종로구,327,낙원상가 옆,서울특별시 종로구 삼일대로 428,10,322276.5920887794,4160383.5528642708
1046,종로구,328,탑골공원 앞,서울특별시 종로구 종로 99,11,322333.58496942744,4160053.6235148073
1047,종로구,329,청계2가 사거리 옆,서울특별시 종로구 청계천로 93,8,322302.3878509787,4159826.493951126
1048,종로구,334,종로3가역 2번출구 뒤,서울특별시 종로구 종로 지하129,10,322652.11082315154,4160069.342841497
1049,종로구,335,종로3가역 15번출구 앞,서울특별시 종로구 종로 지하129,10,322603.9959295901,4160025.855721677
1050,종로구,337,창경궁 입구,서울특별시 종로구 창경궁로 185,5,323085.6413540481,4160990.366556605
1051,종로구,338,세운스퀘어 앞,서울특별시 종로구 창경궁로 109,18,323123.97266436846,4160099.010117501
1052,종로구,339,종로4가 사거리,서울특별시 종로구 종로 185,10,323218.5612662252,4160109.3160259575
1053,종로구,340,혜화동 로터리,서울특별시 종로구 창경궁로 271-1,8,323472.6105971759,4161720.3493406842
1054,종로구,341,혜화역 3번출구 뒤,서울특별시 종로구 대학로 지하120,10,323560.6893179603,4161267.877061059
1055,종로구,342,대학로 마로니에공원,서울특별시 종로구 대학로 104,10,323622.5281556196,4161068.2943616267
1056,종로구,343,예일빌딩(율곡로) 앞,서울특별시 종로구 율곡로 238,12,323828.5405628294,4160580.792652727
1057,종로구,344,성균관대 E하우스 앞,서울특별시 종로구 율곡로 259,10,323978.83271945134,4160422.629615943
1058,종로구,345,서울보증보험본사 앞,서울특별시 종로구 김상옥로 29,15,323446.23975597706,4160353.022169389
1059,종로구,348,독립문역 사거리,서울특별시 종로구 교북동 10-1,14,319917.0733975346,4160287.020076496
1060,종로구,349,사직동주민센터,서울특별시 종로구 사직로9길 5,7,320616.73446806055,4160749.5523446323
1061,종로구,351,청운초교 앞 삼거리,서울특별시 종로구 청운동 108-22,8,320816.8992725628,4161716.264346125
1062,종로구,352,중앙고입구 삼거리,서울특별시 종로구 창덕궁길 191,15,322103.766252182,4161503.9368511834
1063,종로구,353,재동초교 앞 삼거리,서울특별시 종로구 재동 19,8,322068.566714681,4161057.531771471
1064,종로구,354,포르투갈 대사관 앞,서울특별시 종로구 창덕궁1길 3,10,322422.4031076929,4161024.0810035295
1065,종로구,355,서울사대부속초교 앞,서울특별시 종로구 연건동 178-3,15,323608.0847256674,4160704.9270758764
1066,종로구,356,KT혜화지사 앞,서울특별시 종로구 대학로 65,15,323574.52786431985,4160776.3553613233
1067,종로구,358,성대입구 사거리,서울특별시 종로구 창경궁로 234,13,323275.8886322434,4161377.1834407127
1068,종로구,359,원남동사거리,서울특별시 종로구 율곡로 169,8,323185.24089961615,4160664.3090639245
1069,종로구,361,동묘앞역 1번출구 뒤,서울특별시 종로구 숭인동 81-39,10,324788.24688705406,4160317.348681966
1070,종로구,362,청계8가 사거리,서울특별시 종로구 청계천로 407,10,325386.25007749395,4160191.7293324885
1071,종로구,363,신설동역 11번출구 뒤,서울특별시 종로구 숭인동 1311,10,325405.9909897465,4160583.8461924135
1072,종로구,364,창신역 1번출구 앞,서울특별시 종로구 지봉로 87,8,324729.7598757826,4160994.862544996
1073,종로구,367,독립문역 3-1번출구 ,서울특별시 종로구 무악동 41-7,8,319736.78632120235,4160492.982942401
1074,종로구,368,SK 서린빌딩 앞,서울특별시 종로구 서린동 93-2,12,321654.92431437876,4159940.744058487
1075,종로구,369,광화문 시민열린마당,서울특별시 종로구 세종로 76-5,20,321489.92538446526,4160637.570943485
1076,종로구,385,종각역 5번출구,서울특별시 종로구 서린동 26-1,10,321843.6577564075,4160001.964172028
1077,종로구,386,올림픽기념 국민생활관 앞,서울특별시 종로구 성균관로 91,10,323292.854593155,4162235.2789363824
1078,종로구,388,동성중학교 앞,서울특별시 종로구 혜화동 56,10,323555.07094295195,4161730.361220293
1079,종로구,446,상명대입구,서울특별시 종로구 홍지문길 1,10,319724.079316531,4163410.6210462153
1080,종로구,447,신영동삼거리,서울특별시 종로구 진흥로 499,10,320096.51094950654,4163831.4884727076
1081,종로구,449,일성아파트,서울특별시 종로구 평창문화로 119,10,321071.61111051135,4164335.1366520445
1082,종로구,450,효자동 삼거리,서울특별시 종로구 효자로13길 45,15,320983.7896496238,4161548.8025300107
1083,종로구,451,청와대앞길,서울특별시 종로구 청와대로 73,13,321612.22760578344,4161525.4882842735
1084,중구,300,정동사거리,서울특별시 중구 정동길 2-1,7,320653.4743287916,4159829.340469956
1085,중구,310,청계광장 옆,서울특별시 중구 세종대로 136,10,321383.1548664645,4159905.516459001
1086,중구,311,서울광장 옆,서울특별시 중구 세종대로 지하 101,35,321377.74105397507,4159654.0769778467
1087,중구,312,시청역 1번출구 뒤,서울특별시 중구 세종대로 지하101,7,321308.45497718384,4159440.425324378
1088,중구,313,서울역 광장 파출소 옆,서울특별시 중구 통일로 13,5,320851.2528172903,4158594.0376117653
1089,중구,318,광교사거리 남측,서울특별시 중구 청계천로 30,10,321831.176007529,4159856.9163134643
1090,중구,320,을지로입구역 4번출구 앞,서울특별시 중구 을지로 55,20,321917.2794952618,4159599.2938978067
