,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,HOUS,POP,POP_10,POP_20,POP_30,POP_40,POP_50,POP_60_O
16943,서울특별시,11,노원구,11350,319050,559850,18.3,31.98,8.34,3.48,1.5,9.06,5.64,3.96
16944,서울특별시,11,마포구,11440,305850,550850,230.96,254.43,31.27,70.3,50.78,29.35,34.56,38.17
16945,서울특별시,11,양천구,11470,298850,547750,206.37,464.69,95.27,82.59,72.54,74.52,80.81,58.96
16946,서울특별시,11,서대문구,11410,306150,554150,9.35,10.67,2.14,1.16,1.83,1.88,1.75,1.91
16947,서울특별시,11,강남구,11680,316950,545450,2.09,5.59,0.75,1.2,1.18,0.78,0.62,1.06
16948,서울특별시,11,성북구,11290,317150,557450,261.69,347.63,57.82,62.2,62.28,53.91,53.68,57.74
16949,서울특별시,11,관악구,11620,304150,540350,10.88,10.72,2.12,1.1,2.06,1.62,1.9,1.92
16950,서울특별시,11,구로구,11530,299550,545650,1.67,5.3,1.11,0.65,0.95,0.72,0.82,1.05
16951,서울특별시,11,성북구,11290,315950,557450,135.82,323.53,81.39,35.31,63.74,59.01,37.63,46.45
16952,서울특별시,11,성북구,11290,314150,556050,169.0,594.92,130.49,74.44,100.12,103.07,96.89,89.91
16953,서울특별시,11,서대문구,11410,304050,553750,70.89,236.67,44.46,30.42,37.3,39.38,48.99,36.12
16954,서울특별시,11,서초구,11650,313050,545950,144.0,414.19,76.69,70.94,103.48,66.76,52.9,43.42
16955,서울특별시,11,송파구,11710,321650,545450,250.55,349.4,74.47,59.33,76.99,64.44,37.76,36.41
16956,서울특별시,11,종로구,11110,310950,553050,381.03,936.01,85.78,122.48,143.26,190.14,173.1,221.25
16957,서울특별시,11,종로구,11110,309150,552950,310.0,771.36,96.71,105.54,120.02,136.31,131.71,181.07
16958,서울특별시,11,광진구,11215,319950,548650,59.32,265.11,54.06,47.41,53.23,44.4,31.58,34.43
16959,서울특별시,11,종로구,11110,310350,553850,150.21,377.07,67.75,44.65,57.35,73.63,61.11,72.58
16960,서울특별시,11,강서구,11500,296250,552450,127.04,354.65,78.54,46.27,52.32,66.48,65.83,45.21
16961,서울특별시,11,구로구,11530,301850,545150,45.21,79.89,13.65,12.87,11.64,12.57,15.0,14.16
16962,서울특별시,11,강북구,11305,313450,559750,69.02,190.71,33.85,30.0,25.89,33.33,34.26,33.38
16963,서울특별시,11,성북구,11290,316050,557350,217.35,423.1,96.15,51.78,79.39,76.37,54.17,65.24
16964,서울특별시,11,구로구,11530,299850,545350,161.86,420.14,89.14,41.61,78.9,66.16,61.04,83.29
16965,서울특별시,11,성북구,11290,312450,556950,140.25,322.87,72.49,39.46,58.23,54.94,45.66,52.09
16966,서울특별시,11,도봉구,11320,316350,562950,132.0,447.74,105.69,61.61,43.04,104.32,86.41,46.67
16967,서울특별시,11,마포구,11440,302750,553350,104.16,107.12,24.56,11.36,17.4,17.8,15.8,20.2
16968,서울특별시,11,강북구,11305,314350,557350,74.36,69.68,13.39,11.96,13.39,9.36,9.88,11.7
16969,서울특별시,11,강북구,11305,314050,560650,148.03,304.93,58.96,42.88,54.88,49.73,49.16,49.32
16970,서울특별시,11,송파구,11710,321550,545850,155.96,291.61,47.74,61.5,59.14,40.51,46.07,36.65
16971,서울특별시,11,서초구,11650,312450,542850,7.0,21.09,5.74,2.46,2.49,3.85,4.12,2.43
16972,서울특별시,11,마포구,11440,303550,551150,138.0,314.36,66.77,41.47,63.77,50.9,44.69,46.76
16973,서울특별시,11,금천구,11545,303150,542050,332.93,291.66,56.28,38.72,47.61,54.61,45.3,49.14
16974,서울특별시,11,영등포구,11560,304650,545550,150.0,467.53,121.77,49.51,102.26,86.64,66.66,40.69
16975,서울특별시,11,노원구,11350,316750,562650,300.0,866.8,223.41,111.41,215.95,137.19,91.71,87.13
16976,서울특별시,11,은평구,11380,303650,555450,400.05,480.03,99.65,65.16,92.1,79.6,67.44,76.08
16977,서울특별시,11,강북구,11305,313450,559050,78.06,133.42,28.41,17.14,22.21,22.89,20.28,22.49
16978,서울특별시,11,광진구,11215,319450,550650,5.81,5.33,1.11,0.93,1.05,0.91,0.69,0.64
16979,서울특별시,11,성북구,11290,315050,555350,64.11,133.83,28.4,22.03,26.48,23.97,16.16,16.79
16980,서울특별시,11,용산구,11170,307950,548750,106.36,194.82,40.6,25.1,37.81,33.72,27.51,30.08
16981,서울특별시,11,도봉구,11320,313850,562550,25.3,47.87,8.47,6.47,6.57,6.93,8.54,10.89
16982,서울특별시,11,관악구,11620,306050,540850,859.14,181.58,3.92,48.76,82.26,25.07,10.97,10.6
16983,서울특별시,11,성동구,11200,316150,550150,476.88,293.99,51.81,49.47,52.5,58.32,40.87,41.02
16984,서울특별시,11,서대문구,11410,306950,554150,83.84,171.49,35.56,24.49,35.19,26.94,21.39,27.92
16985,서울특별시,11,강서구,11500,300450,550450,52.84,161.37,35.34,18.76,40.36,22.81,23.78,20.32
16986,서울특별시,11,강동구,11740,323650,549050,352.79,208.77,38.85,29.26,38.55,36.2,32.91,33.0
16987,서울특별시,11,동작구,11590,309050,542750,98.94,416.86,99.58,41.12,84.15,71.63,54.24,66.14
16988,서울특별시,11,서대문구,11410,305850,552450,60.05,146.35,27.66,14.93,24.44,25.53,19.38,34.41
16989,서울특별시,11,성동구,11200,317250,549450,2.19,6.96,0.21,3.99,1.83,0.44,0.0,0.49
16990,서울특별시,11,동대문구,11230,314550,552550,132.18,223.92,44.7,25.56,38.04,36.42,32.22,46.98
16991,서울특별시,11,송파구,11710,320650,544450,81.87,211.04,40.93,35.06,32.25,37.11,36.14,29.55
16992,서울특별시,11,성북구,11290,312850,555250,162.0,577.89,144.73,47.44,63.52,124.38,99.7,98.12
16993,서울특별시,11,강동구,11740,323550,549850,271.16,450.33,98.34,75.02,82.27,78.11,59.73,56.86
16994,서울특별시,11,강남구,11680,316150,544050,84.0,245.48,57.85,26.75,37.58,43.61,39.09,40.6
16995,서울특별시,11,강남구,11680,316550,542250,220.0,629.6,178.03,53.47,112.12,148.29,86.79,50.9
16996,서울특별시,11,금천구,11545,302950,542050,201.61,185.65,35.65,25.76,30.56,35.46,27.03,31.19
16997,서울특별시,11,영등포구,11560,303450,548350,33.32,82.82,14.86,11.01,16.23,14.07,12.71,13.94
16998,서울특별시,11,구로구,11530,302050,543750,199.58,504.53,102.65,71.46,80.54,88.45,72.04,89.39
16999,서울특별시,11,강남구,11680,315950,545250,37.59,26.74,2.67,7.02,5.85,3.85,3.73,3.62
17000,서울특별시,11,동대문구,11230,314850,553250,55.08,176.95,33.57,24.23,33.87,28.23,24.84,32.21
17001,서울특별시,11,서초구,11650,313750,543050,52.07,145.51,32.03,17.23,23.08,17.46,25.32,30.39
17002,서울특별시,11,은평구,11380,306750,561550,10.24,21.44,3.48,2.04,2.88,3.0,4.52,5.52
17003,서울특별시,11,성동구,11200,315850,549250,194.0,729.53,187.54,62.06,170.58,143.88,81.05,84.42
17004,서울특별시,11,구로구,11530,296450,542750,1.67,5.36,1.01,0.61,1.09,0.69,0.85,1.11
17005,서울특별시,11,강동구,11740,324950,549250,113.1,420.44,93.05,62.88,64.94,76.94,65.9,56.73
17006,서울특별시,11,구로구,11530,296750,543650,77.68,242.46,66.74,23.68,47.32,48.79,28.58,27.35
17007,서울특별시,11,강남구,11680,315250,547950,52.0,157.07,31.93,13.73,18.5,24.55,28.87,39.49
17008,서울특별시,11,강동구,11740,324050,547050,80.0,314.74,105.86,27.2,46.92,72.25,40.53,21.98
17009,서울특별시,11,서초구,11650,316950,538750,13.9,21.34,3.42,1.84,2.74,3.74,3.78,5.82
17010,서울특별시,11,중랑구,11260,318450,556050,62.18,188.95,39.67,27.89,34.88,35.36,29.47,21.68
17011,서울특별시,11,서대문구,11410,305950,553650,172.83,540.8,153.17,38.74,123.35,105.29,56.22,64.03
17012,서울특별시,11,서초구,11650,312350,543150,92.0,277.42,56.04,37.48,32.91,45.88,56.87,48.24
17013,서울특별시,11,마포구,11440,305350,549950,175.0,389.98,70.52,81.82,64.98,56.91,58.22,57.53
17014,서울특별시,11,노원구,11350,318150,562450,628.86,403.9,78.66,69.62,58.02,69.35,67.6,60.65
17015,서울특별시,11,은평구,11380,301750,555150,17.92,37.24,6.72,5.04,5.04,5.95,5.67,8.82
17016,서울특별시,11,강서구,11500,298250,548650,196.41,484.39,77.53,80.36,85.91,64.73,87.27,88.59
17017,서울특별시,11,성북구,11290,314450,556650,12.84,21.44,3.8,3.24,3.16,3.64,3.36,4.24
17018,서울특별시,11,강북구,11305,314650,560450,39.39,101.32,18.08,17.64,20.81,15.72,15.29,13.78
17019,서울특별시,11,구로구,11530,298750,544950,178.51,244.12,49.36,35.21,42.98,39.83,40.0,36.74
17020,서울특별시,11,은평구,11380,306050,556050,100.52,257.38,44.86,41.32,44.22,50.39,31.77,44.82
17021,서울특별시,11,동대문구,11230,317450,551750,82.88,249.76,47.97,34.97,37.11,42.68,47.75,39.28
17022,서울특별시,11,서대문구,11410,308350,552350,157.72,337.45,56.6,39.39,54.8,55.73,55.03,75.9
17023,서울특별시,11,동대문구,11230,316750,553350,338.7,371.73,73.11,43.06,61.21,69.52,53.95,70.88
17024,서울특별시,11,성동구,11200,314750,551250,280.8,243.38,43.46,40.55,37.49,46.17,35.28,40.43
17025,서울특별시,11,노원구,11350,318750,563750,40.32,42.56,7.28,5.84,6.08,5.68,7.52,10.16
17026,서울특별시,11,관악구,11620,309250,541650,36.86,149.83,29.24,19.82,30.73,21.11,27.85,21.08
17027,서울특별시,11,강남구,11680,314750,546550,47.62,105.16,6.61,30.23,34.31,13.67,11.03,9.31
17028,서울특별시,11,서대문구,11410,306050,553050,16.83,21.35,4.41,2.83,3.0,3.6,3.19,4.32
17029,서울특별시,11,구로구,11530,297650,543850,46.0,143.68,37.58,15.35,27.38,26.06,20.42,16.89
17030,서울특별시,11,강남구,11680,316850,545950,6.26,5.34,0.72,1.14,1.14,0.73,0.62,0.99
17031,서울특별시,11,양천구,11470,300050,546350,180.0,618.29,164.9,70.12,91.69,137.2,102.13,52.25
17032,서울특별시,11,동대문구,11230,315250,553150,11.4,16.05,1.68,1.95,2.13,2.79,3.45,4.05
17033,서울특별시,11,강서구,11500,297650,549450,9.68,10.66,2.0,2.17,2.41,1.5,1.52,1.06
17034,서울특별시,11,은평구,11380,304050,555450,174.46,520.94,101.84,76.54,115.22,67.9,80.44,79.0
17035,서울특별시,11,도봉구,11320,315650,559650,184.1,248.33,55.43,32.55,36.76,42.69,41.16,39.74
17036,서울특별시,11,구로구,11530,301550,543550,60.85,118.76,21.04,18.38,21.39,19.12,18.63,20.2
17037,서울특별시,11,동대문구,11230,316950,553550,143.7,203.43,40.34,24.38,36.2,34.69,30.46,37.36
17038,서울특별시,11,성동구,11200,313950,551950,18.3,26.7,3.95,3.4,3.35,4.25,4.95,6.8
17039,서울특별시,11,동대문구,11230,317950,553650,168.0,615.16,111.28,77.84,95.85,93.64,138.73,97.82
17040,서울특별시,11,강남구,11680,317350,544850,74.08,176.92,53.07,19.53,14.76,41.72,27.41,20.43
17041,서울특별시,11,동작구,11590,305750,545450,43.62,101.11,22.73,10.94,18.33,17.43,14.51,17.17
17042,서울특별시,11,마포구,11440,308650,550150,51.6,53.5,14.0,4.2,11.5,9.9,5.4,8.5
17043,서울특별시,11,은평구,11380,303650,553850,159.0,417.36,85.01,55.48,66.4,79.64,66.16,64.67
17044,서울특별시,11,마포구,11440,304450,549950,141.0,300.02,49.11,53.09,71.32,44.16,39.91,42.43
17045,서울특별시,11,성북구,11290,312350,556950,149.07,452.67,110.91,76.19,80.52,72.01,55.61,57.43
17046,서울특별시,11,종로구,11110,308350,552750,34.38,48.42,10.17,7.47,8.46,8.91,4.32,9.09
17047,서울특별시,11,도봉구,11320,314650,565250,10.12,21.44,3.16,2.56,2.32,3.6,4.36,5.44
17048,서울특별시,11,영등포구,11560,304050,546650,16.73,28.57,1.17,7.99,6.58,2.7,4.82,5.31
17049,서울특별시,11,서대문구,11410,305750,551650,176.22,204.18,28.77,72.48,26.36,17.48,23.14,35.95
17050,서울특별시,11,종로구,11110,309350,552550,14.56,35.91,5.53,4.34,6.16,5.32,4.55,10.01
17051,서울특별시,11,강북구,11305,312850,560850,100.06,289.94,58.49,31.76,49.35,51.71,44.55,54.08
17052,서울특별시,11,마포구,11440,305350,551350,20.0,26.98,4.44,5.89,5.96,3.43,3.09,4.17
17053,서울특별시,11,은평구,11380,305950,558750,3.71,5.33,1.11,0.61,0.94,0.88,0.76,1.03
17054,서울특별시,11,성북구,11290,313250,556850,70.21,190.96,38.28,27.47,31.43,31.44,29.36,32.98
17055,서울특별시,11,노원구,11350,316950,564950,900.0,2813.52,513.64,373.53,372.38,470.6,445.58,637.79
17056,서울특별시,11,도봉구,11320,315950,565150,147.37,409.2,65.9,59.06,69.66,52.75,80.54,81.29
17057,서울특별시,11,광진구,11215,319350,551750,101.1,141.47,19.3,20.12,33.03,31.56,22.2,15.26
17058,서울특별시,11,서초구,11650,312750,545650,338.0,1041.81,334.98,77.42,253.71,205.63,90.59,79.48
17059,서울특별시,11,강서구,11500,295650,552250,31.2,54.16,11.71,6.31,10.29,9.39,6.77,9.69
17060,서울특별시,11,관악구,11620,305150,542950,57.17,166.95,26.74,29.67,25.47,29.59,23.75,31.73
17061,서울특별시,11,동작구,11590,307350,544850,110.52,152.18,36.19,17.98,27.08,23.96,13.98,32.99
17062,서울특별시,11,송파구,11710,322650,545050,48.0,166.73,52.35,17.98,16.4,49.4,22.23,8.37
17063,서울특별시,11,은평구,11380,304650,558850,215.78,492.69,89.75,83.54,100.44,59.08,84.53,75.35
17064,서울특별시,11,동작구,11590,306850,546050,142.15,152.84,13.27,76.53,21.41,11.31,10.61,19.71
17065,서울특별시,11,동작구,11590,306150,544950,374.31,331.29,55.11,58.22,60.88,54.92,45.32,56.84
17066,서울특별시,11,마포구,11440,304650,552150,20.0,46.8,8.22,6.65,8.85,8.63,6.86,7.59
17067,서울특별시,11,노원구,11350,316450,558550,70.0,215.49,47.67,24.4,32.04,35.78,43.03,32.57
17068,서울특별시,11,관악구,11620,305750,541450,251.79,730.72,84.47,100.02,103.57,92.68,142.12,207.86
17069,서울특별시,11,은평구,11380,306350,555850,218.0,803.6,172.76,118.54,111.42,162.74,134.59,103.55
17070,서울특별시,11,성동구,11200,313250,549350,62.71,151.01,27.52,19.22,24.61,24.99,22.55,32.12
17071,서울특별시,11,구로구,11530,298650,543650,166.98,422.61,96.71,58.76,76.53,59.81,76.99,53.81
17072,서울특별시,11,종로구,11110,311350,554250,91.26,143.91,24.03,33.75,18.63,22.41,16.47,28.62
17073,서울특별시,11,서초구,11650,310150,545350,9.26,5.35,1.21,0.56,0.91,0.93,0.81,0.93
17074,서울특별시,11,마포구,11440,303550,552150,6.0,11.34,2.52,1.35,2.46,1.81,1.34,1.86
17075,서울특별시,11,도봉구,11320,315350,563150,180.98,221.39,43.78,40.15,38.39,35.35,34.97,28.75
17076,서울특별시,11,송파구,11710,324650,544150,108.62,138.84,25.36,20.74,18.96,25.64,24.82,23.32
17077,서울특별시,11,송파구,11710,320150,545650,220.0,800.67,151.41,107.89,141.57,131.37,141.43,127.0
17078,서울특별시,11,은평구,11380,303750,556850,194.4,608.47,127.18,74.96,92.77,121.39,96.35,95.82
17079,서울특별시,11,강남구,11680,320950,541550,4.18,10.76,2.36,1.04,1.38,1.2,2.36,2.42
17080,서울특별시,11,용산구,11170,307450,548650,214.0,637.81,180.51,43.57,151.18,135.52,48.83,78.2
17081,서울특별시,11,양천구,11470,296450,548650,299.6,528.87,105.47,86.85,78.28,85.63,87.69,84.95
17082,서울특별시,11,종로구,11110,308650,557050,21.92,42.64,8.08,4.64,6.08,7.04,7.44,9.36
17083,서울특별시,11,마포구,11440,307150,549750,96.0,225.56,12.99,45.6,55.5,37.96,28.06,45.45
17084,서울특별시,11,성북구,11290,311450,555250,85.84,180.74,31.71,20.93,28.51,27.64,26.9,45.05
17085,서울특별시,11,마포구,11440,304850,549950,242.6,494.87,82.36,101.59,113.64,77.72,55.39,64.17
17086,서울특별시,11,도봉구,11320,314750,563550,159.23,258.78,54.19,31.94,37.44,47.04,41.31,46.86
17087,서울특별시,11,광진구,11215,319550,548350,52.92,37.38,7.56,5.46,9.17,5.25,4.97,4.97
17088,서울특별시,11,마포구,11440,303450,551550,55.0,106.99,21.9,12.78,20.86,18.39,16.49,16.57
17089,서울특별시,11,종로구,11110,312750,552550,5.48,5.35,0.3,0.75,0.66,0.92,1.29,1.43
17090,서울특별시,11,서초구,11650,310750,543950,62.48,133.87,35.12,14.99,21.25,26.74,18.09,17.68
17091,서울특별시,11,강북구,11305,313450,561050,85.05,209.3,42.05,29.84,31.1,34.12,32.71,39.48
17092,서울특별시,11,중구,11140,310450,551450,5.55,5.33,0.44,1.23,1.08,0.69,0.56,1.33
17093,서울특별시,11,동작구,11590,306650,545650,263.24,544.12,95.1,81.35,105.09,81.92,79.1,101.56
17094,서울특별시,11,도봉구,11320,314850,561350,260.9,379.11,55.56,81.71,59.0,56.8,64.85,61.19
17095,서울특별시,11,양천구,11470,301150,549750,12.68,15.97,4.04,1.98,2.62,2.9,2.8,1.63
17096,서울특별시,11,성북구,11290,315050,556650,238.0,270.03,51.67,38.15,44.17,46.8,39.9,49.34
17097,서울특별시,11,강남구,11680,317050,545150,209.58,411.26,92.88,95.99,69.76,76.35,55.54,20.74
17098,서울특별시,11,구로구,11530,298850,543850,116.14,334.59,68.65,48.35,60.99,46.8,56.6,53.2
17099,서울특별시,11,용산구,11170,308950,549950,154.47,299.75,69.72,79.37,45.87,37.46,36.55,30.78
17100,서울특별시,11,성북구,11290,311850,556450,63.3,210.06,45.96,33.73,36.41,32.41,26.55,35.0
17101,서울특별시,11,송파구,11710,319350,545950,84.0,305.71,57.8,41.22,54.04,50.16,54.01,48.48
17102,서울특별시,11,성북구,11290,315650,557550,168.89,290.76,59.56,43.21,51.9,46.81,43.6,45.68
17103,서울특별시,11,마포구,11440,305150,551150,18.0,33.35,5.55,7.2,7.62,4.12,3.81,5.05
17104,서울특별시,11,도봉구,11320,316150,562850,160.0,547.59,130.1,72.53,48.37,125.78,103.96,66.85
17105,서울특별시,11,종로구,11110,308350,553150,63.0,155.89,42.52,17.05,26.58,30.69,20.05,19.0
17106,서울특별시,11,강서구,11500,298350,549350,66.34,194.98,44.32,26.19,47.91,25.77,24.93,25.86
17107,서울특별시,11,용산구,11170,308150,549550,39.2,76.67,16.55,9.5,12.54,15.75,8.67,13.66
17108,서울특별시,11,동대문구,11230,317650,553350,120.0,432.63,114.45,42.17,100.46,88.67,43.24,43.64
17109,서울특별시,11,종로구,11110,313250,553450,140.0,251.46,55.82,35.66,38.0,32.89,41.74,47.35
17110,서울특별시,11,서대문구,11410,305550,552150,69.19,106.55,16.05,18.38,16.68,14.18,16.14,25.12
17111,서울특별시,11,강남구,11680,318150,542850,40.0,116.66,37.24,8.99,19.16,29.37,12.24,9.66
17112,서울특별시,11,강남구,11680,315950,547550,18.8,16.02,3.19,1.74,2.04,2.34,3.27,3.44
17113,서울특별시,11,강남구,11680,317550,541850,14.63,37.45,5.53,2.38,3.57,7.0,8.05,10.92
17114,서울특별시,11,성동구,11200,315650,552050,2.19,5.36,1.01,0.74,0.77,0.88,0.96,1.0
17115,서울특별시,11,도봉구,11320,313650,561950,48.12,154.24,26.04,20.06,19.34,24.95,29.27,34.58
17116,서울특별시,11,용산구,11170,312250,548150,201.59,417.29,68.08,106.92,73.64,49.49,47.06,72.1
17117,서울특별시,11,강남구,11680,319350,542950,116.0,346.83,96.3,37.32,17.26,83.62,70.84,41.49
17118,서울특별시,11,강서구,11500,298150,549250,192.15,510.65,120.71,70.41,114.37,68.18,75.27,61.71
17119,서울특별시,11,은평구,11380,303050,553850,205.84,393.27,62.45,57.46,57.92,64.51,67.42,83.51
17120,서울특별시,11,동작구,11590,307750,543850,185.43,610.74,90.41,138.84,125.1,71.55,92.52,92.32
17121,서울특별시,11,강북구,11305,315450,558250,1.85,6.61,1.36,0.88,1.2,1.16,0.98,1.03
17122,서울특별시,11,중구,11140,309550,551150,32.07,45.52,0.0,2.56,5.94,9.7,12.57,14.75
17123,서울특별시,11,강동구,11740,326150,551550,7.58,10.66,2.24,1.47,1.58,1.85,1.75,1.77
17124,서울특별시,11,강북구,11305,315550,559050,218.0,764.24,128.72,130.62,139.73,73.68,134.58,156.91
17125,서울특별시,11,성북구,11290,315450,557450,20.0,69.08,15.53,11.07,11.65,11.88,11.25,7.7
17126,서울특별시,11,서대문구,11410,308250,551950,198.46,359.98,60.61,40.66,50.67,68.59,53.75,85.7
17127,서울특별시,11,마포구,11440,305950,550250,90.0,236.61,42.08,40.79,40.82,38.11,36.0,38.81
17128,서울특별시,11,중구,11140,310550,551250,16.92,37.89,7.74,5.85,5.76,6.21,6.21,6.12
17129,서울특별시,11,강서구,11500,295350,551050,202.97,177.84,34.49,23.96,41.11,25.53,27.95,24.8
17130,서울특별시,11,도봉구,11320,316350,561350,120.0,408.21,107.6,38.93,45.09,90.47,67.57,58.55
17131,서울특별시,11,강남구,11680,317950,543450,120.0,355.03,130.78,28.04,44.86,85.78,45.4,20.17
17132,서울특별시,11,관악구,11620,304750,543350,281.83,341.49,77.06,44.5,79.05,60.82,32.39,47.67
17133,서울특별시,11,강북구,11305,313150,560750,115.65,303.39,61.94,36.12,51.23,49.93,44.96,59.21
17134,서울특별시,11,강북구,11305,312550,563950,12.95,46.97,9.1,5.88,6.16,8.61,7.98,9.24
17135,서울특별시,11,강남구,11680,314850,544550,14.61,10.68,1.25,3.21,2.82,1.41,0.95,1.04
17136,서울특별시,11,성북구,11290,312950,557050,183.53,633.07,122.03,91.21,104.79,97.77,104.03,113.24
17137,서울특별시,11,구로구,11530,302050,544550,6.7,10.68,2.06,1.7,2.34,1.56,1.36,1.66
17138,서울특별시,11,중구,11140,314250,551750,21.0,37.38,7.0,5.67,7.42,5.39,6.16,5.74
17139,서울특별시,11,강남구,11680,316550,546150,67.35,175.84,32.34,23.91,21.67,35.44,30.92,31.56
17140,서울특별시,11,관악구,11620,308250,541750,166.32,82.39,12.02,24.55,20.36,10.19,8.26,7.01
17141,서울특별시,11,동작구,11590,306550,545850,188.45,258.6,51.57,68.3,40.98,34.52,26.26,36.97
17142,서울특별시,11,중랑구,11260,318350,555250,404.96,315.65,55.23,53.99,55.61,50.62,42.97,57.23
17143,서울특별시,11,관악구,11620,308650,542350,172.82,242.05,25.47,84.76,58.05,21.33,28.99,23.45
17144,서울특별시,11,성북구,11290,317150,556650,103.43,172.4,33.39,18.11,35.45,33.78,23.63,28.04
17145,서울특별시,11,서초구,11650,312250,542250,97.0,295.98,71.02,32.0,29.7,57.25,64.24,41.77
17146,서울특별시,11,광진구,11215,320750,549250,223.0,1030.75,413.24,31.59,261.14,292.08,25.9,6.8
17147,서울특별시,11,서초구,11650,311050,542950,100.87,127.61,26.82,19.4,23.53,23.93,17.91,16.02
17148,서울특별시,11,종로구,11110,311250,554550,98.75,140.41,17.0,59.89,13.55,13.43,12.03,24.51
17149,서울특별시,11,성북구,11290,315650,555550,118.0,412.2,67.05,64.4,76.79,61.18,68.01,74.77
17150,서울특별시,11,성동구,11200,315650,550350,25.92,16.05,2.94,3.6,3.39,2.34,1.56,2.22
17151,서울특별시,11,강남구,11680,316550,543950,216.0,631.88,167.41,74.17,59.75,133.76,119.09,77.7
17152,서울특별시,11,동대문구,11230,314350,552650,53.02,117.04,21.34,13.64,14.96,17.82,19.58,29.7
17153,서울특별시,11,성북구,11290,311750,556750,33.45,81.44,16.46,16.2,9.48,12.0,10.55,16.75
17154,서울특별시,11,송파구,11710,323050,545650,80.0,288.68,61.44,37.59,27.38,56.43,67.87,37.97
17155,서울특별시,11,송파구,11710,322250,544350,208.86,641.34,178.93,68.91,188.89,105.26,25.39,73.96
17156,서울특별시,11,관악구,11620,309050,541250,117.31,391.03,83.37,50.67,60.44,71.53,72.87,52.15
17157,서울특별시,11,강서구,11500,298250,549550,72.32,190.31,47.35,26.62,40.16,27.42,25.61,23.15
17158,서울특별시,11,성북구,11290,314450,556150,234.25,765.42,143.54,117.61,150.43,117.61,105.15,131.08
17159,서울특별시,11,강서구,11500,296050,552650,213.52,634.86,160.36,77.68,110.84,115.4,101.8,68.78
17160,서울특별시,11,서대문구,11410,305450,552550,91.63,172.29,31.99,18.93,27.41,28.01,25.87,40.08
17161,서울특별시,11,강동구,11740,322850,549250,37.88,32.04,5.44,5.12,5.68,4.82,5.74,5.24
17162,서울특별시,11,노원구,11350,317150,562850,330.0,941.99,259.08,113.27,247.41,143.55,86.96,91.72
17163,서울특별시,11,송파구,11710,320850,544550,120.2,228.41,54.3,41.51,37.17,34.5,35.34,25.59
17164,서울특별시,11,강남구,11680,316350,545050,68.0,155.42,13.72,58.72,52.53,15.54,8.76,6.15
17165,서울특별시,11,강남구,11680,315950,542550,20.18,50.37,13.57,6.63,10.0,8.73,5.59,5.85
17166,서울특별시,11,강동구,11740,327350,552150,198.0,842.34,96.2,118.51,91.61,132.87,179.81,223.34
17167,서울특별시,11,송파구,11710,323550,543750,18.61,58.48,13.78,8.6,6.95,12.6,9.58,6.97
17168,서울특별시,11,광진구,11215,318750,550650,82.99,85.41,12.11,21.95,18.49,10.01,12.41,10.44
17169,서울특별시,11,강동구,11740,327350,552050,184.0,782.77,89.4,110.1,85.11,123.48,167.1,207.58
17170,서울특별시,11,서대문구,11410,307750,551450,210.44,284.8,56.83,46.32,50.51,53.43,36.09,41.62
17171,서울특별시,11,광진구,11215,321350,550450,48.0,260.54,21.5,19.27,22.42,27.58,61.17,108.6
17172,서울특별시,11,성북구,11290,313050,555150,89.0,314.35,80.75,29.14,51.55,61.77,45.16,45.98
17173,서울특별시,11,성북구,11290,312450,555250,5.79,20.37,3.66,2.73,3.45,3.27,3.3,3.96
17174,서울특별시,11,노원구,11350,317050,558050,240.0,473.28,91.18,104.88,62.36,73.79,73.67,67.4
17175,서울특별시,11,구로구,11530,297450,544350,149.23,371.26,61.06,48.28,61.66,53.76,74.07,72.43
17176,서울특별시,11,영등포구,11560,303050,547250,190.6,266.73,43.14,37.24,46.6,39.46,40.49,59.8
17177,서울특별시,11,강남구,11680,317250,542950,33.44,86.08,20.32,9.44,8.16,16.0,17.92,14.24
17178,서울특별시,11,강서구,11500,298350,550150,184.96,372.75,61.56,74.02,87.61,42.86,55.34,51.36
17179,서울특별시,11,서초구,11650,313550,540950,25.5,48.07,9.01,4.92,4.88,8.71,10.12,10.43
17180,서울특별시,11,노원구,11350,317350,563250,270.0,784.51,208.49,89.73,180.46,140.83,66.28,98.72
17181,서울특별시,11,노원구,11350,318550,560150,246.0,780.6,226.23,72.33,36.76,228.36,117.49,99.43
17182,서울특별시,11,성북구,11290,312050,557350,132.11,224.08,38.92,25.19,26.64,39.71,35.27,58.35
17183,서울특별시,11,강동구,11740,324550,550850,276.0,1120.54,288.21,131.5,183.93,167.01,178.52,171.37
17184,서울특별시,11,중랑구,11260,320750,555750,63.14,205.25,40.07,33.23,29.24,36.65,35.81,30.25
17185,서울특별시,11,송파구,11710,319550,544650,51.44,141.04,31.24,23.35,22.57,27.41,22.75,13.72
17186,서울특별시,11,강동구,11740,322850,548250,559.52,318.98,58.26,62.18,55.19,46.35,53.61,43.39
17187,서울특별시,11,노원구,11350,318450,558450,89.51,217.32,42.2,41.85,26.7,38.84,35.33,32.4
17188,서울특별시,11,강서구,11500,299050,548650,188.18,471.21,120.88,63.91,98.64,73.6,60.8,53.38
17189,서울특별시,11,송파구,11710,319350,546150,231.0,840.72,158.96,113.31,148.65,137.94,148.53,133.33
