,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,HOUS,POP,POP_10,POP_20,POP_30,POP_40,POP_50,POP_60_O
0,서울특별시,11,동작구,11590,307050,544550,214.18,446.33,109.34,50.29,95.34,65.09,62.81,63.46
1,서울특별시,11,동작구,11590,309850,543750,371.31,446.21,75.99,85.91,78.27,70.74,72.35,62.95
2,서울특별시,11,동작구,11590,308350,545350,144.8,128.32,17.52,29.28,16.37,21.75,19.6,23.8
3,서울특별시,11,동작구,11590,305550,544150,189.76,374.03,69.4,53.73,78.98,53.09,60.78,58.05
4,서울특별시,11,동작구,11590,306450,544850,394.79,452.06,75.69,70.77,92.5,68.39,72.52,72.19
5,서울특별시,11,동작구,11590,309350,542750,158.75,213.1,39.86,31.07,41.05,29.63,34.65,36.84
6,서울특별시,11,동작구,11590,306950,544250,182.0,400.33,102.28,45.97,84.8,72.7,45.26,49.32
7,서울특별시,11,동작구,11590,309850,542950,151.35,126.31,11.12,31.88,25.02,18.66,17.88,21.75
8,서울특별시,11,동작구,11590,306650,544550,253.2,607.95,132.5,74.45,126.58,102.49,67.89,104.04
9,서울특별시,11,동작구,11590,309150,545250,198.45,425.13,77.03,56.24,88.45,59.68,58.12,85.61
10,서울특별시,11,동작구,11590,305950,544350,196.59,558.13,117.02,69.17,102.1,90.88,79.39,99.57
11,서울특별시,11,동작구,11590,307550,545550,169.98,613.35,128.24,89.35,123.08,84.24,79.08,109.36
12,서울특별시,11,동작구,11590,306950,544750,150.0,485.11,117.44,46.51,86.66,67.42,71.36,95.72
13,서울특별시,11,동작구,11590,307150,544250,51.24,74.9,12.6,10.22,11.9,12.6,12.88,14.7
14,서울특별시,11,동작구,11590,309550,543150,101.28,96.51,16.92,14.58,20.31,14.1,14.7,15.9
15,서울특별시,11,동작구,11590,309250,542150,199.93,694.45,103.04,117.08,131.16,105.02,135.8,102.35
16,서울특별시,11,동작구,11590,308750,545550,76.14,271.6,67.28,25.16,49.41,50.83,33.4,45.52
17,서울특별시,11,중랑구,11260,319750,554650,389.91,349.03,69.82,60.48,57.35,58.69,55.72,46.97
18,서울특별시,11,중랑구,11260,319050,552750,214.12,241.29,54.88,34.38,48.56,45.85,29.37,28.25
19,서울특별시,11,중랑구,11260,318650,554050,204.11,491.58,99.37,72.25,92.28,91.01,64.47,72.2
20,서울특별시,11,중랑구,11260,318950,553850,48.84,130.51,26.68,18.86,22.59,22.09,18.4,21.89
21,서울특별시,11,중랑구,11260,319550,554850,26.45,48.65,6.55,7.22,9.21,8.65,8.64,8.38
22,서울특별시,11,중랑구,11260,320950,556950,11.69,42.45,6.87,5.39,5.04,7.13,7.13,10.89
23,서울특별시,11,중랑구,11260,320550,556350,102.26,402.51,95.84,47.23,71.86,73.74,56.31,57.53
24,서울특별시,11,중구,11140,310150,550950,72.73,151.0,30.58,19.83,23.82,26.3,24.45,26.02
25,서울특별시,11,중구,11140,311250,550850,24.65,48.9,9.11,7.11,6.7,7.84,9.13,9.01
26,서울특별시,11,중구,11140,311450,550950,40.34,92.29,13.28,12.64,11.16,17.45,15.32,22.44
27,서울특별시,11,중랑구,11260,320950,555950,223.46,228.89,48.05,32.15,32.89,43.62,38.82,33.36
28,서울특별시,11,중랑구,11260,320850,555750,86.1,80.1,15.75,11.7,10.5,14.85,13.05,14.25
29,서울특별시,11,중랑구,11260,320950,555350,147.04,535.42,113.37,79.38,101.82,81.87,86.75,72.23
30,서울특별시,11,중구,11140,311250,551350,4.44,7.84,1.02,0.84,1.22,1.48,1.54,1.74
31,서울특별시,11,중구,11140,311450,551850,17.76,33.65,5.1,4.24,4.46,5.57,6.44,7.84
32,서울특별시,11,중구,11140,313750,551750,139.23,261.04,43.01,37.68,43.33,44.58,38.48,53.96
33,서울특별시,11,중구,11140,312950,551750,252.46,467.39,91.7,56.08,99.97,85.12,62.77,71.75
34,서울특별시,11,중구,11140,313450,551650,55.57,109.11,24.03,13.04,21.85,22.15,10.87,17.17
35,서울특별시,11,중구,11140,312550,549950,120.0,272.0,61.96,27.1,72.7,39.58,41.21,29.45
36,서울특별시,11,중랑구,11260,318750,556250,99.0,447.92,86.21,79.67,72.3,74.57,71.93,63.24
37,서울특별시,11,관악구,11620,306250,541650,286.31,379.68,52.06,102.65,77.23,46.4,43.63,57.71
38,서울특별시,11,관악구,11620,308350,542050,218.6,588.26,98.43,134.64,122.85,79.64,61.14,91.56
39,서울특별시,11,관악구,11620,306450,543350,335.42,474.8,104.2,50.55,93.42,75.08,63.17,88.38
40,서울특별시,11,관악구,11620,306250,541150,313.63,177.69,18.2,60.07,36.22,17.88,16.69,28.63
41,서울특별시,11,관악구,11620,306050,541950,86.95,159.63,29.16,26.36,34.91,22.62,21.46,25.12
42,서울특별시,11,관악구,11620,304650,543250,370.89,334.51,75.92,45.4,75.4,59.56,38.87,39.36
43,서울특별시,11,관악구,11620,304150,543150,171.09,154.3,27.3,25.12,33.43,25.46,19.62,23.37
44,서울특별시,11,관악구,11620,305050,543150,31.82,77.31,15.93,14.12,17.2,12.17,9.5,8.39
45,서울특별시,11,관악구,11620,304250,542850,196.83,185.7,34.0,31.71,40.8,34.27,25.21,19.71
46,서울특별시,11,관악구,11620,305950,543050,37.13,105.16,14.43,24.14,25.18,11.61,13.07,16.73
47,서울특별시,11,관악구,11620,304250,540550,263.77,326.08,67.9,32.06,62.55,52.76,53.0,57.81
48,서울특별시,11,관악구,11620,305450,543350,20.83,21.38,2.75,5.27,5.33,2.69,2.64,2.7
49,서울특별시,11,관악구,11620,304850,541750,174.06,414.62,91.64,44.58,71.37,86.6,62.78,57.65
50,서울특별시,11,관악구,11620,307750,542350,252.98,274.29,37.04,65.43,53.96,37.06,36.01,44.79
51,서울특별시,11,관악구,11620,308750,542250,253.27,317.83,38.38,81.27,75.7,32.76,46.46,43.26
52,서울특별시,11,관악구,11620,305050,542550,454.36,312.68,58.94,51.94,53.81,49.42,48.94,49.63
53,서울특별시,11,관악구,11620,305850,542350,107.35,220.48,39.74,41.14,49.63,30.27,30.51,29.19
54,서울특별시,11,관악구,11620,306650,542550,236.88,349.39,63.99,67.75,72.13,47.26,45.75,52.51
55,서울특별시,11,관악구,11620,308850,542150,90.04,273.11,37.86,50.45,52.4,35.82,46.95,49.63
56,서울특별시,11,관악구,11620,307750,542450,199.95,314.69,42.03,70.82,62.7,42.25,41.36,55.53
57,서울특별시,11,관악구,11620,306950,542850,100.3,143.33,23.08,25.34,32.51,21.23,18.42,22.75
58,서울특별시,11,관악구,11620,306950,543050,180.33,270.6,51.18,39.56,62.14,36.17,34.46,47.09
59,서울특별시,11,관악구,11620,305650,541650,56.13,49.47,8.09,7.15,10.31,6.31,6.96,10.65
60,서울특별시,11,강북구,11305,315250,557450,160.2,403.68,78.06,58.31,59.96,69.82,65.99,71.54
61,서울특별시,11,강북구,11305,313950,560750,246.16,749.97,136.31,107.01,128.71,127.09,127.67,123.18
62,서울특별시,11,강북구,11305,314150,557550,325.45,511.93,102.55,70.49,95.02,92.06,71.85,79.96
63,서울특별시,11,강북구,11305,314150,560150,157.75,235.34,30.36,49.41,43.33,31.95,36.54,43.75
64,서울특별시,11,강북구,11305,313750,559050,202.86,537.11,98.86,60.28,93.98,84.03,84.3,115.66
65,서울특별시,11,강북구,11305,314650,559950,171.76,256.23,58.12,32.72,55.62,43.19,28.3,38.28
66,서울특별시,11,강북구,11305,314450,560250,42.47,89.23,14.26,15.01,14.62,13.87,14.46,17.01
67,서울특별시,11,관악구,11620,305550,541750,7.59,5.33,0.87,0.77,1.11,0.68,0.75,1.15
68,서울특별시,11,강북구,11305,313350,559050,152.14,365.85,69.08,45.74,53.07,68.61,51.83,77.52
69,서울특별시,11,강북구,11305,313450,559250,127.0,303.07,65.48,42.34,59.69,40.97,41.43,53.16
70,서울특별시,11,강북구,11305,313250,558950,181.52,410.68,91.75,52.04,71.2,71.22,55.21,69.26
71,서울특별시,11,강북구,11305,313050,559950,236.33,786.56,177.23,99.25,126.0,129.99,131.55,122.54
72,서울특별시,11,강북구,11305,313250,560250,117.94,211.74,42.31,28.99,37.98,29.56,37.62,35.28
73,서울특별시,11,관악구,11620,307550,543650,250.0,1017.76,224.48,110.69,203.36,160.64,187.73,130.86
74,서울특별시,11,강북구,11305,314550,560450,84.02,140.93,23.75,21.64,25.88,21.57,18.22,29.87
75,서울특별시,11,관악구,11620,306750,541050,210.0,854.36,211.08,96.52,130.99,193.98,140.85,80.94
76,서울특별시,11,관악구,11620,304850,540350,155.0,655.44,123.72,64.06,99.43,103.57,103.69,160.97
77,서울특별시,11,강북구,11305,312750,561150,9.23,17.62,2.36,2.06,2.44,2.54,3.25,4.97
78,서울특별시,11,강북구,11305,312950,557950,200.0,718.71,151.66,79.97,145.09,111.63,108.55,121.81
79,서울특별시,11,강북구,11305,314750,558850,25.9,91.7,19.69,12.91,16.13,15.48,12.87,14.62
80,서울특별시,11,강북구,11305,315650,558750,50.54,165.72,34.45,22.16,30.01,28.59,24.15,26.36
81,서울특별시,11,강북구,11305,313450,557650,69.0,240.94,61.27,31.6,56.89,44.64,27.89,18.65
82,서울특별시,11,노원구,11350,318350,561650,293.05,880.84,365.67,33.74,124.48,265.67,55.32,35.96
83,서울특별시,11,노원구,11350,317150,559450,18.3,32.08,6.17,4.8,4.81,4.68,5.92,5.7
84,서울특별시,11,노원구,11350,319250,560450,21.35,37.31,14.42,1.54,6.51,9.31,1.61,3.92
85,서울특별시,11,노원구,11350,318350,561450,192.05,567.25,225.92,24.07,104.49,159.21,26.33,27.23
86,서울특별시,11,노원구,11350,318150,562750,211.6,493.66,92.97,79.41,75.71,71.03,84.73,89.81
87,서울특별시,11,노원구,11350,319450,563550,223.23,454.43,74.95,66.63,70.94,67.92,78.31,95.68
88,서울특별시,11,노원구,11350,318750,562550,245.6,543.39,138.31,63.43,63.02,123.08,98.1,57.45
89,서울특별시,11,노원구,11350,316850,564050,21.35,37.44,7.59,5.75,5.04,6.05,6.91,6.1
90,서울특별시,11,노원구,11350,317650,562750,390.0,1158.25,321.34,111.44,215.79,235.67,119.93,154.08
91,서울특별시,11,노원구,11350,317550,562750,160.0,456.98,94.43,79.06,129.96,74.78,37.4,41.35
92,서울특별시,11,노원구,11350,316950,561550,240.0,737.38,212.6,80.8,76.7,175.54,118.26,73.48
93,서울특별시,11,노원구,11350,316250,558750,212.0,652.71,144.41,73.91,97.04,108.39,130.32,98.64
94,서울특별시,11,노원구,11350,317450,559650,144.0,457.06,125.9,63.2,22.56,111.48,89.16,44.76
95,서울특별시,11,노원구,11350,317650,560650,186.0,544.2,140.17,65.54,113.78,91.34,69.5,63.87
96,서울특별시,11,노원구,11350,318550,561350,88.0,263.93,89.32,17.93,43.04,69.95,21.75,21.94
97,서울특별시,11,구로구,11530,297550,544350,142.19,336.6,74.61,44.38,55.55,49.07,51.46,61.53
98,서울특별시,11,구로구,11530,301650,544150,232.11,368.42,79.36,41.47,64.23,59.9,54.64,68.82
99,서울특별시,11,구로구,11530,298650,544850,134.56,259.99,52.22,32.41,44.87,42.66,37.81,50.02
100,서울특별시,11,구로구,11530,301650,545650,23.38,73.92,11.48,11.06,14.56,10.64,12.18,14.0
101,서울특별시,11,구로구,11530,298450,545450,188.77,410.13,101.8,52.3,76.92,72.19,59.58,47.34
102,서울특별시,11,구로구,11530,301650,543650,77.84,123.02,21.15,22.43,17.9,23.25,19.05,19.24
103,서울특별시,11,구로구,11530,297850,543950,118.18,163.37,28.32,21.93,30.37,23.0,21.4,38.35
104,서울특별시,11,구로구,11530,301150,544950,10.35,32.06,4.53,6.41,5.79,4.58,4.55,6.2
105,서울특별시,11,구로구,11530,298150,544950,80.32,131.56,23.13,21.18,24.8,21.43,20.95,20.07
106,서울특별시,11,구로구,11530,299150,545450,18.41,26.6,4.86,3.42,4.04,3.85,4.85,5.58
107,서울특별시,11,구로구,11530,301250,544350,94.88,188.66,32.61,30.2,37.85,28.64,31.72,27.64
108,서울특별시,11,구로구,11530,298550,543150,202.23,545.32,125.38,74.38,96.53,85.95,87.79,75.29
109,서울특별시,11,구로구,11530,300950,543650,158.37,452.41,133.99,54.39,133.46,78.55,40.67,11.35
110,서울특별시,11,구로구,11530,297150,544650,6.68,20.84,4.92,2.44,3.8,3.8,2.48,3.4
111,서울특별시,11,구로구,11530,297250,544450,43.44,129.72,22.58,16.54,18.7,19.6,22.32,29.98
112,서울특별시,11,구로구,11530,296350,542450,3.34,10.74,1.7,1.4,1.38,1.78,2.28,2.2
113,서울특별시,11,구로구,11530,297750,545350,17.72,40.15,9.44,5.03,6.59,7.28,6.02,5.79
114,서울특별시,11,구로구,11530,302650,542550,180.83,481.0,78.53,95.88,97.99,69.29,78.76,60.55
115,서울특별시,11,구로구,11530,301950,543250,325.64,1012.48,211.0,164.0,189.93,145.87,143.31,158.37
116,서울특별시,11,구로구,11530,302050,544350,3.35,5.34,1.03,0.85,1.17,0.78,0.68,0.83
117,서울특별시,11,구로구,11530,299750,544250,186.0,576.97,135.05,79.61,94.18,106.04,100.79,61.3
118,서울특별시,11,구로구,11530,299550,543850,412.0,1278.26,298.88,167.95,286.78,187.61,177.05,159.99
119,서울특별시,11,구로구,11530,302150,543350,283.0,887.12,166.91,123.57,171.18,121.72,178.89,124.85
120,서울특별시,11,구로구,11530,302450,543950,239.0,722.54,163.71,118.01,162.13,108.89,100.74,69.06
121,서울특별시,11,은평구,11380,305150,556250,257.32,618.22,143.09,80.21,101.17,103.24,94.2,96.31
122,서울특별시,11,은평구,11380,305950,557550,283.73,776.57,172.64,83.57,148.73,135.07,101.78,134.78
123,서울특별시,11,은평구,11380,305450,556550,214.76,397.97,74.05,67.83,73.11,56.93,64.52,61.53
124,서울특별시,11,은평구,11380,304150,558750,131.92,439.47,93.69,50.55,75.65,77.47,57.51,84.6
125,서울특별시,11,은평구,11380,304550,556550,208.6,372.51,83.18,52.48,66.15,70.18,58.22,42.3
126,서울특별시,11,은평구,11380,303050,553750,235.84,503.71,91.27,70.75,77.5,89.46,73.92,100.81
127,서울특별시,11,은평구,11380,305650,556050,11.28,16.08,3.36,1.59,3.78,2.25,2.31,2.79
128,서울특별시,11,은평구,11380,304550,557650,230.36,459.61,93.73,69.19,91.9,71.4,67.14,66.25
129,서울특별시,11,은평구,11380,305050,555950,46.88,71.16,16.29,9.88,16.58,11.41,8.19,8.81
130,서울특별시,11,은평구,11380,303650,553950,129.36,260.94,52.16,35.68,41.29,44.78,42.63,44.4
131,서울특별시,11,은평구,11380,303850,554050,66.96,142.73,29.44,19.51,31.61,20.44,17.2,24.53
132,서울특별시,11,은평구,11380,303550,557750,175.05,382.49,88.77,40.97,67.14,71.52,52.6,61.49
133,서울특별시,11,은평구,11380,304350,555750,89.0,157.09,33.6,18.75,31.64,24.83,22.43,25.84
134,서울특별시,11,은평구,11380,304850,554550,163.15,213.92,47.93,27.08,37.58,39.95,27.51,33.87
135,서울특별시,11,은평구,11380,304750,554750,245.0,271.11,55.28,34.39,45.15,51.51,40.96,43.82
136,서울특별시,11,은평구,11380,304150,555750,235.48,645.93,153.89,82.57,135.52,110.39,81.71,81.85
137,서울특별시,11,은평구,11380,303950,556250,107.55,214.49,46.65,26.67,35.57,35.06,35.06,35.48
138,서울특별시,11,은평구,11380,302850,553950,32.48,71.91,13.61,9.46,11.47,11.06,10.62,15.69
139,서울특별시,11,은평구,11380,303650,555550,167.7,362.51,80.9,40.32,75.5,62.08,49.7,54.01
140,서울특별시,11,은평구,11380,302850,553650,2.56,5.33,1.02,0.68,0.77,0.95,0.85,1.06
141,서울특별시,11,은평구,11380,304450,556350,60.6,155.27,32.3,21.06,29.75,26.78,21.34,24.04
142,서울특별시,11,은평구,11380,303450,556150,5.12,10.66,2.78,1.18,1.81,2.58,1.02,1.29
143,서울특별시,11,은평구,11380,304850,555650,139.36,467.03,86.1,85.34,84.51,86.07,69.13,55.88
144,서울특별시,11,은평구,11380,305350,556050,122.84,352.71,58.69,49.9,71.12,54.77,48.46,69.77
145,서울특별시,11,은평구,11380,304750,557250,131.11,309.93,73.12,38.1,69.37,55.27,33.79,40.28
146,서울특별시,11,은평구,11380,305550,559350,118.0,453.05,70.87,55.24,52.77,70.13,81.49,122.55
147,서울특별시,11,강동구,11740,324250,550250,104.79,143.66,31.78,22.21,22.21,24.59,22.55,20.32
148,서울특별시,11,강동구,11740,323450,549750,267.54,391.34,87.43,61.01,76.91,60.8,57.76,47.43
149,서울특별시,11,강동구,11740,324150,549850,326.92,940.69,217.4,136.16,176.19,163.64,153.8,93.5
150,서울특별시,11,강동구,11740,324450,549850,136.82,291.33,55.29,47.7,50.76,43.09,51.42,43.07
151,서울특별시,11,강동구,11740,322950,549350,131.41,417.16,68.83,58.08,77.71,61.93,72.76,77.85
152,서울특별시,11,강동구,11740,323150,549050,10.11,10.67,1.01,2.82,2.66,1.48,1.36,1.34
153,서울특별시,11,강동구,11740,326750,549650,150.23,349.85,83.69,35.57,68.38,57.8,43.25,61.16
154,서울특별시,11,강동구,11740,323550,550250,270.91,795.8,162.78,129.36,158.29,110.32,135.64,99.41
155,서울특별시,11,강동구,11740,324450,548750,100.21,191.6,36.25,34.28,34.08,33.21,31.27,22.51
156,서울특별시,11,강동구,11740,325250,548850,12.64,21.3,5.16,2.6,3.19,3.99,3.03,3.33
157,서울특별시,11,강동구,11740,323150,549950,366.68,1408.25,306.11,210.58,223.78,236.78,274.77,156.23
158,서울특별시,11,강동구,11740,323750,547550,94.59,364.62,84.36,49.66,73.43,59.94,48.41,48.82
159,서울특별시,11,강동구,11740,327550,552650,5.05,5.33,0.61,0.75,0.57,0.84,1.15,1.41
160,서울특별시,11,강동구,11740,324550,547250,42.53,162.27,54.35,15.54,9.84,46.52,27.67,8.35
161,서울특별시,11,강동구,11740,323450,547950,104.05,249.73,48.63,42.14,60.7,34.38,33.71,30.17
162,서울특별시,11,강동구,11740,323850,547150,37.58,121.47,37.34,13.22,13.15,36.43,15.64,5.69
163,서울특별시,11,강동구,11740,324550,547850,265.0,1069.08,249.28,149.6,125.02,202.62,214.02,128.54
164,서울특별시,11,강동구,11740,323350,547150,37.0,145.53,33.37,22.74,29.18,26.72,20.43,13.09
165,서울특별시,11,송파구,11710,320550,545050,173.91,277.6,44.25,63.59,73.65,33.39,36.01,26.71
166,서울특별시,11,송파구,11710,319250,544850,279.12,817.71,185.22,144.49,162.28,142.4,111.37,71.95
167,서울특별시,11,송파구,11710,322850,543050,37.83,104.44,29.41,13.19,26.07,20.48,8.38,6.91
168,서울특별시,11,송파구,11710,322950,543950,188.48,266.24,71.45,30.32,45.71,55.6,35.18,27.98
169,서울특별시,11,송파구,11710,319950,545350,38.56,26.8,3.82,6.49,5.88,3.75,4.12,2.74
170,서울특별시,11,송파구,11710,320250,545050,218.1,659.33,111.64,134.69,149.97,99.49,89.24,74.3
171,서울특별시,11,송파구,11710,320850,544850,43.32,123.52,31.83,16.0,23.77,23.67,15.66,12.59
172,서울특별시,11,송파구,11710,322250,545750,74.48,171.1,40.47,22.48,34.38,29.7,23.47,20.6
173,서울특별시,11,송파구,11710,323250,545250,173.72,262.13,62.2,35.91,41.8,47.31,39.22,35.69
174,서울특별시,11,송파구,11710,323550,545950,84.0,297.25,77.96,34.75,22.2,74.04,61.64,26.66
175,서울특별시,11,송파구,11710,323750,546450,36.0,126.65,30.41,19.7,2.88,29.56,34.18,9.92
176,서울특별시,11,송파구,11710,321850,547850,204.0,733.09,157.4,108.45,94.99,135.25,136.98,100.02
177,서울특별시,11,송파구,11710,324650,544550,109.0,390.1,82.6,47.53,65.65,81.32,67.35,45.65
178,서울특별시,11,송파구,11710,323950,546750,84.0,295.66,76.6,32.29,22.54,83.78,54.73,25.72
179,서울특별시,11,송파구,11710,322850,545950,19.0,67.89,14.27,9.52,8.79,13.61,10.73,10.97
180,서울특별시,11,송파구,11710,320950,544350,150.0,529.51,127.4,67.62,116.93,89.42,78.32,49.82
181,서울특별시,11,강남구,11680,313950,546850,103.35,152.62,19.32,29.48,36.24,29.21,17.7,20.67
182,서울특별시,11,강남구,11680,314650,547150,92.25,99.58,17.2,17.88,19.24,12.47,15.81,16.98
183,서울특별시,11,강남구,11680,316350,547650,76.98,185.56,55.91,15.47,25.02,38.21,27.87,23.08
184,서울특별시,11,강남구,11680,315550,544050,200.32,376.64,59.16,85.89,89.62,40.33,62.75,38.89
185,서울특별시,11,강남구,11680,315850,542450,53.11,92.14,20.9,13.53,24.0,14.93,10.87,7.91
186,서울특별시,11,강남구,11680,314750,543250,91.47,144.47,25.06,33.59,30.01,20.38,18.34,17.09
187,서울특별시,11,강남구,11680,321450,540750,10.45,16.06,3.16,1.97,1.71,2.23,3.82,3.17
188,서울특별시,11,강남구,11680,314450,546750,83.54,110.11,19.06,22.52,22.86,16.35,12.12,17.2
189,서울특별시,11,강남구,11680,314850,545650,184.2,326.51,44.89,92.7,80.16,42.41,28.4,37.95
190,서울특별시,11,강남구,11680,313850,545950,6.27,11.03,1.9,1.88,2.6,1.59,0.85,2.21
191,서울특별시,11,강남구,11680,315250,547550,18.79,16.02,2.23,2.84,3.68,1.74,2.34,3.19
192,서울특별시,11,강남구,11680,315050,543950,256.14,544.61,100.78,113.02,127.63,74.75,74.4,54.03
193,서울특별시,11,강남구,11680,317050,546350,2.09,5.37,0.97,0.74,0.66,1.09,0.94,0.97
194,서울특별시,11,강남구,11680,314950,544450,60.54,135.23,15.94,40.82,35.45,17.65,12.27,13.1
195,서울특별시,11,강남구,11680,317250,541950,6.27,16.05,0.9,1.59,1.44,3.0,3.84,5.28
196,서울특별시,11,강남구,11680,316250,546950,41.18,113.74,20.26,14.72,14.85,15.18,22.58,26.15
197,서울특별시,11,강남구,11680,315150,545750,116.0,339.08,82.91,31.43,61.05,54.03,56.25,53.41
198,서울특별시,11,강남구,11680,314350,548050,560.0,1723.56,457.43,125.93,241.93,229.66,268.8,399.81
199,서울특별시,11,강남구,11680,314550,548250,80.0,238.18,57.92,20.51,34.13,40.6,44.92,40.1
200,서울특별시,11,강남구,11680,315250,545650,308.0,907.39,233.23,87.18,150.84,158.33,145.88,131.93
201,서울특별시,11,강남구,11680,317850,542650,110.0,318.27,85.36,33.47,34.77,80.45,52.98,31.24
202,서울특별시,11,강남구,11680,316650,544150,170.0,497.96,150.1,63.66,10.74,126.48,112.1,34.88
203,서울특별시,11,강남구,11680,314550,547850,84.0,253.35,56.56,24.01,37.77,34.76,40.75,59.5
204,서울특별시,11,강남구,11680,318050,543350,104.0,314.69,141.12,3.88,51.87,100.52,17.3,0.0
205,서울특별시,11,서초구,11650,310550,542450,148.35,183.04,40.29,31.97,36.01,23.87,28.35,22.55
206,서울특별시,11,서초구,11650,317650,539650,41.7,64.02,7.86,8.64,8.94,10.08,11.58,16.92
207,서울특별시,11,서초구,11650,313450,546550,31.47,26.81,2.52,6.38,6.01,4.49,3.15,4.26
208,서울특별시,11,서초구,11650,315250,541350,44.53,86.54,18.24,12.96,19.24,12.99,12.77,10.34
209,서울특별시,11,서초구,11650,313450,545750,117.68,181.05,23.98,45.75,38.71,25.24,24.29,23.08
210,서울특별시,11,서초구,11650,313450,543950,159.06,394.58,78.73,54.21,66.58,57.31,81.19,56.56
211,서울특별시,11,서초구,11650,313450,543150,34.76,58.78,12.4,7.96,7.77,8.95,11.07,10.63
212,서울특별시,11,서초구,11650,311250,543750,116.52,326.86,69.18,32.82,56.78,47.72,55.99,64.37
213,서울특별시,11,서초구,11650,311550,542650,9.26,5.33,0.76,1.15,1.03,0.66,0.8,0.93
214,서울특별시,11,서초구,11650,313150,543150,2.32,5.34,1.12,0.72,0.71,0.81,1.01,0.97
215,서울특별시,11,서초구,11650,313350,543350,92.99,183.94,40.07,38.1,29.76,25.83,24.68,25.5
216,서울특별시,11,서초구,11650,314450,543150,132.95,387.33,77.72,52.5,48.27,55.03,84.49,69.32
217,서울특별시,11,서초구,11650,314550,543050,33.21,60.3,12.75,10.53,12.75,7.49,7.64,9.14
218,서울특별시,11,서초구,11650,314950,542750,8.64,5.34,0.87,1.36,1.16,0.7,0.63,0.62
219,서울특별시,11,서초구,11650,314850,540550,16.21,5.35,1.22,0.61,1.33,0.91,0.51,0.77
220,서울특별시,11,서초구,11650,311850,545650,240.0,745.41,216.18,58.49,131.19,139.02,101.65,98.88
221,서울특별시,11,서초구,11650,311450,545350,40.0,124.13,38.91,10.33,9.99,31.53,19.21,14.16
222,서울특별시,11,서초구,11650,311250,544450,82.0,247.34,64.54,29.63,38.56,42.14,39.91,32.56
223,서울특별시,11,서초구,11650,310850,544250,6.0,18.56,4.44,1.94,3.12,3.29,2.53,3.24
224,서울특별시,11,서초구,11650,313850,544350,60.0,180.45,39.66,24.1,19.69,34.67,36.43,25.9
225,서울특별시,11,서초구,11650,311850,545450,49.0,143.97,30.66,22.9,24.02,28.63,21.15,16.61
226,서울특별시,11,서초구,11650,313650,543950,147.0,439.69,124.38,50.85,90.13,79.99,59.9,34.44
227,서울특별시,11,서초구,11650,312550,546250,172.0,532.96,194.13,31.12,165.55,89.99,26.29,25.88
228,서울특별시,11,서초구,11650,311550,545650,108.0,328.62,89.63,36.71,44.53,64.7,53.63,39.42
229,서울특별시,11,성동구,11200,316150,549150,46.06,61.19,11.01,14.55,13.28,9.82,6.97,5.56
230,서울특별시,11,성동구,11200,313050,550050,219.54,676.86,120.68,111.24,107.97,102.69,111.73,122.55
231,서울특별시,11,성동구,11200,316150,549250,35.25,34.63,6.51,7.75,7.37,5.73,4.02,3.25
232,서울특별시,11,성동구,11200,315450,551850,152.19,590.64,96.62,88.66,81.84,121.26,75.92,126.34
233,서울특별시,11,성동구,11200,315750,551550,7.9,10.68,1.44,1.56,1.12,1.62,1.88,3.06
234,서울특별시,11,성동구,11200,315150,550450,94.0,359.33,68.84,36.54,82.17,52.32,58.89,60.57
235,서울특별시,11,성동구,11200,314250,551550,90.0,340.36,71.23,39.67,74.24,55.21,45.97,54.04
236,서울특별시,11,광진구,11215,319650,551650,91.42,113.07,35.75,11.33,14.0,28.16,14.98,8.85
237,서울특별시,11,광진구,11215,319350,550350,144.68,101.8,15.87,19.23,19.68,14.98,14.92,17.12
238,서울특별시,11,광진구,11215,319850,548650,319.6,1424.65,366.36,168.71,351.96,229.03,162.99,145.6
239,서울특별시,11,광진구,11215,319050,548550,185.85,302.1,49.57,53.86,66.6,43.81,40.83,47.43
240,서울특별시,11,광진구,11215,318550,548750,343.44,293.09,54.88,56.84,50.06,50.68,41.46,39.17
241,서울특별시,11,광진구,11215,318150,548150,257.96,1195.93,308.32,149.89,155.27,282.36,180.33,119.76
242,서울특별시,11,광진구,11215,318350,551150,11.66,10.68,1.98,1.98,1.9,1.86,1.6,1.36
243,서울특별시,11,광진구,11215,320950,549150,165.0,790.6,273.8,30.35,161.06,218.18,49.67,57.54
244,서울특별시,11,양천구,11470,299750,547350,76.66,138.65,33.44,24.2,27.94,20.43,18.88,13.76
245,서울특별시,11,양천구,11470,300050,549850,117.75,133.75,24.25,25.75,17.25,23.0,23.5,20.0
246,서울특별시,11,양천구,11470,297950,547050,152.03,489.67,87.93,82.24,64.25,91.71,94.79,68.75
247,서울특별시,11,양천구,11470,296350,548550,397.59,389.55,78.45,65.5,62.68,58.8,67.85,56.27
248,서울특별시,11,양천구,11470,297250,549050,83.44,181.53,37.55,30.78,28.04,30.25,30.21,24.7
249,서울특별시,11,양천구,11470,297050,548350,170.86,412.85,103.11,58.06,63.55,85.32,60.98,41.83
250,서울특별시,11,양천구,11470,298550,547450,119.28,149.86,28.07,24.9,19.45,24.42,29.64,23.38
251,서울특별시,11,양천구,11470,300050,549250,177.11,506.26,120.24,79.96,75.66,84.61,81.21,64.58
