,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,SCHOOL_NM
104,서울특별시,11,종로구,11110,312069,554192,동성중학교
105,서울특별시,11,동대문구,11230,318145,554108,전동중학교
106,서울특별시,11,동대문구,11230,315498,554153,정화여자중학교
107,서울특별시,11,서대문구,11410,305992,554209,정원여자중학교
108,서울특별시,11,은평구,11380,304944,554246,충암중학교
109,서울특별시,11,종로구,11110,310712,554166,중앙중학교
110,서울특별시,11,서대문구,11410,305394,554111,명지중학교
111,서울특별시,11,은평구,11380,303431,554035,증산중학교
112,서울특별시,11,중랑구,11260,320287,553927,중화중학교
113,서울특별시,11,동대문구,11230,317791,553868,휘경여자중학교
114,서울특별시,11,중랑구,11260,320389,553827,면목중학교
115,서울특별시,11,서대문구,11410,306566,553987,신연중학교
116,서울특별시,11,성북구,11290,312905,553757,한성여자중학교
117,서울특별시,11,동대문구,11230,317039,553684,전일중학교
118,서울특별시,11,동대문구,11230,316876,553640,해성여자중학교
119,서울특별시,11,동대문구,11230,317137,553692,전농중학교
120,서울특별시,11,강서구,11500,295150,553867,삼정중학교
121,서울특별시,11,동대문구,11230,314872,553651,성일중학교
122,서울특별시,11,서대문구,11410,304708,553527,연희중학교
123,서울특별시,11,마포구,11440,301963,553556,상암중학교
124,서울특별시,11,종로구,11110,308938,553501,배화여자중학교
125,서울특별시,11,동대문구,11230,314038,553370,대광중학교
126,서울특별시,11,종로구,11110,310261,553332,덕성여자중학교
127,서울특별시,11,종로구,11110,312208,553272,서울대학교사범대학부설여자중학교
128,서울특별시,11,서대문구,11410,306367,553354,연북중학교
129,서울특별시,11,동대문구,11230,318568,553201,동국대학교사범대학부속중학교
130,서울특별시,11,강서구,11500,294971,553271,방원중학교
131,서울특별시,11,동대문구,11230,316469,552861,동대문중학교
132,서울특별시,11,중랑구,11260,319479,552806,용마중학교
133,서울특별시,11,동대문구,11230,315742,552816,숭인중학교
134,서울특별시,11,종로구,11110,308482,552856,대신중학교
135,서울특별시,11,마포구,11440,303372,552768,중암중학교
136,서울특별시,11,강동구,11740,327581,552247,강동중학교
137,서울특별시,11,강서구,11500,298191,552531,성재중학교
138,서울특별시,11,성동구,11200,315515,552244,마장중학교
139,서울특별시,11,마포구,11440,304194,552327,성사중학교
140,서울특별시,11,서대문구,11410,305470,552313,서연중학교
141,서울특별시,11,서대문구,11410,308532,552288,동명여자중학교
142,서울특별시,11,동대문구,11230,318057,551988,장평중학교
143,서울특별시,11,강서구,11500,298695,552199,공진중학교
144,서울특별시,11,중구,11140,309251,552040,창덕여자중학교
145,서울특별시,11,광진구,11215,319706,551885,용곡중학교
146,서울특별시,11,서대문구,11410,308658,551975,인창중학교
147,서울특별시,11,중구,11140,311605,551894,덕수중학교
148,서울특별시,11,중구,11140,312845,551924,한양중학교
149,서울특별시,11,강서구,11500,294777,552084,방화중학교
150,서울특별시,11,광진구,11215,319776,551616,대원중학교
151,서울특별시,11,마포구,11440,304757,551778,경성중학교
152,서울특별시,11,마포구,11440,303806,551734,성서중학교
153,서울특별시,11,서대문구,11410,306951,551674,이화여자대학교사범대학부속이화금란중학교
