,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,BANK_NM
413,서울특별시,11,용산구,11170,309091,547025,한국씨티
414,서울특별시,11,용산구,11170,308980,547834,한국씨티
415,서울특별시,11,성동구,11200,316205,549665,IBK기업은행
416,서울특별시,11,성동구,11200,315699,552054,IBK기업은행
417,서울특별시,11,성동구,11200,317343,549076,IBK기업은행
418,서울특별시,11,성동구,11200,316700,549499,IBK기업은행
419,서울특별시,11,성동구,11200,317786,551351,IBK기업은행
420,서울특별시,11,성동구,11200,317599,549650,IBK기업은행
421,서울특별시,11,성동구,11200,313855,549974,KB국민은행
422,서울특별시,11,성동구,11200,315735,549939,KB국민은행
423,서울특별시,11,성동구,11200,315199,552371,KB국민은행
424,서울특별시,11,성동구,11200,315577,551954,KB국민은행
425,서울특별시,11,성동구,11200,312847,549462,KB국민은행
426,서울특별시,11,성동구,11200,314765,551577,KB국민은행
427,서울특별시,11,성동구,11200,314293,551870,KB국민은행
428,서울특별시,11,성동구,11200,315235,551492,KB국민은행
429,서울특별시,11,성동구,11200,316644,551862,KB국민은행
430,서울특별시,11,성동구,11200,314892,551102,KB국민은행
431,서울특별시,11,성동구,11200,313831,549954,SC제일은행
432,서울특별시,11,성동구,11200,316234,548832,SC제일은행
433,서울특별시,11,성동구,11200,315616,552332,SC제일은행
434,서울특별시,11,성동구,11200,315561,551948,SC제일은행
435,서울특별시,11,성동구,11200,314929,551519,SC제일은행
436,서울특별시,11,성동구,11200,316757,550100,SC제일은행
437,서울특별시,11,성동구,11200,317376,549137,SC제일은행
438,서울특별시,11,성동구,11200,313436,550790,농협중앙회
439,서울특별시,11,성동구,11200,313562,549992,농협중앙회
440,서울특별시,11,성동구,11200,316523,548833,농협중앙회
441,서울특별시,11,성동구,11200,314858,551506,농협중앙회
442,서울특별시,11,성동구,11200,316758,549619,농협중앙회
443,서울특별시,11,성동구,11200,313306,550210,신한은행
444,서울특별시,11,성동구,11200,314703,551694,신한은행
445,서울특별시,11,성동구,11200,316662,549858,신한은행
446,서울특별시,11,성동구,11200,316662,549858,신한은행
447,서울특별시,11,성동구,11200,313634,550742,신한은행
448,서울특별시,11,성동구,11200,315503,551232,신한은행
449,서울특별시,11,성동구,11200,315595,551124,신한은행
450,서울특별시,11,성동구,11200,314819,551106,신한은행
451,서울특별시,11,성동구,11200,317382,549902,신한은행
452,서울특별시,11,성동구,11200,314887,551560,외환은행
453,서울특별시,11,성동구,11200,316873,549638,외환은행
454,서울특별시,11,성동구,11200,314579,550313,외환은행
455,서울특별시,11,성동구,11200,313688,549996,우리은행
456,서울특별시,11,성동구,11200,316906,551565,우리은행
457,서울특별시,11,성동구,11200,315095,551674,우리은행
458,서울특별시,11,성동구,11200,316177,549505,우리은행
459,서울특별시,11,성동구,11200,315043,552587,우리은행
460,서울특별시,11,성동구,11200,314922,551433,우리은행
461,서울특별시,11,성동구,11200,314755,550408,우리은행
462,서울특별시,11,성동구,11200,317647,549934,우리은행
463,서울특별시,11,성동구,11200,315821,549687,하나은행
464,서울특별시,11,성동구,11200,316489,549639,하나은행
465,서울특별시,11,성동구,11200,313314,549265,하나은행
466,서울특별시,11,성동구,11200,315036,551944,하나은행
467,서울특별시,11,성동구,11200,315069,550733,하나은행
468,서울특별시,11,성동구,11200,315507,550985,하나은행
469,서울특별시,11,성동구,11200,314225,551082,하나은행
