,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,X_AXIS,Y_AXIS,HOUS,POP,CLSS
0,서울특별시,11,서초구,11650,310450,543950,311.95,266.77,7
1,서울특별시,11,송파구,11710,320250,545150,226.34,585.59,6
2,서울특별시,11,영등포구,11560,305650,547750,96.0,329.18,10
3,서울특별시,11,강남구,11680,314250,545950,247.09,192.12,7
4,서울특별시,11,강남구,11680,317950,543450,120.0,355.03,8
5,서울특별시,11,영등포구,11560,303650,544050,9.12,15.99,6
6,서울특별시,11,서초구,11650,311150,543550,57.58,53.95,7
7,서울특별시,11,강남구,11680,313750,547050,173.28,164.02,7
8,서울특별시,11,양천구,11470,298850,547650,202.95,375.15,4
9,서울특별시,11,강남구,11680,314650,544850,107.59,151.23,7
10,서울특별시,11,서초구,11650,311450,543250,190.28,217.42,6
11,서울특별시,11,강남구,11680,315150,545850,129.38,275.58,7
12,서울특별시,11,강남구,11680,319150,544050,4.18,5.31,7
13,서울특별시,11,서초구,11650,315450,542650,143.58,383.89,5
14,서울특별시,11,송파구,11710,320150,544650,188.83,563.43,5
15,서울특별시,11,강남구,11680,319250,543750,83.62,103.22,6
16,서울특별시,11,동작구,11590,306350,545950,581.37,383.33,3
17,서울특별시,11,영등포구,11560,302950,543650,146.03,128.54,3
18,서울특별시,11,송파구,11710,322650,543150,184.35,352.86,5
19,서울특별시,11,서초구,11650,310450,542550,141.22,273.39,6
20,서울특별시,11,금천구,11545,303650,539050,357.27,266.69,3
21,서울특별시,11,송파구,11710,323550,544950,61.26,137.05,6
22,서울특별시,11,송파구,11710,322950,543250,200.61,479.39,6
23,서울특별시,11,관악구,11620,304350,543350,262.32,387.04,4
24,서울특별시,11,강동구,11740,323750,550450,457.96,310.43,4
25,서울특별시,11,강서구,11500,297750,550750,158.36,455.15,4
26,서울특별시,11,송파구,11710,320750,544650,169.5,378.56,5
27,서울특별시,11,양천구,11470,300050,549150,153.16,391.74,5
28,서울특별시,11,관악구,11620,304650,542750,209.39,256.41,4
29,서울특별시,11,동작구,11590,305750,545450,43.62,101.11,4
30,서울특별시,11,송파구,11710,319450,544850,98.94,124.2,5
31,서울특별시,11,양천구,11470,299850,548850,160.9,378.64,4
32,서울특별시,11,송파구,11710,321850,548150,58.54,65.63,5
33,서울특별시,11,관악구,11620,305650,542950,152.71,142.34,4
34,서울특별시,11,서초구,11650,313350,545950,106.37,123.03,6
35,서울특별시,11,관악구,11620,302950,542650,113.39,116.11,4
36,서울특별시,11,영등포구,11560,303450,548450,213.68,268.25,4
37,서울특별시,11,영등포구,11560,302650,547250,144.89,211.17,3
38,서울특별시,11,양천구,11470,298550,546950,228.28,402.22,4
39,서울특별시,11,동작구,11590,306150,544550,233.67,497.12,4
40,서울특별시,11,양천구,11470,299050,547650,202.93,619.02,4
41,서울특별시,11,강서구,11500,298650,548750,155.13,397.43,4
42,서울특별시,11,양천구,11470,299450,547650,52.36,73.71,5
43,서울특별시,11,구로구,11530,298150,544950,80.32,131.56,4
44,서울특별시,11,금천구,11545,303350,541650,274.16,392.58,4
45,서울특별시,11,강동구,11740,322750,548550,431.04,213.44,4
46,서울특별시,11,강서구,11500,298150,549750,165.88,451.78,4
47,서울특별시,11,양천구,11470,298950,546950,289.3,278.11,3
48,서울특별시,11,금천구,11545,303650,538850,212.05,355.82,2
49,서울특별시,11,양천구,11470,296450,548850,183.11,597.5,3
50,서울특별시,11,금천구,11545,303350,542250,323.78,354.11,3
51,서울특별시,11,구로구,11530,301350,544150,203.82,182.87,2
52,서울특별시,11,동작구,11590,309550,542750,251.64,247.21,3
53,서울특별시,11,강동구,11740,322950,548150,425.74,1027.81,4
54,서울특별시,11,양천구,11470,298850,546850,29.7,31.98,4
55,서울특별시,11,양천구,11470,297350,547850,172.88,358.36,3
56,서울특별시,11,강서구,11500,295550,552650,145.02,296.64,4
57,서울특별시,11,구로구,11530,299250,543550,74.9,150.77,4
58,서울특별시,11,영등포구,11560,304050,544850,271.14,431.96,3
59,서울특별시,11,구로구,11530,301750,544350,222.79,468.15,3
60,서울특별시,11,강서구,11500,297750,548650,239.91,488.43,4
61,서울특별시,11,강서구,11500,299750,550850,49.1,122.75,5
62,서울특별시,11,영등포구,11560,304650,545950,219.46,294.32,3
63,서울특별시,11,관악구,11620,304850,541050,91.44,176.76,3
64,서울특별시,11,강서구,11500,297850,550050,320.0,995.95,4
65,서울특별시,11,동작구,11590,307150,545950,158.85,338.51,4
66,서울특별시,11,구로구,11530,301050,545750,152.91,228.32,3
67,서울특별시,11,동작구,11590,308050,544150,151.45,109.33,3
68,서울특별시,11,구로구,11530,296550,544750,48.9,153.05,4
69,서울특별시,11,영등포구,11560,304650,545050,11.04,35.19,4
70,서울특별시,11,강서구,11500,297850,549350,131.5,341.95,4
71,서울특별시,11,관악구,11620,306050,542150,157.11,452.15,4
72,서울특별시,11,강서구,11500,299550,548850,192.16,393.0,3
73,서울특별시,11,영등포구,11560,303050,543450,211.62,246.15,3
74,서울특별시,11,구로구,11530,296750,544550,163.38,481.65,4
75,서울특별시,11,양천구,11470,300150,549550,78.49,190.79,4
76,서울특별시,11,동작구,11590,309250,543150,54.12,73.93,5
77,서울특별시,11,구로구,11530,301750,542850,94.88,85.3,3
78,서울특별시,11,관악구,11620,305150,542950,57.17,166.95,3
79,서울특별시,11,금천구,11545,303450,540250,307.34,535.3,2
80,서울특별시,11,관악구,11620,303750,543150,26.57,70.08,3
81,서울특별시,11,금천구,11545,303650,539250,136.13,173.97,2
82,서울특별시,11,금천구,11545,302950,540550,285.76,391.61,3
83,서울특별시,11,강서구,11500,298050,548450,106.49,192.79,3
84,서울특별시,11,동작구,11590,307850,546150,6.04,5.33,3
85,서울특별시,11,영등포구,11560,304050,545650,176.95,303.69,3
86,서울특별시,11,양천구,11470,296250,548550,144.65,136.44,2
87,서울특별시,11,동작구,11590,310050,543950,122.67,396.73,4
88,서울특별시,11,강동구,11740,323950,549350,383.48,295.55,3
89,서울특별시,11,동작구,11590,306950,544750,150.0,485.11,4
90,서울특별시,11,구로구,11530,301550,545950,404.0,1242.28,5
91,서울특별시,11,송파구,11710,320650,546950,140.0,512.38,7
92,서울특별시,11,송파구,11710,320850,545150,291.38,937.11,6
93,서울특별시,11,강남구,11680,316850,544750,96.4,201.78,8
94,서울특별시,11,양천구,11470,297550,547650,200.11,695.67,4
95,서울특별시,11,영등포구,11560,302450,547750,150.24,436.33,5
96,서울특별시,11,금천구,11545,301450,542950,449.44,282.49,2
97,서울특별시,11,관악구,11620,309350,541550,135.93,553.55,5
98,서울특별시,11,관악구,11620,305550,540750,69.3,252.29,3
99,서울특별시,11,관악구,11620,305550,542850,86.31,331.28,5
100,서울특별시,11,관악구,11620,307750,542850,23.12,57.08,5
101,서울특별시,11,관악구,11620,304750,540250,192.0,798.11,3
102,서울특별시,11,구로구,11530,302050,543350,99.02,298.03,3
103,서울특별시,11,양천구,11470,297350,547350,34.34,103.53,3
104,서울특별시,11,강남구,11680,314450,546250,11.26,18.42,5
105,서울특별시,11,강서구,11500,298250,548150,121.04,316.27,4
106,서울특별시,11,강서구,11500,298350,550850,122.0,379.88,6
107,서울특별시,11,관악구,11620,304850,543450,58.28,93.95,4
108,서울특별시,11,강동구,11740,324550,548050,25.1,70.89,4
109,서울특별시,11,구로구,11530,300650,545250,26.76,59.64,4
110,서울특별시,11,구로구,11530,299250,544250,10.02,31.44,2
111,서울특별시,11,서초구,11650,313650,543450,97.7,164.35,7
112,서울특별시,11,강남구,11680,315350,545550,39.97,64.21,8
113,서울특별시,11,강남구,11680,314550,545050,44.8,61.49,10
114,서울특별시,11,강서구,11500,294150,553750,41.89,37.41,4
115,서울특별시,11,강서구,11500,299350,550250,64.94,171.55,5
116,서울특별시,11,강동구,11740,322450,549250,96.78,74.63,4
117,서울특별시,11,강남구,11680,316850,545750,60.41,80.45,7
118,서울특별시,11,강남구,11680,317650,544850,16.71,10.72,2
119,서울특별시,11,동작구,11590,308250,544850,177.58,523.73,4
120,서울특별시,11,송파구,11710,320650,544350,27.0,95.93,5
121,서울특별시,11,송파구,11710,325250,544050,129.03,97.9,4
122,서울특별시,11,강남구,11680,315350,546150,63.06,107.12,10
123,서울특별시,11,양천구,11470,300150,548550,192.0,674.1,6
124,서울특별시,11,강서구,11500,295050,551850,140.35,213.3,2
125,서울특별시,11,영등포구,11560,303150,548050,292.56,902.26,5
126,서울특별시,11,관악구,11620,305950,541850,26.51,56.22,4
127,서울특별시,11,동작구,11590,303550,543450,128.74,497.55,4
128,서울특별시,11,송파구,11710,318750,545250,43.97,107.57,6
129,서울특별시,11,송파구,11710,323450,544350,179.0,626.79,6
130,서울특별시,11,송파구,11710,321250,546450,220.0,790.53,5
131,서울특별시,11,서초구,11650,317150,538350,2.32,5.35,4
132,서울특별시,11,영등포구,11560,304250,545650,255.92,774.54,4
133,서울특별시,11,영등포구,11560,302150,549050,108.0,337.19,5
134,서울특별시,11,강동구,11740,323850,548850,204.26,722.48,4
135,서울특별시,11,송파구,11710,324450,544050,111.16,37.38,5
136,서울특별시,11,서초구,11650,311250,544250,68.63,203.56,8
137,서울특별시,11,강남구,11680,316350,542650,144.0,439.52,10
138,서울특별시,11,송파구,11710,324350,544850,13.0,45.85,6
139,서울특별시,11,양천구,11470,299450,547250,51.68,147.54,4
140,서울특별시,11,동작구,11590,305450,544250,290.0,1231.95,3
141,서울특별시,11,송파구,11710,321850,548350,255.44,878.41,6
142,서울특별시,11,송파구,11710,318850,545350,28.22,78.5,6
143,서울특별시,11,강서구,11500,299550,551650,298.0,1000.82,4
144,서울특별시,11,강남구,11680,316150,542650,90.0,269.56,9
145,서울특별시,11,서초구,11650,310650,544050,60.0,179.92,8
146,서울특별시,11,구로구,11530,300850,544550,63.0,195.51,5
147,서울특별시,11,영등포구,11560,304150,546650,25.85,39.95,5
148,서울특별시,11,양천구,11470,297850,546250,123.0,416.94,4
149,서울특별시,11,영등포구,11560,303750,548050,179.0,565.98,7
150,서울특별시,11,송파구,11710,319250,545050,147.87,404.16,6
151,서울특별시,11,양천구,11470,299350,546050,168.0,573.46,6
152,서울특별시,11,강서구,11500,299550,551450,150.0,490.5,3
153,서울특별시,11,영등포구,11560,303250,546850,7.6,20.28,3
154,서울특별시,11,강서구,11500,298150,552750,180.0,561.16,5
155,서울특별시,11,강남구,11680,313650,547450,84.0,257.3,10
156,서울특별시,11,영등포구,11560,302850,545950,6.3,10.64,3
157,서울특별시,11,강서구,11500,298050,551950,142.0,434.76,5
158,서울특별시,11,강동구,11740,327650,550550,5.06,10.66,4
159,서울특별시,11,구로구,11530,298350,544550,184.0,568.53,4
160,서울특별시,11,강남구,11680,316350,544550,122.02,319.32,7
161,서울특별시,11,강남구,11680,317150,544850,151.16,396.43,6
162,서울특별시,11,강동구,11740,323150,549950,366.68,1408.25,5
163,서울특별시,11,서초구,11650,311850,545550,240.0,722.36,7
164,서울특별시,11,영등포구,11560,303550,546550,4.56,10.32,4
165,서울특별시,11,강남구,11680,320450,543050,362.18,1002.85,4
166,서울특별시,11,서초구,11650,312650,544850,234.0,699.81,6
167,서울특별시,11,서초구,11650,313950,541750,18.52,21.28,8
168,서울특별시,11,강동구,11740,324950,549250,113.1,420.44,4
169,서울특별시,11,강남구,11680,315450,548050,74.0,226.52,10
170,서울특별시,11,동작구,11590,307550,546350,50.0,214.87,5
171,서울특별시,11,강남구,11680,315450,544650,12.53,10.66,6
172,서울특별시,11,구로구,11530,299250,544550,176.0,547.31,5
173,서울특별시,11,금천구,11545,304550,539250,368.0,1673.89,6
174,서울특별시,11,송파구,11710,319550,545950,198.0,720.63,6
175,서울특별시,11,강남구,11680,315750,544250,26.36,21.39,7
176,서울특별시,11,서초구,11650,311150,545350,110.0,338.87,9
177,서울특별시,11,송파구,11710,319150,545750,31.61,35.18,6
178,서울특별시,11,강동구,11740,327450,552050,165.0,702.07,2
179,서울특별시,11,양천구,11470,299350,545750,20.0,65.69,5
180,서울특별시,11,강서구,11500,295550,553350,150.0,476.73,6
181,서울특별시,11,강서구,11500,299750,548250,12.42,36.03,3
182,서울특별시,11,강서구,11500,300950,550250,72.0,217.93,5
183,서울특별시,11,동작구,11590,304250,544150,148.0,641.74,6
184,서울특별시,11,양천구,11470,299550,546450,120.0,386.37,5
185,서울특별시,11,서초구,11650,310750,544050,128.0,405.78,9
186,서울특별시,11,영등포구,11560,305050,545950,4.65,5.33,7
187,서울특별시,11,양천구,11470,301050,548350,120.0,399.81,7
188,서울특별시,11,강서구,11500,299250,551050,77.0,240.14,5
189,서울특별시,11,영등포구,11560,304350,546750,4.56,9.99,4
190,서울특별시,11,영등포구,11560,302750,548450,52.0,171.79,7
191,서울특별시,11,관악구,11620,304250,541350,13.88,10.66,4
192,서울특별시,11,관악구,11620,309950,541850,16.2,16.02,6
193,서울특별시,11,강동구,11740,327150,549950,10.38,5.34,4
194,서울특별시,11,서초구,11650,311750,545450,96.0,288.09,9
195,서울특별시,11,금천구,11545,302350,541950,100.0,444.15,4
196,서울특별시,11,송파구,11710,322350,543350,210.0,750.67,7
197,서울특별시,11,강서구,11500,298950,551750,210.0,655.1,5
198,서울특별시,11,서초구,11650,314050,543450,118.0,367.53,9
199,서울특별시,11,강남구,11680,315450,547450,18.79,10.66,10
200,서울특별시,11,동작구,11590,305050,543850,82.0,362.26,8
201,서울특별시,11,송파구,11710,318150,545750,3.61,5.37,6
202,서울특별시,11,서초구,11650,312150,545550,96.0,297.66,10
203,서울특별시,11,금천구,11545,302650,541550,7.59,5.33,3
204,서울특별시,11,송파구,11710,319850,545850,166.0,604.09,7
205,서울특별시,11,구로구,11530,301350,545650,47.0,144.96,6
206,서울특별시,11,서초구,11650,314550,541850,234.0,713.96,6
207,서울특별시,11,양천구,11470,300150,547050,120.0,407.55,5
208,서울특별시,11,강서구,11500,298050,552850,120.0,381.96,8
209,서울특별시,11,강남구,11680,317350,545350,18.0,47.6,6
210,서울특별시,11,강남구,11680,317950,543850,84.0,252.66,10
211,서울특별시,11,서초구,11650,310750,540750,2.32,5.33,7
212,서울특별시,11,강남구,11680,316050,542850,54.0,163.63,10
213,서울특별시,11,강서구,11500,299750,550550,9.68,10.7,4
214,서울특별시,11,동작구,11590,304150,544250,85.0,364.84,6
215,서울특별시,11,양천구,11470,296450,549450,10.11,32.13,3
216,서울특별시,11,동작구,11590,305350,546250,106.0,453.74,4
217,서울특별시,11,구로구,11530,295850,544650,66.0,206.98,3
218,서울특별시,11,서초구,11650,313150,543050,24.0,67.49,6
219,서울특별시,11,강서구,11500,297450,551250,7.26,5.35,4
220,서울특별시,11,영등포구,11560,305250,546750,143.0,462.19,8
221,서울특별시,11,송파구,11710,321650,546650,130.0,468.49,7
222,서울특별시,11,강동구,11740,325350,550150,90.0,368.87,7
223,서울특별시,11,서초구,11650,313150,545150,162.0,472.29,7
224,서울특별시,11,종로구,11110,309050,553750,120.27,275.42,4
225,서울특별시,11,은평구,11380,303550,554250,174.2,332.21,4
226,서울특별시,11,강북구,11305,314950,559750,190.89,164.95,3
227,서울특별시,11,종로구,11110,309150,552750,24.97,49.18,8
228,서울특별시,11,동대문구,11230,314650,553150,162.96,275.09,3
229,서울특별시,11,도봉구,11320,314550,562450,240.0,794.26,4
230,서울특별시,11,마포구,11440,305050,550050,49.0,120.3,5
231,서울특별시,11,광진구,11215,319350,550850,163.83,620.29,5
232,서울특별시,11,마포구,11440,303450,552350,136.0,413.28,5
233,서울특별시,11,성북구,11290,315750,557150,171.26,389.55,3
234,서울특별시,11,성동구,11200,316050,549350,291.49,263.64,4
235,서울특별시,11,용산구,11170,308750,549150,205.06,274.16,3
236,서울특별시,11,마포구,11440,303250,551350,154.72,344.93,4
237,서울특별시,11,광진구,11215,319350,551750,101.1,141.47,4
238,서울특별시,11,서대문구,11410,307850,552050,79.36,187.67,5
239,서울특별시,11,종로구,11110,309350,553950,48.99,93.43,6
240,서울특별시,11,중랑구,11260,318850,555750,190.7,416.19,3
241,서울특별시,11,광진구,11215,320050,551050,267.56,582.53,3
242,서울특별시,11,광진구,11215,319050,548050,110.12,291.39,4
243,서울특별시,11,마포구,11440,304750,551850,76.12,115.01,4
244,서울특별시,11,은평구,11380,304050,557850,242.44,563.22,4
245,서울특별시,11,마포구,11440,305650,550850,113.0,200.25,4
246,서울특별시,11,강북구,11305,313550,560850,71.51,140.49,4
247,서울특별시,11,광진구,11215,319050,552250,485.88,418.22,3
248,서울특별시,11,용산구,11170,308950,549250,81.19,120.61,3
249,서울특별시,11,중랑구,11260,318450,556450,271.62,554.03,3
250,서울특별시,11,광진구,11215,319350,548650,26.08,21.28,4
251,서울특별시,11,노원구,11350,317750,557450,104.66,177.97,4
252,서울특별시,11,광진구,11215,318950,551450,241.33,332.38,4
253,서울특별시,11,성동구,11200,313550,550350,185.82,422.2,4
254,서울특별시,11,중랑구,11260,319950,554750,299.48,444.16,3
255,서울특별시,11,도봉구,11320,315950,564050,108.8,107.0,2
256,서울특별시,11,마포구,11440,304950,551350,51.84,90.49,4
257,서울특별시,11,동대문구,11230,317850,555050,239.82,304.62,3
258,서울특별시,11,용산구,11170,311250,549250,210.25,293.72,4
259,서울특별시,11,중랑구,11260,319050,557450,152.28,526.94,4
260,서울특별시,11,강북구,11305,314550,560550,104.92,254.46,4
261,서울특별시,11,은평구,11380,305750,556650,227.88,563.02,4
262,서울특별시,11,서대문구,11410,305450,551350,103.96,291.17,4
263,서울특별시,11,성동구,11200,313050,549950,253.6,675.72,3
264,서울특별시,11,은평구,11380,305850,558350,40.68,127.08,4
265,서울특별시,11,중랑구,11260,320150,555650,33.89,144.91,4
266,서울특별시,11,용산구,11170,311150,548450,112.24,156.28,4
267,서울특별시,11,노원구,11350,318550,558850,102.0,308.36,4
268,서울특별시,11,성동구,11200,316350,548650,232.26,586.97,5
269,서울특별시,11,도봉구,11320,315950,564250,81.88,85.14,3
270,서울특별시,11,서대문구,11410,306050,552250,149.89,284.79,4
271,서울특별시,11,강북구,11305,314350,557750,225.01,351.51,2
272,서울특별시,11,중랑구,11260,320950,554850,183.11,217.77,3
273,서울특별시,11,성북구,11290,316750,557250,139.12,331.65,3
274,서울특별시,11,은평구,11380,305150,556350,67.52,130.37,4
275,서울특별시,11,성동구,11200,313850,549850,73.66,161.2,3
276,서울특별시,11,마포구,11440,305850,550950,80.02,121.82,3
277,서울특별시,11,광진구,11215,319650,551050,30.1,32.06,4
278,서울특별시,11,광진구,11215,319950,549050,212.78,525.52,5
279,서울특별시,11,마포구,11440,302850,551350,198.0,598.93,4
280,서울특별시,11,마포구,11440,306650,549850,113.28,220.07,3
281,서울특별시,11,중랑구,11260,318450,554550,122.26,171.7,3
282,서울특별시,11,은평구,11380,302750,554250,90.49,231.59,4
283,서울특별시,11,광진구,11215,319050,551350,37.67,102.83,4
284,서울특별시,11,종로구,11110,311850,554450,99.75,178.61,4
285,서울특별시,11,동대문구,11230,317450,554750,238.81,597.85,4
286,서울특별시,11,중랑구,11260,319650,555150,165.21,404.8,3
287,서울특별시,11,동대문구,11230,317350,555050,347.52,326.05,2
288,서울특별시,11,중랑구,11260,319150,554250,101.74,133.13,2
289,서울특별시,11,서대문구,11410,305650,551650,258.14,591.03,4
290,서울특별시,11,서대문구,11410,308850,551650,157.66,506.63,3
291,서울특별시,11,광진구,11215,317950,549150,65.04,70.58,4
292,서울특별시,11,성북구,11290,312450,554750,89.42,218.1,5
293,서울특별시,11,성북구,11290,316250,557050,84.12,199.02,4
294,서울특별시,11,서대문구,11410,305350,553250,174.29,389.82,4
295,서울특별시,11,서대문구,11410,305650,553050,32.18,52.91,3
296,서울특별시,11,강북구,11305,314850,559650,81.72,127.94,2
297,서울특별시,11,성동구,11200,314250,551750,330.16,341.9,3
298,서울특별시,11,광진구,11215,318250,550550,90.7,53.5,3
299,서울특별시,11,용산구,11170,311050,548550,135.59,218.43,4
300,서울특별시,11,중랑구,11260,320150,554850,99.47,182.72,2
301,서울특별시,11,노원구,11350,317350,558150,196.1,597.21,4
302,서울특별시,11,중랑구,11260,319250,553450,218.77,501.11,2
303,서울특별시,11,종로구,11110,309250,556550,35.44,76.07,5
304,서울특별시,11,종로구,11110,311350,554550,171.84,187.75,2
305,서울특별시,11,용산구,11170,309650,550350,188.02,488.28,3
306,서울특별시,11,동대문구,11230,317250,555850,227.97,564.47,3
307,서울특별시,11,강북구,11305,313150,562350,125.36,307.77,3
308,서울특별시,11,중랑구,11260,320650,554950,138.77,181.26,3
309,서울특별시,11,성북구,11290,313150,556350,172.88,412.5,3
310,서울특별시,11,용산구,11170,308750,547150,45.36,134.16,2
311,서울특별시,11,종로구,11110,309250,553350,146.82,361.3,3
312,서울특별시,11,용산구,11170,308250,549150,183.71,423.94,3
313,서울특별시,11,중랑구,11260,318650,555950,267.05,456.24,3
314,서울특별시,11,중랑구,11260,320750,555150,47.3,53.5,3
315,서울특별시,11,용산구,11170,307950,548450,157.37,225.31,3
316,서울특별시,11,강북구,11305,314850,558750,191.88,686.0,3
317,서울특별시,11,도봉구,11320,315350,560250,118.19,218.4,3
318,서울특별시,11,도봉구,11320,314850,563350,143.49,340.56,3
319,서울특별시,11,성북구,11290,317350,557250,148.64,322.14,2
320,서울특별시,11,성북구,11290,312850,554250,100.97,112.25,3
321,서울특별시,11,강북구,11305,313150,562150,65.38,121.15,3
322,서울특별시,11,서대문구,11410,307150,555750,196.09,480.67,2
323,서울특별시,11,성북구,11290,312850,555950,34.43,58.63,2
324,서울특별시,11,동대문구,11230,316950,552750,79.55,103.78,3
325,서울특별시,11,성동구,11200,316250,548850,104.82,176.13,4
326,서울특별시,11,성북구,11290,313050,556350,137.63,331.58,3
327,서울특별시,11,성북구,11290,315350,555550,136.91,391.21,2
328,서울특별시,11,서대문구,11410,307250,551250,253.23,643.28,4
329,서울특별시,11,마포구,11440,305250,551050,62.72,74.62,5
330,서울특별시,11,노원구,11350,318050,562750,79.45,204.76,3
331,서울특별시,11,강북구,11305,314950,559350,115.0,338.56,3
332,서울특별시,11,은평구,11380,304350,558350,220.23,706.97,4
333,서울특별시,11,노원구,11350,315850,559550,24.4,42.56,3
334,서울특별시,11,성동구,11200,315050,550450,126.13,427.3,6
335,서울특별시,11,동대문구,11230,314650,553250,70.87,101.46,2
336,서울특별시,11,종로구,11110,308550,553250,142.81,351.3,2
337,서울특별시,11,종로구,11110,309850,557550,7.85,20.14,7
338,서울특별시,11,용산구,11170,309150,548850,128.21,355.21,5
339,서울특별시,11,서대문구,11410,304250,553650,220.82,609.41,4
340,서울특별시,11,마포구,11440,303050,550950,120.0,278.66,4
341,서울특별시,11,마포구,11440,303550,551250,152.0,432.71,4
342,서울특별시,11,성북구,11290,315850,557850,26.65,76.18,3
343,서울특별시,11,성동구,11200,315350,551450,132.58,249.62,4
344,서울특별시,11,성북구,11290,313350,556950,180.0,626.75,6
345,서울특별시,11,성동구,11200,316050,551550,305.55,237.26,3
346,서울특별시,11,중구,11140,311950,551350,63.06,125.35,5
347,서울특별시,11,중구,11140,313650,551550,109.29,236.09,2
348,서울특별시,11,중구,11140,313250,551450,104.98,231.4,3
349,서울특별시,11,강북구,11305,313450,559550,52.0,85.89,4
350,서울특별시,11,중구,11140,310150,550950,72.73,151.0,4
351,서울특별시,11,노원구,11350,317450,560250,319.0,966.8,4
352,서울특별시,11,광진구,11215,318350,549850,39.62,41.6,5
353,서울특별시,11,성동구,11200,316650,548950,104.33,331.21,4
354,서울특별시,11,은평구,11380,304750,556250,191.53,628.24,4
355,서울특별시,11,서대문구,11410,307450,555050,264.98,779.8,4
356,서울특별시,11,종로구,11110,310450,553150,7.88,19.96,4
357,서울특별시,11,서대문구,11410,305950,552550,28.05,43.67,5
358,서울특별시,11,성북구,11290,311850,557350,72.6,106.4,2
359,서울특별시,11,성북구,11290,314250,556150,126.0,440.92,4
360,서울특별시,11,은평구,11380,304450,558450,205.43,574.15,4
361,서울특별시,11,중구,11140,311550,551950,26.64,61.82,3
362,서울특별시,11,중구,11140,312850,551850,67.17,149.64,3
363,서울특별시,11,중구,11140,312650,551250,26.63,55.59,6
364,서울특별시,11,노원구,11350,316450,563650,150.0,460.25,5
365,서울특별시,11,노원구,11350,317850,562550,41.11,76.85,4
366,서울특별시,11,은평구,11380,305350,558450,81.2,160.52,4
367,서울특별시,11,은평구,11380,303450,554250,41.6,107.34,4
368,서울특별시,11,노원구,11350,316550,559650,164.0,521.21,3
369,서울특별시,11,중구,11140,310650,551050,7.52,16.84,4
370,서울특별시,11,강북구,11305,312250,564150,1.85,6.94,10
371,서울특별시,11,강북구,11305,312550,563750,42.52,130.15,7
372,서울특별시,11,중구,11140,313250,551550,48.99,104.1,4
373,서울특별시,11,성동구,11200,313550,550450,57.19,222.57,4
374,서울특별시,11,서대문구,11410,305050,552750,105.09,178.15,2
375,서울특별시,11,동대문구,11230,318550,552650,31.32,91.58,4
376,서울특별시,11,서대문구,11410,306950,555850,36.63,71.63,3
377,서울특별시,11,종로구,11110,312050,553450,62.85,137.54,3
378,서울특별시,11,동대문구,11230,318050,551450,28.88,69.26,4
379,서울특별시,11,도봉구,11320,315750,565550,73.95,90.95,5
380,서울특별시,11,성북구,11290,311750,557250,16.45,27.42,2
381,서울특별시,11,성북구,11290,312550,554050,123.42,248.05,4
382,서울특별시,11,성동구,11200,315650,550050,228.24,302.71,3
383,서울특별시,11,중구,11140,311650,551850,18.87,42.94,4
384,서울특별시,11,종로구,11110,308150,553150,83.0,206.78,4
385,서울특별시,11,서대문구,11410,307850,553250,50.9,75.14,2
386,서울특별시,11,동대문구,11230,316050,554150,143.68,301.38,4
387,서울특별시,11,마포구,11440,305150,550750,33.0,71.01,5
388,서울특별시,11,마포구,11440,307450,548950,600.0,1752.86,3
389,서울특별시,11,서대문구,11410,308950,551550,16.83,46.76,6
390,서울특별시,11,중구,11140,308950,550950,24.76,46.32,4
391,서울특별시,11,중랑구,11260,320250,554050,32.51,88.61,4
392,서울특별시,11,노원구,11350,317450,561950,15.05,41.21,4
393,서울특별시,11,노원구,11350,317650,563050,270.0,830.49,5
394,서울특별시,11,도봉구,11320,316250,561250,210.0,712.57,5
395,서울특별시,11,용산구,11170,307850,547750,65.6,191.2,5
396,서울특별시,11,성북구,11290,312150,557850,250.17,854.75,4
397,서울특별시,11,도봉구,11320,315850,563850,43.17,68.59,3
398,서울특별시,11,노원구,11350,317250,561550,176.0,523.73,5
399,서울특별시,11,노원구,11350,317450,559650,144.0,457.06,6
400,서울특별시,11,노원구,11350,316650,564750,375.0,1071.48,4
401,서울특별시,11,광진구,11215,318750,551050,56.4,90.98,4
402,서울특별시,11,동대문구,11230,315950,552950,207.12,715.59,4
403,서울특별시,11,도봉구,11320,315350,560150,76.66,251.24,4
404,서울특별시,11,성북구,11290,315150,556050,32.83,37.31,4
405,서울특별시,11,강북구,11305,314650,558650,197.31,663.89,4
406,서울특별시,11,강북구,11305,314250,558750,38.77,37.37,4
407,서울특별시,11,성동구,11200,315550,550050,19.75,21.34,5
408,서울특별시,11,종로구,11110,308350,556750,22.59,56.48,8
409,서울특별시,11,도봉구,11320,314450,562550,172.0,573.65,4
410,서울특별시,11,마포구,11440,304250,551750,25.0,42.97,7
411,서울특별시,11,성동구,11200,315750,551750,153.41,504.77,4
412,서울특별시,11,노원구,11350,318250,557750,158.0,478.89,4
413,서울특별시,11,중구,11140,309950,551750,3.33,7.56,4
414,서울특별시,11,성동구,11200,315250,552050,248.0,922.36,5
415,서울특별시,11,성북구,11290,317150,557050,23.16,72.55,3
416,서울특별시,11,강북구,11305,315250,558650,352.0,1248.66,5
417,서울특별시,11,성동구,11200,316250,551750,7.59,5.33,2
418,서울특별시,11,동대문구,11230,314250,552650,35.2,62.83,4
419,서울특별시,11,성북구,11290,314050,553750,269.73,946.19,2
